personnel_id,date,month_idx,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change
P-000248,2025-10-01,10,-0.005,-0.1,-0.026,-0.147,0.031,-0.103,-0.05,0.1
P-000248,2025-11-01,11,-0.0,0.2,0.114,0.409,0.018,0.264,-0.035,0.111
P-000248,2025-12-01,12,-0.014,-0.1,-0.185,-0.181,0.021,-0.04,0.036,0.137
P-000249,2025-01-01,1,-0.0,-0.1,-0.24,-0.139,0.055,-0.103,0.073,0.087
P-000249,2025-02-01,2,-0.038,0.2,0.116,0.016,0.044,-0.04,0.069,0.084
P-000249,2025-03-01,3,-0.0,-0.1,-0.238,-0.133,0.037,-0.061,0.071,0.096
P-000249,2025-04-01,4,-0.001,-0.1,0.657,0.235,0.087,0.076,0.12,0.078
P-000249,2025-05-01,5,-0.034,0.2,-0.238,0.061,0.085,0.018,0.132,0.131
P-000249,2025-06-01,6,-0.067,-0.1,1.39,-0.135,0.371,-0.153,0.576,-0.461
P-000249,2025-07-01,7,-0.0,-0.1,-0.049,-0.008,0.251,0.126,0.477,-0.487
P-000249,2025-08-01,8,-0.0,0.2,-0.56,0.022,0.113,0.051,-0.036,0.079
P-000249,2025-09-01,9,-0.0,-0.1,-0.185,-0.112,0.02,-0.044,0.019,0.122
P-000249,2025-10-01,10,-0.063,0.2,0.023,0.437,0.048,0.146,0.05,0.096
P-000249,2025-11-01,11,-0.031,-0.1,0.282,-0.245,0.028,-0.12,-0.006,0.067
P-000249,2025-12-01,12,-0.011,0.2,-0.125,0.192,0.008,0.074,-0.012,0.114
P-000250,2025-01-01,1,-0.103,-0.1,0.298,-0.027,0.167,0.029,0.282,-0.181
P-000250,2025-02-01,2,-0.027,-0.1,-0.138,-0.075,0.169,-0.07,0.327,-0.185
P-000250,2025-03-01,3,-0.0,-0.1,-0.088,0.152,0.232,0.088,0.397,-0.168
P-000250,2025-04-01,4,-0.08,-0.1,1.655,-0.321,0.628,-0.176,0.91,-0.919
P-000250,2025-05-01,5,-0.027,-0.1,0.073,-0.08,0.422,-0.103,0.808,-0.959
P-000250,2025-06-01,6,-0.0,-0.1,0.122,-0.186,0.373,-0.103,0.703,-0.945
P-000250,2025-07-01,7,-0.045,-0.1,0.002,0.08,0.441,0.077,0.828,-0.969
P-000250,2025-08-01,8,-0.051,0.2,-0.061,-0.199,0.399,-0.016,0.779,-0.992
P-000250,2025-09-01,9,-0.047,-0.1,0.065,0.075,0.48,0.03,0.914,-0.949
P-000250,2025-10-01,10,-0.0,-0.1,0.0,-0.303,0.445,-0.153,0.878,-1.21
P-000250,2025-11-01,11,-0.0,-0.1,0.0,0.286,0.407,0.213,0.801,-1.062
P-000250,2025-12-01,12,-0.059,-0.1,0.0,0.09,0.385,0.087,0.754,-1.062
P-000251,2025-01-01,1,-0.0,-0.1,-0.414,0.073,0.03,0.025,0.042,0.278
P-000251,2025-02-01,2,-0.0,-0.1,0.126,-0.095,0.062,-0.024,0.118,0.17
P-000251,2025-03-01,3,-0.144,0.2,0.28,0.053,0.024,-0.038,0.033,0.073
P-000251,2025-04-01,4,-0.104,-0.1,-0.245,0.028,0.02,0.014,-0.038,0.201
P-000251,2025-05-01,5,-0.012,0.2,0.406,-0.033,0.08,0.023,0.138,0.184
P-000251,2025-06-01,6,-0.04,-0.1,-0.012,-0.052,0.012,-0.037,-0.016,0.187
P-000251,2025-07-01,7,-0.031,-0.1,-0.11,-0.052,0.042,-0.047,0.077,0.281
P-000251,2025-08-01,8,-0.055,-0.1,-0.122,0.29,0.03,0.119,-0.027,0.093
P-000251,2025-09-01,9,-0.0,-0.1,-0.081,-0.296,0.06,-0.041,0.108,0.204
P-000251,2025-10-01,10,-0.0,0.2,0.343,0.115,0.058,-0.009,-0.113,0.103
P-000251,2025-11-01,11,-0.0,-0.1,-0.155,0.13,0.08,0.15,-0.143,0.159
P-000251,2025-12-01,12,-0.0,0.2,-0.002,0.197,0.031,0.098,-0.044,0.102
P-000252,2025-01-01,1,-0.015,0.2,-0.276,0.09,0.033,0.005,0.053,0.122
P-000252,2025-02-01,2,-0.002,-0.1,-0.146,0.042,0.063,-0.116,0.101,0.224
P-000252,2025-03-01,3,-0.0,0.2,0.025,-0.026,0.021,0.063,0.032,0.206
P-000252,2025-04-01,4,-0.045,-0.1,-0.175,0.13,0.031,0.045,-0.042,0.184
P-000252,2025-05-01,5,-0.0,0.2,0.362,-0.061,0.032,-0.054,0.054,0.147
P-000252,2025-06-01,6,-0.021,-0.1,-0.167,0.049,0.045,0.031,-0.046,0.143
P-000252,2025-07-01,7,-0.025,-0.1,-0.169,0.009,0.028,-0.032,-0.015,0.209
P-000252,2025-08-01,8,-0.008,-0.1,0.814,-0.101,0.06,-0.016,0.074,0.11
P-000252,2025-09-01,9,-0.0,0.2,-0.42,0.12,0.061,0.096,0.041,0.2
P-000252,2025-10-01,10,-0.0,-0.1,0.114,0.0,0.041,-0.025,-0.038,0.11
P-000252,2025-11-01,11,-0.0,-0.1,0.151,-0.166,0.078,-0.052,-0.143,0.283
P-000252,2025-12-01,12,-0.0,-0.1,0.045,0.053,0.054,-0.057,0.084,0.034
P-000253,2025-01-01,1,-0.022,-0.1,0.205,-0.124,0.246,0.034,0.436,-0.185
P-000253,2025-02-01,2,-0.0,-0.1,-0.1,-0.117,0.081,-0.08,0.141,-0.228
P-000253,2025-03-01,3,-0.0,-0.1,-0.124,0.191,0.163,0.086,0.312,-0.125
P-000253,2025-04-01,4,-0.027,-0.1,2.335,-0.209,0.53,-0.2,0.795,-0.86
P-000253,2025-05-01,5,-0.0,-0.1,0.005,-0.195,0.468,-0.105,0.9,-0.972
P-000253,2025-06-01,6,-0.0,-0.1,-0.016,0.167,0.419,-0.031,0.81,-0.971
P-000253,2025-07-01,7,-0.073,0.2,-0.026,-0.246,0.488,-0.162,0.954,-1.069
P-000253,2025-08-01,8,-0.0,-0.1,0.041,0.038,0.378,-0.03,0.744,-1.007
P-000253,2025-09-01,9,-0.021,-0.1,0.008,-0.07,0.386,-0.028,0.716,-1.11
P-000253,2025-10-01,10,-0.071,-0.1,0.021,-0.121,0.478,-0.069,0.94,-1.133
P-000253,2025-11-01,11,-0.0,-0.1,0.0,-0.022,0.424,-0.038,0.823,-1.135
P-000253,2025-12-01,12,-0.0,-0.1,0.0,0.016,0.409,-0.086,0.803,-1.111
P-000254,2025-01-01,1,-0.0,-0.1,-0.212,0.14,0.028,0.007,0.027,0.0
P-000254,2025-02-01,2,-0.057,-0.1,-0.493,-0.169,0.059,-0.113,-0.099,0.235
P-000254,2025-03-01,3,-0.0,-0.1,0.619,0.103,0.037,-0.031,-0.039,0.204
P-000254,2025-04-01,4,-0.082,-0.1,-0.182,-0.001,0.05,-0.109,-0.097,0.103
P-000254,2025-05-01,5,-0.0,0.2,0.145,-0.057,0.015,-0.044,0.007,0.065
P-000254,2025-06-01,6,-0.0,-0.1,-0.066,0.093,0.034,0.114,-0.059,0.161
P-000254,2025-07-01,7,-0.0,0.2,0.681,0.07,0.051,0.063,-0.052,0.048
P-000254,2025-08-01,8,-0.086,-0.1,-0.241,-0.132,0.044,-0.103,-0.071,0.135
P-000254,2025-09-01,9,-0.0,0.2,-0.258,-0.154,0.091,-0.075,0.118,0.144
P-000254,2025-10-01,10,-0.0,-0.1,0.232,0.21,0.036,0.152,-0.023,0.14
P-000254,2025-11-01,11,-0.0,0.2,0.083,-0.172,0.021,-0.046,-0.04,0.123
P-000254,2025-12-01,12,-0.048,-0.1,-0.156,-0.022,0.023,-0.018,0.044,0.195
P-000255,2025-01-01,1,-0.0,0.2,-0.238,-0.146,0.022,-0.131,-0.026,0.246
P-000255,2025-02-01,2,-0.025,-0.1,0.12,0.367,0.096,0.19,0.188,0.161
P-000255,2025-03-01,3,-0.0,0.2,-0.289,0.063,0.075,-0.005,-0.143,0.187
P-000255,2025-04-01,4,-0.0,-0.1,-0.043,-0.171,0.04,-0.12,-0.026,0.081
P-000255,2025-05-01,5,-0.0,-0.1,0.345,0.141,0.077,0.102,0.108,0.102
P-000255,2025-06-01,6,-0.0,0.2,0.044,-0.254,0.042,-0.147,-0.054,0.245
P-000255,2025-07-01,7,-0.0,-0.1,-0.041,0.32,0.084,0.095,0.109,0.071
P-000255,2025-08-01,8,-0.0,-0.1,-0.232,-0.142,0.092,-0.087,0.151,0.3
P-000255,2025-09-01,9,-0.001,-0.1,0.22,0.011,0.079,-0.075,-0.06,0.111
P-000255,2025-10-01,10,-0.0,-0.1,0.041,0.011,0.088,0.01,0.135,0.159
P-000255,2025-11-01,11,-0.001,-0.1,-0.31,0.021,0.013,-0.053,-0.001,0.243
P-000255,2025-12-01,12,-0.0,0.2,0.378,-0.074,0.11,-0.034,0.204,0.109
P-000256,2025-01-01,1,-0.004,-0.1,-0.136,0.047,0.021,0.087,0.033,0.028
P-000256,2025-02-01,2,-0.0,0.2,-0.12,0.106,0.004,0.071,0.002,0.017
P-000256,2025-03-01,3,-0.0,-0.1,-0.033,0.029,0.053,-0.105,0.073,0.036
P-000256,2025-04-01,4,-0.0,-0.1,2.089,-0.376,0.472,-0.221,0.692,-0.992
P-000256,2025-05-01,5,-0.0,-0.1,-0.085,0.009,0.25,0.022,0.459,-0.747
P-000256,2025-06-01,6,-0.029,-0.1,0.067,0.049,0.289,-0.01,0.531,-0.835
P-000256,2025-07-01,7,-0.0,-0.1,0.08,-0.018,0.353,0.014,0.691,-0.876
P-000256,2025-08-01,8,-0.0,-0.1,-0.066,0.143,0.4,0.04,0.765,-0.718
P-000256,2025-09-01,9,-0.0,-0.1,-0.568,0.25,0.159,0.169,0.141,-0.015
P-000256,2025-10-01,10,-0.023,-0.1,0.015,-0.151,0.113,-0.077,0.165,-0.025
P-000256,2025-11-01,11,-0.0,-0.1,-0.262,0.268,0.043,0.078,0.055,0.068
P-000256,2025-12-01,12,-0.048,-0.1,0.318,-0.072,0.008,-0.089,-0.013,0.015
P-000257,2025-01-01,1,-0.0,-0.1,-0.43,0.022,0.049,-0.023,0.082,0.253
P-000257,2025-02-01,2,-0.027,0.2,3.007,-0.575,0.392,-0.256,0.508,-0.822
P-000257,2025-03-01,3,-0.0,-0.1,0.108,0.192,0.363,0.196,0.701,-0.798
P-000257,2025-04-01,4,-0.0,0.2,0.02,0.169,0.452,0.09,0.854,-0.777
P-000257,2025-05-01,5,-0.001,-0.1,-0.048,0.332,0.264,0.165,0.526,-0.86
P-000257,2025-06-01,6,-0.0,0.2,-0.932,0.239,0.304,0.189,-0.143,0.778
P-000257,2025-07-01,7,-0.137,-0.1,1.651,0.126,0.209,-0.116,-0.009,0.273
P-000257,2025-08-01,8,-0.028,0.2,0.224,-0.015,0.049,-0.017,-0.065,0.247
P-000257,2025-09-01,9,-0.0,-0.1,0.117,-0.066,0.043,-0.057,-0.023,0.253
P-000257,2025-10-01,10,-0.0,0.2,-0.108,0.05,0.114,-0.057,-0.139,0.26
P-000257,2025-11-01,11,-0.0,-0.1,0.189,0.009,0.051,0.022,-0.081,0.238
P-000257,2025-12-01,12,-0.0,0.2,-0.087,-0.091,0.05,0.015,-0.089,0.242
P-000258,2025-01-01,1,-0.0,0.2,-0.241,0.029,0.083,0.074,0.162,0.074
P-000258,2025-02-01,2,-0.0,-0.1,0.251,0.084,0.042,0.035,0.05,0.069
P-000258,2025-03-01,3,-0.023,-0.1,1.821,-0.413,0.447,-0.153,0.674,-1.009
P-000258,2025-04-01,4,-0.0,-0.1,-0.069,-0.005,0.341,-0.057,0.671,-0.881
P-000258,2025-05-01,5,-0.082,-0.1,0.02,-0.069,0.335,-0.071,0.655,-0.881
P-000258,2025-06-01,6,-0.016,-0.1,0.113,0.373,0.462,0.078,0.917,-0.925
P-000258,2025-07-01,7,-0.058,-0.1,0.007,-0.075,0.419,-0.03,0.806,-0.926
P-000258,2025-08-01,8,-0.021,0.2,-0.11,-0.048,0.357,-0.092,0.684,-0.909
P-000258,2025-09-01,9,-0.006,-0.1,0.051,-0.114,0.396,-0.091,0.771,-0.914
P-000258,2025-10-01,10,-0.0,-0.1,-0.748,0.785,0.135,0.352,0.068,0.098
P-000258,2025-11-01,11,-0.011,0.2,0.144,-0.258,0.083,-0.106,0.141,0.119
P-000258,2025-12-01,12,-0.0,-0.1,-0.141,0.219,0.033,0.181,0.039,0.099
P-000259,2025-01-01,1,-0.0,-0.1,-0.018,0.069,0.041,0.098,-0.016,0.027
P-000259,2025-02-01,2,-0.064,-0.1,-0.09,-0.055,0.037,0.034,0.058,0.068
P-000259,2025-03-01,3,-0.0,-0.1,0.047,-0.157,0.079,-0.006,0.158,0.012
P-000259,2025-04-01,4,-0.065,-0.1,1.504,-0.27,0.395,-0.068,0.641,-0.831
P-000259,2025-05-01,5,-0.0,-0.1,0.046,0.094,0.452,0.003,0.847,-0.691
P-000259,2025-06-01,6,-0.0,-0.1,-0.072,0.342,0.363,0.131,0.724,-0.718
P-000259,2025-07-01,7,-0.0,-0.1,0.007,-0.252,0.227,-0.149,0.43,-0.879
P-000259,2025-08-01,8,-0.006,0.2,0.005,0.171,0.276,0.122,0.537,-0.718
P-000259,2025-09-01,9,-0.0,-0.1,-0.578,0.05,0.137,0.04,-0.097,-0.008
P-000259,2025-10-01,10,-0.027,0.2,-0.017,0.127,0.063,-0.015,0.094,0.019
P-000259,2025-11-01,11,-0.058,-0.1,0.01,0.057,0.062,0.07,0.117,0.026
P-000259,2025-12-01,12,-0.071,0.2,-0.066,0.012,0.013,-0.012,-0.015,0.041
P-000260,2025-01-01,1,-0.0,0.2,-0.495,-0.081,0.067,0.043,0.122,0.192
P-000260,2025-02-01,2,-0.0,-0.1,0.565,-0.01,0.049,-0.01,-0.09,0.063
P-000260,2025-03-01,3,-0.0,-0.1,0.07,-0.268,0.053,-0.073,0.094,0.113
P-000260,2025-04-01,4,-0.015,0.2,-0.142,0.381,0.013,0.187,0.022,0.178
P-000260,2025-05-01,5,-0.0,-0.1,-0.044,-0.052,0.02,-0.013,0.033,0.217
P-000260,2025-06-01,6,-0.0,-0.1,0.075,0.13,0.024,0.083,0.044,0.177
P-000260,2025-07-01,7,-0.046,-0.1,-0.043,-0.134,0.026,-0.054,-0.024,0.215
P-000260,2025-08-01,8,-0.024,-0.1,0.161,-0.253,0.05,-0.047,0.084,0.098
P-000260,2025-09-01,9,-0.069,-0.1,0.019,0.292,0.017,0.08,0.024,0.05
P-000260,2025-10-01,10,-0.028,0.2,-0.336,-0.041,0.048,-0.044,-0.032,0.154
P-000260,2025-11-01,11,-0.0,-0.1,-0.049,-0.12,0.059,-0.049,-0.069,0.252
P-000260,2025-12-01,12,-0.0,-0.1,-0.095,0.389,0.056,0.152,0.095,0.293
P-000261,2025-01-01,1,-0.025,0.2,-0.317,0.004,0.031,-0.02,0.059,0.039
P-000261,2025-02-01,2,-0.0,-0.1,0.079,0.038,0.028,0.04,-0.029,-0.023
P-000261,2025-03-01,3,-0.047,-0.1,0.382,-0.123,0.112,-0.034,0.148,-0.035
P-000261,2025-04-01,4,-0.051,-0.1,1.356,-0.189,0.463,-0.136,0.821,-0.82
P-000261,2025-05-01,5,-0.113,-0.1,-0.021,-0.163,0.279,-0.181,0.533,-0.888
P-000261,2025-06-01,6,-0.016,-0.1,-0.084,0.233,0.443,-0.007,0.844,-0.771
P-000261,2025-07-01,7,-0.0,-0.1,0.017,-0.234,0.375,0.029,0.725,-0.818
P-000261,2025-08-01,8,-0.048,-0.1,0.132,0.162,0.397,0.083,0.771,-0.88
P-000261,2025-09-01,9,-0.035,0.2,-0.676,0.439,0.155,0.171,0.106,0.043
P-000261,2025-10-01,10,-0.0,-0.1,0.072,0.03,0.092,-0.026,0.148,0.046
P-000261,2025-11-01,11,-0.0,0.2,0.116,0.175,0.005,0.094,0.003,0.015
P-000261,2025-12-01,12,-0.0,-0.1,-0.084,-0.116,0.052,-0.087,0.095,-0.022
P-000262,2025-01-01,1,-0.0,-0.1,-0.068,-0.124,0.026,0.025,0.022,0.085
P-000262,2025-02-01,2,-0.025,0.2,0.053,0.173,0.059,0.081,0.093,0.074
P-000262,2025-03-01,3,-0.04,-0.1,0.034,-0.056,0.032,0.009,-0.046,0.091
P-000262,2025-04-01,4,-0.064,0.2,-0.246,-0.071,0.011,-0.091,0.017,0.116
P-000262,2025-05-01,5,-0.0,-0.1,0.061,0.165,0.063,0.004,0.098,0.084
P-000262,2025-06-01,6,-0.0,-0.1,1.316,0.012,0.252,0.017,0.371,-0.507
P-000262,2025-07-01,7,-0.0,0.2,-0.006,0.032,0.213,-0.051,0.381,-0.464
P-000262,2025-08-01,8,-0.054,-0.1,-0.615,-0.164,0.135,-0.008,0.115,0.125
P-000262,2025-09-01,9,-0.0,-0.1,0.076,0.024,0.079,-0.006,-0.123,0.091
P-000262,2025-10-01,10,-0.0,-0.1,-0.181,0.053,0.023,0.073,-0.001,0.109
P-000262,2025-11-01,11,-0.004,0.2,0.336,0.057,0.058,0.018,0.09,0.027
P-000262,2025-12-01,12,-0.066,-0.1,-0.14,-0.001,0.03,0.126,0.044,0.077
P-000263,2025-01-01,1,-0.014,0.2,-0.226,0.033,0.018,0.066,0.011,0.125
P-000263,2025-02-01,2,-0.0,-0.1,-0.09,-0.333,0.042,-0.07,-0.073,0.063
P-000263,2025-03-01,3,-0.008,-0.1,0.13,0.364,0.027,0.297,-0.028,0.028
P-000263,2025-04-01,4,-0.0,-0.1,-0.234,-0.141,0.043,-0.045,-0.049,0.266
P-000263,2025-05-01,5,-0.0,0.2,0.102,-0.018,0.045,-0.008,0.071,0.211
P-000263,2025-06-01,6,-0.011,-0.1,0.159,-0.064,0.019,-0.07,-0.011,0.173
P-000263,2025-07-01,7,-0.004,0.2,-0.12,0.047,0.053,0.026,-0.099,0.198
P-000263,2025-08-01,8,-0.0,-0.1,0.203,-0.087,0.058,-0.055,0.078,0.161
P-000263,2025-09-01,9,-0.0,0.2,0.074,0.18,0.107,0.126,0.187,0.148
P-000263,2025-10-01,10,-0.089,-0.1,-0.4,-0.081,0.059,-0.082,-0.086,0.365
P-000263,2025-11-01,11,-0.03,-0.1,0.519,0.174,0.047,0.08,-0.081,0.178
P-000263,2025-12-01,12,-0.0,0.2,-0.127,0.111,0.074,-0.006,0.142,0.277
P-000264,2025-01-01,1,-0.046,-0.1,-0.024,-0.127,0.077,-0.02,0.106,-0.014
P-000264,2025-02-01,2,-0.0,0.2,0.215,0.07,0.088,-0.032,0.12,0.0
P-000264,2025-03-01,3,-0.0,-0.1,-0.224,0.056,0.064,0.028,0.052,-0.008
P-000264,2025-04-01,4,-0.023,-0.1,1.522,-0.317,0.357,-0.181,0.456,-0.909
P-000264,2025-05-01,5,-0.028,-0.1,0.104,0.388,0.371,0.184,0.732,-0.909
P-000264,2025-06-01,6,-0.0,-0.1,-0.067,-0.254,0.41,-0.035,0.75,-0.868
P-000264,2025-07-01,7,-0.006,-0.1,0.007,-0.048,0.345,-0.035,0.665,-0.723
P-000264,2025-08-01,8,-0.0,0.2,-0.037,-0.005,0.276,0.043,0.545,-0.88
P-000264,2025-09-01,9,-0.0,-0.1,-0.594,0.593,0.168,0.325,0.19,-0.017
P-000264,2025-10-01,10,-0.025,0.2,-0.068,-0.002,0.122,-0.095,0.218,0.076
P-000264,2025-11-01,11,-0.0,-0.1,-0.142,0.132,0.111,0.094,0.196,0.098
P-000264,2025-12-01,12,-0.011,-0.1,0.354,-0.252,0.075,-0.112,0.146,0.031
P-000265,2025-01-01,1,-0.0,-0.1,-0.383,-0.028,0.023,0.019,0.032,0.264
P-000265,2025-02-01,2,-0.0,0.2,3.36,-0.429,0.453,-0.259,0.664,-0.84
P-000265,2025-03-01,3,-0.0,-0.1,-0.178,0.278,0.327,0.161,0.654,-0.8
P-000265,2025-04-01,4,-0.0,0.2,0.037,0.091,0.3,0.011,0.595,-0.813
P-000265,2025-05-01,5,-0.059,-0.1,0.087,-0.104,0.37,-0.035,0.739,-0.833
P-000265,2025-06-01,6,-0.0,0.2,-0.933,0.704,0.305,0.325,-0.143,0.778
P-000265,2025-07-01,7,-0.117,-0.1,1.955,-0.034,0.236,-0.101,-0.023,0.262
P-000265,2025-08-01,8,-0.0,-0.1,-0.09,0.028,0.041,-0.035,-0.077,0.248
P-000265,2025-09-01,9,-0.002,-0.1,0.217,-0.086,0.046,-0.013,-0.067,0.284
P-000265,2025-10-01,10,-0.075,-0.1,-0.173,0.018,0.075,-0.056,-0.134,0.236
P-000265,2025-11-01,11,-0.017,0.2,0.138,0.091,0.046,0.031,-0.064,0.236
P-000265,2025-12-01,12,-0.004,-0.1,-0.05,-0.101,0.016,0.024,0.012,0.259
P-000266,2025-01-01,1,-0.0,0.2,-0.074,-0.094,0.03,-0.129,0.04,0.07
P-000266,2025-02-01,2,-0.022,-0.1,-0.139,0.044,0.031,0.089,0.031,0.085
P-000266,2025-03-01,3,-0.066,-0.1,2.129,-0.281,0.504,-0.218,0.699,-0.915
P-000266,2025-04-01,4,-0.0,-0.1,0.046,-0.042,0.43,0.069,0.853,-0.876
P-000266,2025-05-01,5,-0.022,-0.1,0.033,-0.144,0.341,0.006,0.664,-0.881
P-000266,2025-06-01,6,-0.0,-0.1,0.083,0.122,0.381,0.1,0.757,-0.968
P-000266,2025-07-01,7,-0.0,-0.1,-0.088,0.006,0.342,-0.006,0.673,-0.937
P-000266,2025-08-01,8,-0.068,-0.1,-0.005,-0.223,0.388,-0.09,0.769,-0.908
P-000266,2025-09-01,9,-0.12,-0.1,-0.056,0.18,0.406,0.071,0.789,-0.874
P-000266,2025-10-01,10,-0.0,0.2,-0.662,0.632,0.184,0.334,0.137,0.082
P-000266,2025-11-01,11,-0.0,-0.1,-0.063,-0.136,0.07,0.046,0.112,0.109
P-000266,2025-12-01,12,-0.072,-0.1,-0.182,0.143,0.035,0.063,-0.051,0.056
P-000267,2025-01-01,1,-0.0,0.2,-0.208,0.023,0.086,-0.078,0.114,0.137
P-000267,2025-02-01,2,-0.041,-0.1,0.244,-0.187,0.132,-0.042,0.246,0.104
P-000267,2025-03-01,3,-0.122,-0.1,1.423,-0.166,0.432,-0.017,0.641,-0.876
P-000267,2025-04-01,4,-0.042,-0.1,0.066,-0.209,0.368,-0.054,0.679,-0.907
P-000267,2025-05-01,5,-0.0,-0.1,0.007,-0.011,0.337,-0.013,0.65,-0.942
P-000267,2025-06-01,6,-0.038,-0.1,0.056,0.468,0.389,0.159,0.768,-0.909
P-000267,2025-07-01,7,-0.054,0.2,-0.041,-0.251,0.408,-0.143,0.771,-0.886
P-000267,2025-08-01,8,-0.0,-0.1,0.117,0.135,0.38,0.034,0.73,-0.923
P-000267,2025-09-01,9,-0.009,-0.1,-0.189,-0.088,0.336,-0.043,0.638,-0.908
P-000267,2025-10-01,10,-0.0,0.2,-0.613,0.66,0.105,0.319,-0.03,0.062
P-000267,2025-11-01,11,-0.0,-0.1,-0.097,0.101,0.037,0.02,-0.022,0.093
P-000267,2025-12-01,12,-0.0,0.2,0.084,-0.174,0.079,-0.035,0.118,0.032
P-000268,2025-01-01,1,-0.128,0.2,-0.01,0.078,0.117,-0.012,0.151,0.116
P-000268,2025-02-01,2,-0.0,-0.1,-0.192,-0.01,0.069,-0.048,0.066,0.076
P-000268,2025-03-01,3,-0.118,-0.1,2.048,-0.241,0.472,-0.027,0.696,-0.906
P-000268,2025-04-01,4,-0.0,-0.1,0.077,-0.001,0.393,0.068,0.764,-0.953
P-000268,2025-05-01,5,-0.091,-0.1,0.062,-0.208,0.418,-0.065,0.831,-0.91
P-000268,2025-06-01,6,-0.0,-0.1,0.008,0.319,0.417,0.048,0.819,-0.976
P-000268,2025-07-01,7,-0.033,-0.1,-0.092,-0.246,0.442,-0.089,0.882,-0.923
P-000268,2025-08-01,8,-0.052,0.2,0.041,0.32,0.347,0.058,0.675,-0.907
P-000268,2025-09-01,9,-0.033,-0.1,0.001,-0.147,0.425,-0.052,0.814,-0.904
P-000268,2025-10-01,10,-0.0,-0.1,-0.658,0.38,0.107,0.199,0.029,0.054
P-000268,2025-11-01,11,-0.0,-0.1,-0.17,0.057,0.038,-0.055,0.05,0.075
P-000268,2025-12-01,12,-0.029,-0.1,0.191,-0.172,0.055,-0.083,0.081,0.078
P-000269,2025-01-01,1,-0.034,-0.1,-0.442,0.095,0.05,-0.01,0.088,0.259
P-000269,2025-02-01,2,-0.08,0.2,0.113,-0.008,0.041,-0.039,-0.068,0.17
P-000269,2025-03-01,3,-0.0,-0.1,0.233,0.066,0.025,-0.004,-0.042,0.106
P-000269,2025-04-01,4,-0.0,0.2,-0.076,-0.057,0.056,-0.003,0.105,0.269
P-000269,2025-05-01,5,-0.014,-0.1,-0.223,-0.145,0.088,-0.043,-0.143,0.209
P-000269,2025-06-01,6,-0.058,-0.1,-0.127,0.183,0.033,0.078,0.064,0.104
P-000269,2025-07-01,7,-0.0,0.2,-0.127,0.131,0.05,-0.037,-0.088,0.17
P-000269,2025-08-01,8,-0.0,-0.1,-0.035,-0.21,0.055,-0.016,0.103,0.145
P-000269,2025-09-01,9,-0.095,-0.1,0.459,0.18,0.022,0.068,0.022,0.07
P-000269,2025-10-01,10,-0.006,0.2,0.052,0.009,0.023,0.157,-0.023,0.155
P-000269,2025-11-01,11,-0.051,-0.1,0.371,-0.089,0.046,-0.0,0.08,0.095
P-000269,2025-12-01,12,-0.008,0.2,-0.43,-0.083,0.016,-0.119,-0.007,0.333
P-000270,2025-01-01,1,-0.0,-0.1,-0.237,-0.025,0.09,-0.021,0.166,0.085
P-000270,2025-02-01,2,-0.004,0.2,-0.048,-0.24,0.054,-0.027,0.089,0.118
P-000270,2025-03-01,3,-0.0,-0.1,-0.129,0.274,0.012,0.086,0.016,0.202
P-000270,2025-04-01,4,-0.0,-0.1,-0.007,-0.018,0.096,-0.059,0.131,0.074
P-000270,2025-05-01,5,-0.057,0.2,-0.011,-0.129,0.045,0.015,-0.065,0.15
P-000270,2025-06-01,6,-0.084,-0.1,0.304,0.267,0.031,0.106,-0.012,0.164
P-000270,2025-07-01,7,-0.019,-0.1,0.08,-0.142,0.06,0.007,0.093,0.002
P-000270,2025-08-01,8,-0.008,-0.1,-0.037,0.008,0.069,-0.032,-0.121,0.086
P-000270,2025-09-01,9,-0.0,0.2,-0.158,0.128,0.023,0.093,0.043,0.123
P-000270,2025-10-01,10,-0.0,-0.1,0.194,-0.02,0.069,-0.012,-0.136,0.162
P-000270,2025-11-01,11,-0.067,-0.1,-0.446,-0.062,0.066,-0.063,-0.085,0.123
P-000270,2025-12-01,12,-0.0,0.2,0.303,0.056,0.042,0.062,-0.059,0.095
P-000271,2025-01-01,1,-0.06,-0.1,0.02,-0.333,0.144,-0.243,0.285,-0.174
P-000271,2025-02-01,2,-0.003,-0.1,0.121,0.326,0.208,0.092,0.396,-0.219
P-000271,2025-03-01,3,-0.075,-0.1,0.099,-0.008,0.128,0.018,0.226,-0.194
P-000271,2025-04-01,4,-0.0,-0.1,1.451,-0.325,0.458,-0.158,0.732,-0.925
P-000271,2025-05-01,5,-0.041,-0.1,-0.122,0.083,0.496,0.041,0.966,-0.897
P-000271,2025-06-01,6,-0.0,-0.1,0.209,0.011,0.44,-0.018,0.834,-0.92
P-000271,2025-07-01,7,-0.031,0.2,-0.047,-0.194,0.435,-0.102,0.851,-0.965
P-000271,2025-08-01,8,-0.032,-0.1,0.049,-0.17,0.418,-0.132,0.83,-1.114
P-000271,2025-09-01,9,-0.0,-0.1,0.0,0.188,0.432,0.089,0.839,-1.096
P-000271,2025-10-01,10,-0.049,-0.1,-0.018,-0.296,0.401,-0.154,0.798,-1.062
P-000271,2025-11-01,11,-0.0,-0.1,0.018,0.051,0.404,-0.004,0.774,-1.175
P-000271,2025-12-01,12,-0.0,-0.1,0.0,-0.003,0.469,-0.004,0.935,-1.216
