personnel_id,date,month_idx,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change
P-000394,2025-10-01,10,-0.078,-0.1,-0.053,-0.086,0.145,-0.011,-0.002,0.172
P-000394,2025-11-01,11,-0.0,0.2,0.118,-0.101,0.092,-0.089,0.165,0.342
P-000394,2025-12-01,12,-0.09,-0.1,0.125,0.009,0.045,-0.056,-0.033,0.106
P-000395,2025-01-01,1,-0.0,-0.1,-0.312,0.063,0.099,-0.058,-0.142,0.251
P-000395,2025-02-01,2,-0.096,-0.1,0.251,-0.182,0.087,0.032,0.056,0.242
P-000395,2025-03-01,3,-0.083,-0.1,-0.214,0.029,0.162,0.068,-0.154,0.398
P-000395,2025-04-01,4,-0.224,-0.1,3.098,-0.297,0.454,-0.071,0.572,-0.699
P-000395,2025-05-01,5,-0.0,-0.1,-0.041,0.428,0.449,0.172,0.91,-0.488
P-000395,2025-06-01,6,-0.0,-0.1,-0.084,0.001,0.325,0.084,0.48,-0.667
P-000395,2025-07-01,7,-0.044,-0.1,-0.068,-0.541,0.327,-0.366,0.629,-0.449
P-000395,2025-08-01,8,-0.0,-0.1,0.055,0.519,0.482,-0.015,0.941,-0.438
P-000395,2025-09-01,9,-0.036,0.2,-0.764,0.154,0.24,0.114,-0.066,0.244
P-000395,2025-10-01,10,-0.0,-0.1,0.463,0.048,0.096,0.114,0.057,0.29
P-000395,2025-11-01,11,-0.0,0.2,-0.293,0.019,0.096,-0.049,-0.034,0.269
P-000395,2025-12-01,12,-0.014,-0.1,-0.064,0.237,0.149,0.103,-0.123,0.215
P-000396,2025-01-01,1,-0.038,-0.1,-0.385,-0.043,0.161,-0.071,-0.057,0.27
P-000396,2025-02-01,2,-0.0,0.2,0.139,-0.046,0.05,0.063,-0.045,0.106
P-000396,2025-03-01,3,-0.0,-0.1,-0.246,-0.026,0.065,0.001,-0.079,0.065
P-000396,2025-04-01,4,-0.128,-0.1,0.274,0.027,0.185,-0.278,-0.157,0.133
P-000396,2025-05-01,5,-0.136,-0.1,2.327,-0.182,0.388,-0.056,0.52,-0.273
P-000396,2025-06-01,6,-0.0,0.2,-0.757,0.59,0.221,0.239,-0.068,0.288
P-000396,2025-07-01,7,-0.116,-0.1,0.289,-0.204,0.054,-0.112,-0.047,0.241
P-000396,2025-08-01,8,-0.059,-0.1,0.165,0.063,0.123,0.022,0.028,0.245
P-000396,2025-09-01,9,-0.09,0.2,-0.175,-0.292,0.093,-0.109,-0.159,0.139
P-000396,2025-10-01,10,-0.015,-0.1,0.285,0.455,0.033,0.056,0.005,0.231
P-000396,2025-11-01,11,-0.103,0.2,-0.339,0.06,0.17,-0.12,-0.269,0.316
P-000396,2025-12-01,12,-0.019,-0.1,-0.031,-0.202,0.091,-0.076,-0.084,0.163
P-000397,2025-01-01,1,-0.0,-0.1,-0.402,0.011,0.177,0.088,0.048,0.146
P-000397,2025-02-01,2,-0.0,-0.1,0.411,-0.137,0.042,-0.165,-0.021,0.243
P-000397,2025-03-01,3,-0.029,-0.1,-0.18,0.199,0.059,0.094,-0.036,0.116
P-000397,2025-04-01,4,-0.04,0.2,3.116,-0.425,0.627,-0.303,0.844,-0.536
P-000397,2025-05-01,5,-0.014,-0.1,0.071,0.316,0.358,0.124,0.72,-0.761
P-000397,2025-06-01,6,-0.053,-0.1,-0.188,0.11,0.458,0.12,0.798,-0.436
P-000397,2025-07-01,7,-0.0,-0.1,0.184,-0.255,0.38,-0.083,0.733,-0.518
P-000397,2025-08-01,8,-0.031,-0.1,-0.046,0.231,0.331,0.047,0.578,-0.572
P-000397,2025-09-01,9,-0.01,-0.1,-0.049,-0.227,0.378,-0.052,0.857,-0.535
P-000397,2025-10-01,10,-0.0,-0.1,0.034,-0.101,0.307,0.049,0.667,-0.745
P-000397,2025-11-01,11,-0.0,0.2,0.109,0.117,0.537,0.033,1.05,-0.816
P-000397,2025-12-01,12,-0.073,-0.1,-0.79,0.56,0.144,0.278,-0.053,0.359
P-000398,2025-01-01,1,-0.042,-0.1,-0.269,0.008,0.102,-0.045,-0.124,0.268
P-000398,2025-02-01,2,-0.139,-0.1,2.936,-0.467,0.584,-0.062,0.824,-0.625
P-000398,2025-03-01,3,-0.071,-0.1,-0.031,0.1,0.372,0.036,0.854,-0.589
P-000398,2025-04-01,4,-0.049,-0.1,-0.129,0.338,0.365,-0.022,0.519,-0.492
P-000398,2025-05-01,5,-0.006,-0.1,0.096,-0.257,0.373,-0.076,0.811,-0.528
P-000398,2025-06-01,6,-0.0,0.2,-0.759,0.407,0.144,0.205,-0.016,0.14
P-000398,2025-07-01,7,-0.111,-0.1,0.334,0.012,0.042,0.163,-0.046,0.094
P-000398,2025-08-01,8,-0.0,-0.1,-0.172,0.085,0.126,0.138,0.046,0.3
P-000398,2025-09-01,9,-0.061,0.2,0.182,-0.012,0.159,0.002,0.111,0.1
P-000398,2025-10-01,10,-0.132,-0.1,-0.026,0.05,0.147,0.03,-0.115,0.208
P-000398,2025-11-01,11,-0.0,0.2,-0.323,-0.063,0.183,-0.005,0.053,0.387
P-000398,2025-12-01,12,-0.0,-0.1,0.334,0.223,0.031,-0.008,-0.052,0.135
P-000399,2025-01-01,1,-0.036,-0.1,-0.37,0.045,0.053,-0.006,0.003,0.055
P-000399,2025-02-01,2,-0.119,-0.1,0.196,-0.359,0.036,-0.08,-0.015,0.202
P-000399,2025-03-01,3,-0.0,0.2,-0.122,0.174,0.093,-0.032,0.052,0.11
P-000399,2025-04-01,4,-0.063,-0.1,-0.025,0.089,0.115,0.138,-0.038,0.154
P-000399,2025-05-01,5,-0.01,-0.1,-0.146,0.031,0.209,0.088,-0.166,0.391
P-000399,2025-06-01,6,-0.043,-0.1,0.417,0.242,0.059,0.136,0.079,0.221
P-000399,2025-07-01,7,-0.095,-0.1,-0.056,-0.188,0.176,-0.066,-0.155,0.328
P-000399,2025-08-01,8,-0.055,-0.1,-0.288,0.149,0.077,0.199,-0.02,0.121
P-000399,2025-09-01,9,-0.0,-0.1,0.345,-0.121,0.101,-0.148,-0.018,0.298
P-000399,2025-10-01,10,-0.0,-0.1,-0.314,0.021,0.102,-0.015,-0.027,0.346
P-000399,2025-11-01,11,-0.04,0.2,0.172,-0.047,0.114,0.083,-0.209,0.257
P-000399,2025-12-01,12,-0.071,-0.1,0.359,0.284,0.106,0.035,0.077,0.163
P-000400,2025-01-01,1,-0.156,0.2,-0.22,-0.172,0.059,-0.109,0.012,0.34
P-000400,2025-02-01,2,-0.0,-0.1,-0.333,0.326,0.12,0.065,0.018,0.24
P-000400,2025-03-01,3,-0.058,-0.1,0.267,-0.146,0.126,0.094,0.034,0.232
P-000400,2025-04-01,4,-0.154,-0.1,3.434,-0.385,0.526,-0.016,0.686,-0.739
P-000400,2025-05-01,5,-0.0,-0.1,-0.186,0.614,0.395,0.28,0.607,-0.469
P-000400,2025-06-01,6,-0.02,-0.1,-0.01,-0.146,0.367,-0.021,0.601,-0.337
P-000400,2025-07-01,7,-0.091,-0.1,0.246,-0.031,0.405,-0.104,0.786,-0.66
P-000400,2025-08-01,8,-0.0,-0.1,0.049,0.042,0.348,-0.017,0.761,-0.651
P-000400,2025-09-01,9,-0.0,0.2,-0.716,-0.003,0.209,0.04,-0.089,0.042
P-000400,2025-10-01,10,-0.06,-0.1,-0.058,0.283,0.123,0.109,-0.064,0.226
P-000400,2025-11-01,11,-0.0,0.2,-0.052,0.167,0.071,-0.214,-0.072,0.131
P-000400,2025-12-01,12,-0.116,-0.1,0.218,-0.138,0.101,-0.109,0.078,0.296
P-000401,2025-01-01,1,-0.0,0.2,-0.443,0.081,0.159,0.128,0.163,0.403
P-000401,2025-02-01,2,-0.0,-0.1,0.079,-0.223,0.158,-0.027,0.062,0.227
P-000401,2025-03-01,3,-0.0,-0.1,0.08,0.203,0.11,-0.035,0.159,0.263
P-000401,2025-04-01,4,-0.014,0.2,-0.143,-0.039,0.135,0.04,-0.155,0.246
P-000401,2025-05-01,5,-0.057,-0.1,2.325,0.063,0.425,-0.216,0.446,-0.55
P-000401,2025-06-01,6,-0.0,0.2,-0.498,-0.247,0.228,0.024,0.098,0.283
P-000401,2025-07-01,7,-0.0,-0.1,-0.269,0.099,0.123,0.166,-0.015,-0.022
P-000401,2025-08-01,8,-0.0,-0.1,-0.319,0.278,0.115,0.097,-0.066,0.066
P-000401,2025-09-01,9,-0.0,-0.1,0.454,-0.236,0.062,-0.223,-0.098,0.072
P-000401,2025-10-01,10,-0.0,0.2,-0.094,0.336,0.109,0.112,-0.063,0.232
P-000401,2025-11-01,11,-0.0,-0.1,-0.393,-0.228,0.183,-0.031,-0.152,0.378
P-000401,2025-12-01,12,-0.0,0.2,0.305,0.197,0.144,0.066,-0.094,0.255
P-000402,2025-01-01,1,-0.0,-0.1,-0.456,0.164,0.142,0.19,-0.079,0.457
P-000402,2025-02-01,2,-0.096,-0.1,0.545,-0.174,0.186,-0.084,-0.034,0.221
P-000402,2025-03-01,3,-0.014,0.2,-0.102,-0.104,0.184,0.058,-0.158,0.13
P-000402,2025-04-01,4,-0.036,-0.1,2.076,-0.244,0.421,-0.234,0.63,-0.703
P-000402,2025-05-01,5,-0.087,-0.1,0.175,-0.022,0.381,-0.189,0.592,-0.709
P-000402,2025-06-01,6,-0.003,-0.1,0.062,-0.035,0.327,0.059,0.742,-0.608
P-000402,2025-07-01,7,-0.064,-0.1,-0.056,-0.191,0.225,0.009,0.251,-0.401
P-000402,2025-08-01,8,-0.0,-0.1,0.033,0.81,0.414,0.073,0.633,-0.474
P-000402,2025-09-01,9,-0.0,0.2,-0.852,-0.023,0.285,-0.09,-0.055,0.256
P-000402,2025-10-01,10,-0.0,-0.1,0.098,0.321,0.13,0.172,0.053,0.06
P-000402,2025-11-01,11,-0.0,-0.1,1.12,-0.243,0.106,0.032,0.036,0.123
P-000402,2025-12-01,12,-0.0,-0.1,-0.194,-0.083,0.059,-0.027,0.005,0.348
P-000403,2025-01-01,1,-0.0,-0.1,0.15,-0.181,0.105,-0.197,-0.017,0.089
P-000403,2025-02-01,2,-0.0,-0.1,-0.486,0.399,0.175,0.163,-0.163,0.173
P-000403,2025-03-01,3,-0.0,-0.1,0.004,-0.039,0.071,0.141,-0.075,0.304
P-000403,2025-04-01,4,-0.207,-0.1,4.148,-0.095,0.521,-0.042,0.848,-0.735
P-000403,2025-05-01,5,-0.0,-0.1,-0.034,-0.162,0.488,-0.032,0.98,-0.761
P-000403,2025-06-01,6,-0.075,0.2,-0.024,-0.045,0.359,-0.012,0.857,-0.559
P-000403,2025-07-01,7,-0.046,-0.1,0.096,-0.217,0.528,0.016,0.981,-0.485
P-000403,2025-08-01,8,-0.055,-0.1,-0.1,-0.078,0.291,0.139,0.653,-0.695
P-000403,2025-09-01,9,-0.105,-0.1,-0.124,0.48,0.504,0.09,0.914,-0.627
P-000403,2025-10-01,10,-0.039,-0.1,0.195,-0.392,0.399,-0.144,0.913,-0.601
P-000403,2025-11-01,11,-0.075,-0.1,0.074,-0.192,0.412,-0.026,0.953,-0.694
P-000403,2025-12-01,12,-0.0,-0.1,-0.773,0.739,0.177,0.327,0.024,0.24
P-000404,2025-01-01,1,-0.0,-0.1,-0.391,0.017,0.13,-0.099,-0.063,0.077
P-000404,2025-02-01,2,-0.0,0.2,0.067,0.142,0.058,-0.106,0.059,0.272
P-000404,2025-03-01,3,-0.164,-0.1,-0.055,-0.045,0.102,0.013,-0.068,-0.029
P-000404,2025-04-01,4,-0.052,-0.1,0.262,-0.199,0.171,-0.052,-0.009,0.188
P-000404,2025-05-01,5,-0.0,-0.1,0.177,-0.01,0.145,-0.114,-0.18,-0.014
P-000404,2025-06-01,6,-0.051,-0.1,-0.306,0.269,0.182,0.071,-0.195,0.291
P-000404,2025-07-01,7,-0.051,0.2,0.456,-0.164,0.122,-0.017,-0.002,0.0
P-000404,2025-08-01,8,-0.071,-0.1,-0.076,0.085,0.118,0.014,-0.171,0.237
P-000404,2025-09-01,9,-0.0,0.2,-0.234,-0.035,0.218,-0.064,0.129,0.247
P-000404,2025-10-01,10,-0.031,-0.1,0.023,-0.119,0.044,-0.116,-0.047,0.076
P-000404,2025-11-01,11,-0.0,0.2,0.147,0.085,0.076,0.044,0.089,0.221
P-000404,2025-12-01,12,-0.037,-0.1,-0.439,-0.123,0.11,-0.107,0.086,0.294
P-000405,2025-01-01,1,-0.0,0.2,-0.343,-0.095,0.191,-0.078,-0.078,0.317
P-000405,2025-02-01,2,-0.0,-0.1,0.051,-0.099,0.16,0.002,0.105,0.359
P-000405,2025-03-01,3,-0.078,0.2,-0.339,0.267,0.03,-0.029,-0.04,0.184
P-000405,2025-04-01,4,-0.1,-0.1,4.086,-0.087,0.572,-0.05,0.785,-0.758
P-000405,2025-05-01,5,-0.0,-0.1,0.011,-0.047,0.328,-0.149,0.634,-0.587
P-000405,2025-06-01,6,-0.0,-0.1,0.059,0.043,0.358,0.004,0.579,-0.418
P-000405,2025-07-01,7,-0.124,-0.1,-0.138,-0.251,0.342,-0.043,0.76,-0.344
P-000405,2025-08-01,8,-0.0,-0.1,0.051,-0.088,0.386,-0.119,0.747,-0.317
P-000405,2025-09-01,9,-0.0,0.2,-0.463,0.358,0.28,0.1,0.221,-0.013
P-000405,2025-10-01,10,-0.057,-0.1,-0.498,-0.099,0.112,-0.171,-0.011,0.241
P-000405,2025-11-01,11,-0.0,0.2,0.179,0.132,0.14,0.11,-0.043,0.215
P-000405,2025-12-01,12,-0.0,-0.1,-0.414,0.074,0.175,-0.082,0.016,0.082
P-000406,2025-01-01,1,-0.0,-0.1,-0.174,-0.232,0.071,-0.207,-0.133,0.135
P-000406,2025-02-01,2,-0.0,0.2,-0.124,0.2,0.161,-0.186,0.132,0.23
P-000406,2025-03-01,3,-0.168,-0.1,2.505,-0.106,0.588,-0.065,0.865,-0.355
P-000406,2025-04-01,4,-0.0,-0.1,0.206,-0.133,0.428,-0.153,0.786,-0.568
P-000406,2025-05-01,5,-0.004,-0.1,-0.213,0.09,0.394,-0.117,0.717,-0.755
P-000406,2025-06-01,6,-0.016,-0.1,0.116,-0.026,0.409,0.067,0.763,-0.592
P-000406,2025-07-01,7,-0.061,-0.1,0.062,-0.011,0.307,0.009,0.632,-0.911
P-000406,2025-08-01,8,-0.0,-0.1,-0.205,0.087,0.375,0.113,0.576,-0.558
P-000406,2025-09-01,9,-0.0,-0.1,0.198,-0.481,0.353,-0.132,0.727,-0.374
P-000406,2025-10-01,10,-0.0,-0.1,-0.778,1.38,0.232,0.337,0.084,0.283
P-000406,2025-11-01,11,-0.0,0.2,0.431,-0.467,0.166,-0.336,-0.037,0.456
P-000406,2025-12-01,12,-0.046,-0.1,-0.21,0.462,0.087,0.14,0.119,0.111
P-000407,2025-01-01,1,-0.066,0.2,0.256,-0.331,0.116,0.115,-0.111,0.042
P-000407,2025-02-01,2,-0.0,-0.1,-0.574,0.599,0.193,0.125,0.075,0.22
P-000407,2025-03-01,3,-0.0,0.2,0.326,-0.18,0.071,-0.041,-0.003,0.407
P-000407,2025-04-01,4,-0.133,-0.1,3.212,-0.217,0.588,-0.01,0.84,-0.427
P-000407,2025-05-01,5,-0.137,-0.1,-0.139,-0.14,0.437,-0.187,0.781,-0.437
P-000407,2025-06-01,6,-0.0,-0.1,-0.108,0.249,0.334,0.128,0.777,-0.357
P-000407,2025-07-01,7,-0.012,-0.1,0.297,-0.563,0.461,-0.165,0.999,-0.42
P-000407,2025-08-01,8,-0.021,0.2,-0.082,0.724,0.396,0.22,0.807,-0.395
P-000407,2025-09-01,9,-0.0,-0.1,-0.838,0.266,0.286,0.036,-0.199,0.265
P-000407,2025-10-01,10,-0.0,-0.1,0.862,0.157,0.098,0.156,-0.121,0.187
P-000407,2025-11-01,11,-0.141,0.2,-0.108,-0.157,0.174,0.011,0.037,0.221
P-000407,2025-12-01,12,-0.013,-0.1,-0.075,0.261,0.089,0.188,-0.1,0.349
P-000408,2025-01-01,1,-0.0,-0.1,-0.602,-0.288,0.194,-0.035,-0.104,0.124
P-000408,2025-02-01,2,-0.043,-0.1,4.805,0.321,0.457,-0.102,0.472,-0.769
P-000408,2025-03-01,3,-0.001,-0.1,0.187,-0.216,0.461,0.038,0.848,-0.522
P-000408,2025-04-01,4,-0.089,0.2,0.048,0.057,0.501,0.164,0.994,-0.801
P-000408,2025-05-01,5,-0.041,-0.1,0.029,-0.092,0.381,-0.223,0.72,-0.594
P-000408,2025-06-01,6,-0.09,0.2,-0.798,0.188,0.22,0.095,0.005,0.094
P-000408,2025-07-01,7,-0.0,-0.1,0.066,-0.026,0.236,0.101,-0.205,0.311
P-000408,2025-08-01,8,-0.186,0.2,0.584,0.236,0.142,0.173,0.099,0.137
P-000408,2025-09-01,9,-0.0,-0.1,-0.295,0.057,0.176,-0.1,-0.099,0.289
P-000408,2025-10-01,10,-0.045,0.2,0.078,-0.052,0.121,-0.063,-0.177,0.215
P-000408,2025-11-01,11,-0.014,-0.1,0.265,0.0,0.073,-0.242,0.119,-0.074
P-000408,2025-12-01,12,-0.0,0.2,-0.533,0.213,0.083,0.093,0.074,0.299
P-000409,2025-01-01,1,-0.001,-0.1,-0.256,0.079,0.051,-0.033,0.013,0.313
P-000409,2025-02-01,2,-0.073,-0.1,-0.554,0.014,0.044,-0.064,0.002,0.348
P-000409,2025-03-01,3,-0.0,-0.1,1.963,-0.03,0.199,-0.035,0.065,-0.018
P-000409,2025-04-01,4,-0.05,-0.1,0.772,-0.146,0.345,-0.061,0.439,-0.43
P-000409,2025-05-01,5,-0.043,0.2,0.275,-0.066,0.302,0.069,0.547,-0.825
P-000409,2025-06-01,6,-0.012,-0.1,-0.703,0.204,0.192,-0.03,0.193,0.383
P-000409,2025-07-01,7,-0.029,0.2,0.356,0.017,0.094,0.202,-0.106,0.024
P-000409,2025-08-01,8,-0.0,-0.1,-0.097,0.058,0.133,0.222,0.037,0.211
P-000409,2025-09-01,9,-0.036,-0.1,-0.046,-0.138,0.224,-0.151,0.172,-0.14
P-000409,2025-10-01,10,-0.033,-0.1,-0.223,0.103,0.118,0.047,-0.12,0.111
P-000409,2025-11-01,11,-0.055,0.2,0.275,-0.148,0.044,0.381,0.101,0.089
P-000409,2025-12-01,12,-0.075,-0.1,-0.182,0.309,0.169,0.055,-0.041,0.198
P-000410,2025-01-01,1,-0.0,-0.1,-0.474,-0.06,0.168,0.021,0.047,0.051
P-000410,2025-02-01,2,-0.0,-0.1,0.343,0.071,0.11,0.009,-0.014,0.142
P-000410,2025-03-01,3,-0.0,-0.1,0.104,0.061,0.13,0.047,0.02,0.224
P-000410,2025-04-01,4,-0.148,0.2,2.208,-0.13,0.483,-0.117,0.724,-0.417
P-000410,2025-05-01,5,-0.08,-0.1,0.02,-0.274,0.351,-0.17,0.763,-0.543
P-000410,2025-06-01,6,-0.0,-0.1,0.088,-0.148,0.326,-0.162,0.571,-0.541
P-000410,2025-07-01,7,-0.085,-0.1,-0.158,0.104,0.342,0.172,0.689,-0.308
P-000410,2025-08-01,8,-0.0,-0.1,0.219,-0.013,0.284,-0.23,0.619,-0.676
P-000410,2025-09-01,9,-0.02,-0.1,-0.145,0.135,0.33,0.023,0.618,-0.36
P-000410,2025-10-01,10,-0.0,-0.1,0.027,0.152,0.47,0.024,0.9,-0.575
P-000410,2025-11-01,11,-0.032,-0.1,0.225,-0.241,0.363,0.017,0.727,-0.727
P-000410,2025-12-01,12,-0.0,-0.1,-0.702,0.472,0.202,0.201,-0.016,0.214
P-000411,2025-01-01,1,-0.078,-0.1,-0.095,-0.19,0.16,0.075,0.077,0.286
P-000411,2025-02-01,2,-0.172,-0.1,1.939,0.167,0.532,0.128,0.868,-0.591
P-000411,2025-03-01,3,-0.0,-0.1,-0.011,-0.157,0.363,0.095,0.668,-0.569
P-000411,2025-04-01,4,-0.123,-0.1,0.143,-0.353,0.386,0.037,0.823,-0.575
P-000411,2025-05-01,5,-0.0,-0.1,-0.211,0.384,0.285,-0.049,0.583,-0.729
P-000411,2025-06-01,6,-0.0,0.2,-0.759,0.363,0.286,0.061,-0.107,0.321
P-000411,2025-07-01,7,-0.041,-0.1,-0.435,0.077,0.201,-0.102,-0.104,0.11
P-000411,2025-08-01,8,-0.013,-0.1,2.017,-0.103,0.117,0.049,-0.028,0.097
P-000411,2025-09-01,9,-0.002,0.2,-0.217,0.142,0.051,0.067,-0.124,0.208
P-000411,2025-10-01,10,-0.022,-0.1,-0.299,-0.089,0.15,-0.13,-0.101,0.043
P-000411,2025-11-01,11,-0.0,-0.1,0.515,0.157,0.168,0.014,0.086,0.015
P-000411,2025-12-01,12,-0.0,-0.1,-0.07,-0.337,0.049,0.077,0.069,0.052
P-000412,2025-01-01,1,-0.0,-0.1,-0.197,0.018,0.168,-0.091,-0.134,0.253
P-000412,2025-02-01,2,-0.0,-0.1,-0.178,-0.014,0.1,-0.069,0.06,0.151
P-000412,2025-03-01,3,-0.0,-0.1,2.777,-0.09,0.502,-0.049,0.531,-0.507
P-000412,2025-04-01,4,-0.091,-0.1,0.018,-0.326,0.412,0.08,0.683,-0.417
P-000412,2025-05-01,5,-0.074,-0.1,-0.113,0.108,0.474,0.131,0.791,-0.635
P-000412,2025-06-01,6,-0.069,0.2,-0.135,0.19,0.255,0.162,0.58,-0.556
P-000412,2025-07-01,7,-0.055,-0.1,0.236,-0.105,0.386,-0.007,0.593,-0.639
P-000412,2025-08-01,8,-0.013,-0.1,0.245,-0.019,0.518,-0.107,0.947,-0.473
P-000412,2025-09-01,9,-0.04,-0.1,-0.219,-0.032,0.307,-0.029,0.67,-0.798
P-000412,2025-10-01,10,-0.0,-0.1,-0.637,0.269,0.248,0.145,0.012,0.174
P-000412,2025-11-01,11,-0.171,-0.1,0.06,-0.245,0.067,-0.09,-0.004,0.076
P-000412,2025-12-01,12,-0.0,-0.1,-0.036,0.244,0.125,0.08,0.136,0.129
P-000413,2025-01-01,1,-0.011,-0.1,-0.381,0.158,0.127,-0.043,0.049,0.389
P-000413,2025-02-01,2,-0.0,0.2,0.236,-0.088,0.05,-0.05,-0.025,0.058
P-000413,2025-03-01,3,-0.0,-0.1,0.078,-0.29,0.117,-0.067,-0.07,0.293
P-000413,2025-04-01,4,-0.043,-0.1,1.404,0.076,0.344,-0.14,0.447,-0.474
P-000413,2025-05-01,5,-0.0,0.2,-0.7,0.244,0.169,0.17,0.02,0.017
P-000413,2025-06-01,6,-0.009,-0.1,0.215,-0.126,0.098,-0.252,-0.091,0.18
P-000413,2025-07-01,7,-0.024,0.2,0.042,0.195,0.075,0.03,-0.097,0.335
P-000413,2025-08-01,8,-0.0,-0.1,-0.248,-0.066,0.13,0.019,0.125,0.032
P-000413,2025-09-01,9,-0.0,-0.1,0.106,-0.044,0.068,-0.028,-0.025,0.232
P-000413,2025-10-01,10,-0.0,-0.1,0.256,0.118,0.052,-0.059,-0.042,-0.005
P-000413,2025-11-01,11,-0.0,-0.1,0.018,0.151,0.05,-0.17,0.015,0.13
P-000413,2025-12-01,12,-0.0,0.2,-0.242,-0.264,0.101,0.008,0.154,0.409
P-000414,2025-01-01,1,-0.077,-0.1,-0.356,-0.035,0.169,-0.024,-0.066,0.279
P-000414,2025-02-01,2,-0.057,0.2,0.073,0.065,0.102,0.189,0.07,0.222
P-000414,2025-03-01,3,-0.0,-0.1,0.078,-0.067,0.04,-0.021,-0.005,0.111
P-000414,2025-04-01,4,-0.114,-0.1,1.342,0.304,0.348,0.136,0.36,-0.422
P-000414,2025-05-01,5,-0.0,-0.1,-0.551,-0.294,0.228,-0.044,0.03,0.104
P-000414,2025-06-01,6,-0.0,-0.1,0.43,-0.109,0.131,-0.008,0.04,0.026
P-000414,2025-07-01,7,-0.0,-0.1,-0.34,0.369,0.122,-0.008,-0.182,0.191
P-000414,2025-08-01,8,-0.093,-0.1,-0.155,-0.072,0.211,0.086,-0.169,0.222
P-000414,2025-09-01,9,-0.0,-0.1,0.126,-0.132,0.096,-0.038,-0.035,0.126
P-000414,2025-10-01,10,-0.0,-0.1,-0.081,0.19,0.151,0.022,-0.013,0.073
P-000414,2025-11-01,11,-0.0,-0.1,-0.098,-0.004,0.068,-0.004,0.06,0.236
P-000414,2025-12-01,12,-0.038,-0.1,0.462,-0.265,0.041,-0.002,-0.011,0.231
P-000415,2025-01-01,1,-0.046,-0.1,-0.272,-0.078,0.148,0.004,-0.018,0.141
P-000415,2025-02-01,2,-0.0,-0.1,0.259,0.141,0.039,-0.038,-0.012,0.072
P-000415,2025-03-01,3,-0.0,-0.1,-0.138,-0.105,0.15,-0.046,0.191,0.062
P-000415,2025-04-01,4,-0.0,0.2,2.903,-0.205,0.48,-0.119,0.791,-0.746
P-000415,2025-05-01,5,-0.0,-0.1,-0.08,-0.128,0.399,-0.038,0.827,-0.689
P-000415,2025-06-01,6,-0.0,-0.1,-0.035,-0.186,0.321,-0.074,0.757,-0.547
P-000415,2025-07-01,7,-0.113,-0.1,0.068,0.099,0.424,0.011,0.754,-0.618
P-000415,2025-08-01,8,-0.0,-0.1,-0.093,-0.415,0.399,-0.334,0.827,-0.719
P-000415,2025-09-01,9,-0.082,-0.1,0.119,-0.268,0.432,-0.102,0.849,-0.644
P-000415,2025-10-01,10,-0.0,0.2,-0.029,0.117,0.374,0.149,0.849,-0.545
P-000415,2025-11-01,11,-0.0,-0.1,-0.007,-0.105,0.543,-0.179,1.042,-0.607
P-000415,2025-12-01,12,-0.0,-0.1,-0.74,0.542,0.232,0.186,-0.102,0.177
P-000416,2025-01-01,1,-0.002,-0.1,-0.244,-0.06,0.09,0.019,-0.153,0.022
P-000416,2025-02-01,2,-0.107,-0.1,-0.15,0.092,0.112,-0.151,-0.096,0.191
P-000416,2025-03-01,3,-0.0,0.2,-0.111,0.029,0.142,-0.034,-0.106,0.39
P-000416,2025-04-01,4,-0.0,-0.1,2.971,-0.148,0.418,-0.047,0.763,-0.628
P-000416,2025-05-01,5,-0.0,-0.1,-0.675,-0.055,0.261,0.015,0.103,0.193
P-000416,2025-06-01,6,-0.0,0.2,0.163,0.184,0.084,-0.1,0.103,0.129
P-000416,2025-07-01,7,-0.0,-0.1,-0.135,0.212,0.196,0.242,-0.124,0.083
P-000416,2025-08-01,8,-0.027,0.2,-0.353,-0.239,0.078,-0.157,-0.03,0.271
P-000416,2025-09-01,9,-0.0,-0.1,0.513,0.034,0.248,0.087,-0.191,0.24
P-000416,2025-10-01,10,-0.014,0.2,-0.222,0.17,0.102,-0.013,-0.048,0.297
P-000416,2025-11-01,11,-0.0,-0.1,0.333,-0.21,0.045,-0.259,-0.029,0.082
P-000416,2025-12-01,12,-0.036,0.2,0.059,-0.145,0.089,-0.015,-0.158,0.148
P-000417,2025-01-01,1,-0.094,-0.1,-0.416,0.0,0.128,0.129,-0.103,0.147
P-000417,2025-02-01,2,-0.0,-0.1,0.156,-0.109,0.154,-0.068,0.069,0.38
P-000417,2025-03-01,3,-0.0,-0.1,-0.382,-0.198,0.179,-0.049,0.107,0.174
P-000417,2025-04-01,4,-0.0,-0.1,4.222,0.039,0.502,0.114,0.576,-0.623
P-000417,2025-05-01,5,-0.054,0.2,-0.67,0.174,0.181,-0.08,-0.058,0.397
P-000417,2025-06-01,6,-0.185,-0.1,-0.442,0.289,0.181,0.171,-0.161,0.181
P-000417,2025-07-01,7,-0.0,-0.1,0.662,-0.126,0.076,-0.144,-0.103,0.231
P-000417,2025-08-01,8,-0.02,0.2,0.061,-0.002,0.155,0.089,0.058,0.131
P-000417,2025-09-01,9,-0.0,-0.1,-0.023,0.057,0.122,-0.068,-0.006,0.331
P-000417,2025-10-01,10,-0.0,-0.1,0.027,0.168,0.177,0.001,-0.182,0.226
P-000417,2025-11-01,11,-0.018,-0.1,-0.109,-0.107,0.182,-0.189,0.126,0.178
