personnel_id,deployment_id,month_idx,date,start_date,end_date,deployment_duration_days,deployment_type,operational_intensity,hardship_level,recovery_required,location_category
P-000337,DEP-0001099,9,2025-09-01,2025-09-02,2025-09-24,22,High Tempo,4,4,True,High Altitude/Extreme
P-000337,DEP-0001100,10,2025-10-01,2025-10-05,2025-10-26,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000337,DEP-0001101,11,2025-11-01,2025-11-04,2025-11-27,23,High Tempo,5,5,True,High Altitude/Extreme
P-000338,DEP-0001102,3,2025-03-01,2025-03-04,2025-03-27,23,Extended,3,5,True,High Altitude/Extreme
P-000338,DEP-0001103,4,2025-04-01,2025-04-04,2025-04-23,19,Extended,3,4,True,Remote/Difficult Terrain
P-000338,DEP-0001104,5,2025-05-01,2025-05-05,2025-05-23,18,Extended,3,4,True,Remote/Difficult Terrain
P-000338,DEP-0001105,6,2025-06-01,2025-06-05,2025-06-27,22,Extended,4,4,True,Remote/Difficult Terrain
P-000338,DEP-0001106,7,2025-07-01,2025-07-04,2025-07-25,21,Extended,3,4,True,High Altitude/Extreme
P-000338,DEP-0001107,8,2025-08-01,2025-08-05,2025-08-24,19,Extended,4,4,True,High Altitude/Extreme
P-000338,DEP-0001108,9,2025-09-01,2025-09-05,2025-09-24,19,Extended,3,5,True,Remote/Difficult Terrain
P-000339,DEP-0001109,5,2025-05-01,2025-05-03,2025-05-28,25,Routine,2,1,False,Urban Base
P-000340,DEP-0001110,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,3,2,False,Semi-Urban Outpost
P-000342,DEP-0001111,4,2025-04-01,2025-04-04,2025-04-25,21,Routine,3,2,False,Urban Base
P-000343,DEP-0001112,4,2025-04-01,2025-04-02,2025-04-23,21,Routine,2,1,False,Urban Base
P-000344,DEP-0001113,4,2025-04-01,2025-04-02,2025-04-28,26,Routine,2,2,False,Urban Base
P-000345,DEP-0001114,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,3,2,False,Urban Base
P-000346,DEP-0001115,4,2025-04-01,2025-04-04,2025-04-25,21,High Tempo,3,4,True,Remote/Difficult Terrain
P-000346,DEP-0001116,5,2025-05-01,2025-05-04,2025-05-26,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000346,DEP-0001117,6,2025-06-01,2025-06-04,2025-06-28,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000346,DEP-0001118,7,2025-07-01,2025-07-04,2025-07-26,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000346,DEP-0001119,8,2025-08-01,2025-08-05,2025-08-27,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000347,DEP-0001120,4,2025-04-01,2025-04-02,2025-04-26,24,High Tempo,4,3,True,Semi-Urban Outpost
P-000347,DEP-0001121,5,2025-05-01,2025-05-03,2025-05-27,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000347,DEP-0001122,6,2025-06-01,2025-06-02,2025-06-26,24,High Tempo,3,3,False,Semi-Urban Outpost
P-000347,DEP-0001123,7,2025-07-01,2025-07-05,2025-07-28,23,High Tempo,3,4,True,Semi-Urban Outpost
P-000347,DEP-0001124,8,2025-08-01,2025-08-02,2025-08-23,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000349,DEP-0001125,4,2025-04-01,2025-04-04,2025-04-27,23,Routine,3,2,False,Semi-Urban Outpost
P-000350,DEP-0001126,4,2025-04-01,2025-04-03,2025-04-25,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000350,DEP-0001127,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,4,3,True,Remote/Difficult Terrain
P-000350,DEP-0001128,6,2025-06-01,2025-06-03,2025-06-28,25,High Tempo,3,4,True,Remote/Difficult Terrain
P-000350,DEP-0001129,7,2025-07-01,2025-07-03,2025-07-26,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000350,DEP-0001130,8,2025-08-01,2025-08-02,2025-08-25,23,High Tempo,3,3,False,Remote/Difficult Terrain
P-000351,DEP-0001131,4,2025-04-01,2025-04-02,2025-04-27,25,High Tempo,4,4,True,Semi-Urban Outpost
P-000351,DEP-0001132,5,2025-05-01,2025-05-05,2025-05-27,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000351,DEP-0001133,6,2025-06-01,2025-06-05,2025-06-27,22,High Tempo,4,4,True,Semi-Urban Outpost
P-000351,DEP-0001134,7,2025-07-01,2025-07-03,2025-07-25,22,High Tempo,3,4,True,Remote/Difficult Terrain
P-000351,DEP-0001135,8,2025-08-01,2025-08-05,2025-08-24,19,High Tempo,4,4,True,Semi-Urban Outpost
P-000352,DEP-0001136,4,2025-04-01,2025-04-04,2025-04-24,20,Extended,5,4,True,Remote/Difficult Terrain
P-000352,DEP-0001137,5,2025-05-01,2025-05-03,2025-05-28,25,High Tempo,4,5,True,High Altitude/Extreme
P-000352,DEP-0001138,6,2025-06-01,2025-06-03,2025-06-28,25,Extended,5,4,True,High Altitude/Extreme
P-000352,DEP-0001139,7,2025-07-01,2025-07-02,2025-07-24,22,Extended,5,4,True,Remote/Difficult Terrain
P-000352,DEP-0001140,8,2025-08-01,2025-08-03,2025-08-25,22,High Tempo,5,5,True,Remote/Difficult Terrain
P-000352,DEP-0001141,9,2025-09-01,2025-09-05,2025-09-28,23,Extended,5,4,True,Remote/Difficult Terrain
P-000352,DEP-0001142,10,2025-10-01,2025-10-04,2025-10-23,19,Extended,4,4,True,High Altitude/Extreme
P-000352,DEP-0001143,11,2025-11-01,2025-11-02,2025-11-25,23,High Tempo,5,4,True,High Altitude/Extreme
P-000353,DEP-0001144,3,2025-03-01,2025-03-04,2025-03-25,21,Extended,3,4,True,Remote/Difficult Terrain
P-000353,DEP-0001145,4,2025-04-01,2025-04-02,2025-04-24,22,Extended,3,4,True,High Altitude/Extreme
P-000353,DEP-0001146,5,2025-05-01,2025-05-05,2025-05-23,18,Extended,4,5,True,High Altitude/Extreme
P-000353,DEP-0001147,6,2025-06-01,2025-06-03,2025-06-28,25,Extended,4,4,True,High Altitude/Extreme
P-000353,DEP-0001148,7,2025-07-01,2025-07-02,2025-07-27,25,Extended,3,4,True,High Altitude/Extreme
P-000353,DEP-0001149,8,2025-08-01,2025-08-05,2025-08-24,19,Extended,3,5,True,High Altitude/Extreme
P-000353,DEP-0001150,9,2025-09-01,2025-09-02,2025-09-25,23,Extended,3,5,True,Remote/Difficult Terrain
P-000354,DEP-0001151,4,2025-04-01,2025-04-03,2025-04-28,25,Routine,3,2,False,Semi-Urban Outpost
P-000356,DEP-0001152,4,2025-04-01,2025-04-02,2025-04-28,26,High Tempo,4,4,True,Remote/Difficult Terrain
P-000356,DEP-0001153,5,2025-05-01,2025-05-04,2025-05-24,20,High Tempo,4,4,True,Semi-Urban Outpost
P-000356,DEP-0001154,6,2025-06-01,2025-06-02,2025-06-26,24,High Tempo,4,3,True,Semi-Urban Outpost
P-000356,DEP-0001155,7,2025-07-01,2025-07-03,2025-07-26,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000356,DEP-0001156,8,2025-08-01,2025-08-02,2025-08-26,24,High Tempo,4,4,True,Semi-Urban Outpost
P-000357,DEP-0001157,4,2025-04-01,2025-04-02,2025-04-27,25,Routine,3,2,False,Urban Base
P-000358,DEP-0001158,4,2025-04-01,2025-04-03,2025-04-28,25,High Tempo,3,4,True,Semi-Urban Outpost
P-000358,DEP-0001159,5,2025-05-01,2025-05-03,2025-05-26,23,High Tempo,3,3,False,Remote/Difficult Terrain
P-000358,DEP-0001160,6,2025-06-01,2025-06-05,2025-06-24,19,High Tempo,3,3,False,Semi-Urban Outpost
P-000358,DEP-0001161,7,2025-07-01,2025-07-05,2025-07-28,23,High Tempo,3,4,True,Remote/Difficult Terrain
P-000358,DEP-0001162,8,2025-08-01,2025-08-02,2025-08-25,23,High Tempo,3,4,True,Remote/Difficult Terrain
P-000359,DEP-0001163,2,2025-02-01,2025-02-05,2025-02-27,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000359,DEP-0001164,3,2025-03-01,2025-03-05,2025-03-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000359,DEP-0001165,4,2025-04-01,2025-04-04,2025-04-25,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000359,DEP-0001166,5,2025-05-01,2025-05-05,2025-05-25,20,High Tempo,4,4,True,Remote/Difficult Terrain
P-000360,DEP-0001167,4,2025-04-01,2025-04-02,2025-04-24,22,High Tempo,3,3,False,Remote/Difficult Terrain
P-000360,DEP-0001168,5,2025-05-01,2025-05-04,2025-05-27,23,High Tempo,3,4,True,Semi-Urban Outpost
P-000360,DEP-0001169,6,2025-06-01,2025-06-03,2025-06-28,25,High Tempo,4,4,True,Remote/Difficult Terrain
P-000360,DEP-0001170,7,2025-07-01,2025-07-05,2025-07-28,23,High Tempo,4,3,True,Remote/Difficult Terrain
P-000360,DEP-0001171,8,2025-08-01,2025-08-03,2025-08-23,20,High Tempo,3,4,True,Remote/Difficult Terrain
P-000361,DEP-0001172,5,2025-05-01,2025-05-02,2025-05-25,23,Routine,2,2,False,Semi-Urban Outpost
P-000362,DEP-0001173,4,2025-04-01,2025-04-03,2025-04-24,21,High Tempo,3,4,True,Remote/Difficult Terrain
P-000362,DEP-0001174,5,2025-05-01,2025-05-05,2025-05-23,18,High Tempo,3,3,False,Semi-Urban Outpost
P-000362,DEP-0001175,6,2025-06-01,2025-06-02,2025-06-25,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000362,DEP-0001176,7,2025-07-01,2025-07-05,2025-07-27,22,High Tempo,3,4,True,Remote/Difficult Terrain
P-000362,DEP-0001177,8,2025-08-01,2025-08-04,2025-08-25,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000364,DEP-0001178,4,2025-04-01,2025-04-04,2025-04-24,20,High Tempo,3,4,True,Remote/Difficult Terrain
P-000364,DEP-0001179,5,2025-05-01,2025-05-02,2025-05-24,22,High Tempo,3,4,True,Semi-Urban Outpost
P-000364,DEP-0001180,6,2025-06-01,2025-06-05,2025-06-27,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000364,DEP-0001181,7,2025-07-01,2025-07-02,2025-07-28,26,High Tempo,3,3,False,Semi-Urban Outpost
P-000364,DEP-0001182,8,2025-08-01,2025-08-04,2025-08-28,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000365,DEP-0001183,2,2025-02-01,2025-02-04,2025-02-27,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000365,DEP-0001184,3,2025-03-01,2025-03-03,2025-03-23,20,High Tempo,4,4,True,Remote/Difficult Terrain
P-000365,DEP-0001185,4,2025-04-01,2025-04-02,2025-04-24,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000365,DEP-0001186,5,2025-05-01,2025-05-02,2025-05-23,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000367,DEP-0001187,6,2025-06-01,2025-06-04,2025-06-26,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000367,DEP-0001188,7,2025-07-01,2025-07-02,2025-07-27,25,High Tempo,4,3,True,Semi-Urban Outpost
P-000368,DEP-0001189,2,2025-02-01,2025-02-05,2025-02-27,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000368,DEP-0001190,3,2025-03-01,2025-03-05,2025-03-28,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000368,DEP-0001191,4,2025-04-01,2025-04-03,2025-04-27,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000368,DEP-0001192,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000369,DEP-0001193,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,2,1,False,Semi-Urban Outpost
P-000370,DEP-0001194,5,2025-05-01,2025-05-05,2025-05-23,18,Routine,3,2,False,Semi-Urban Outpost
P-000374,DEP-0001195,3,2025-03-01,2025-03-02,2025-03-23,21,Extended,3,4,True,High Altitude/Extreme
P-000374,DEP-0001196,4,2025-04-01,2025-04-03,2025-04-24,21,Extended,4,5,True,Remote/Difficult Terrain
P-000374,DEP-0001197,5,2025-05-01,2025-05-04,2025-05-28,24,Extended,4,5,True,Remote/Difficult Terrain
P-000374,DEP-0001198,6,2025-06-01,2025-06-05,2025-06-28,23,Extended,3,5,True,Remote/Difficult Terrain
P-000374,DEP-0001199,7,2025-07-01,2025-07-05,2025-07-24,19,Extended,4,5,True,Remote/Difficult Terrain
P-000374,DEP-0001200,8,2025-08-01,2025-08-03,2025-08-23,20,Extended,3,5,True,High Altitude/Extreme
P-000374,DEP-0001201,9,2025-09-01,2025-09-05,2025-09-25,20,Extended,3,4,True,Remote/Difficult Terrain
P-000376,DEP-0001202,4,2025-04-01,2025-04-04,2025-04-25,21,Routine,2,1,False,Semi-Urban Outpost
P-000377,DEP-0001203,4,2025-04-01,2025-04-03,2025-04-28,25,High Tempo,4,5,True,High Altitude/Extreme
P-000377,DEP-0001204,5,2025-05-01,2025-05-05,2025-05-27,22,High Tempo,5,5,True,Remote/Difficult Terrain
P-000377,DEP-0001205,6,2025-06-01,2025-06-02,2025-06-27,25,Extended,5,5,True,High Altitude/Extreme
P-000377,DEP-0001206,7,2025-07-01,2025-07-04,2025-07-25,21,High Tempo,5,5,True,High Altitude/Extreme
P-000377,DEP-0001207,8,2025-08-01,2025-08-03,2025-08-25,22,Extended,4,5,True,High Altitude/Extreme
P-000377,DEP-0001208,9,2025-09-01,2025-09-05,2025-09-23,18,High Tempo,5,4,True,High Altitude/Extreme
P-000377,DEP-0001209,10,2025-10-01,2025-10-05,2025-10-24,19,Extended,4,4,True,High Altitude/Extreme
P-000377,DEP-0001210,11,2025-11-01,2025-11-03,2025-11-26,23,Extended,5,5,True,High Altitude/Extreme
P-000378,DEP-0001211,4,2025-04-01,2025-04-04,2025-04-26,22,Routine,2,1,False,Semi-Urban Outpost
P-000379,DEP-0001212,4,2025-04-01,2025-04-05,2025-04-24,19,Extended,5,4,True,Remote/Difficult Terrain
P-000379,DEP-0001213,5,2025-05-01,2025-05-02,2025-05-26,24,Extended,4,5,True,Remote/Difficult Terrain
P-000379,DEP-0001214,6,2025-06-01,2025-06-04,2025-06-25,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000379,DEP-0001215,7,2025-07-01,2025-07-03,2025-07-28,25,Extended,4,5,True,Remote/Difficult Terrain
P-000379,DEP-0001216,8,2025-08-01,2025-08-03,2025-08-28,25,High Tempo,5,4,True,Remote/Difficult Terrain
P-000379,DEP-0001217,9,2025-09-01,2025-09-03,2025-09-24,21,High Tempo,5,4,True,Remote/Difficult Terrain
P-000379,DEP-0001218,10,2025-10-01,2025-10-05,2025-10-27,22,High Tempo,4,5,True,Remote/Difficult Terrain
P-000379,DEP-0001219,11,2025-11-01,2025-11-05,2025-11-27,22,Extended,5,4,True,Remote/Difficult Terrain
P-000380,DEP-0001220,5,2025-05-01,2025-05-02,2025-05-27,25,Routine,2,2,False,Urban Base
P-000381,DEP-0001221,4,2025-04-01,2025-04-02,2025-04-26,24,Routine,2,2,False,Urban Base
P-000381,DEP-0001222,5,2025-05-01,2025-05-02,2025-05-25,23,Routine,3,2,False,Urban Base
P-000382,DEP-0001223,3,2025-03-01,2025-03-03,2025-03-24,21,Extended,3,5,True,High Altitude/Extreme
P-000382,DEP-0001224,4,2025-04-01,2025-04-04,2025-04-23,19,Extended,3,5,True,Remote/Difficult Terrain
P-000382,DEP-0001225,5,2025-05-01,2025-05-02,2025-05-25,23,Extended,3,5,True,Remote/Difficult Terrain
P-000382,DEP-0001226,6,2025-06-01,2025-06-02,2025-06-28,26,Extended,4,5,True,High Altitude/Extreme
P-000382,DEP-0001227,7,2025-07-01,2025-07-03,2025-07-24,21,Extended,3,4,True,High Altitude/Extreme
P-000382,DEP-0001228,8,2025-08-01,2025-08-05,2025-08-24,19,Extended,4,5,True,High Altitude/Extreme
P-000382,DEP-0001229,9,2025-09-01,2025-09-02,2025-09-28,26,Extended,4,5,True,High Altitude/Extreme
P-000383,DEP-0001230,4,2025-04-01,2025-04-04,2025-04-28,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000383,DEP-0001231,5,2025-05-01,2025-05-05,2025-05-27,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000383,DEP-0001232,6,2025-06-01,2025-06-05,2025-06-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000383,DEP-0001233,7,2025-07-01,2025-07-05,2025-07-27,22,High Tempo,3,4,True,Semi-Urban Outpost
P-000383,DEP-0001234,8,2025-08-01,2025-08-05,2025-08-26,21,High Tempo,3,3,False,Remote/Difficult Terrain
P-000384,DEP-0001235,2,2025-02-01,2025-02-02,2025-02-25,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000384,DEP-0001236,3,2025-03-01,2025-03-02,2025-03-26,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000384,DEP-0001237,4,2025-04-01,2025-04-05,2025-04-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000384,DEP-0001238,5,2025-05-01,2025-05-02,2025-05-24,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000385,DEP-0001239,3,2025-03-01,2025-03-03,2025-03-25,22,Extended,4,4,True,High Altitude/Extreme
P-000385,DEP-0001240,4,2025-04-01,2025-04-02,2025-04-26,24,Extended,4,4,True,Remote/Difficult Terrain
P-000385,DEP-0001241,5,2025-05-01,2025-05-03,2025-05-28,25,Extended,4,4,True,High Altitude/Extreme
P-000385,DEP-0001242,6,2025-06-01,2025-06-02,2025-06-23,21,Extended,4,4,True,Remote/Difficult Terrain
P-000385,DEP-0001243,7,2025-07-01,2025-07-05,2025-07-27,22,Extended,3,5,True,Remote/Difficult Terrain
P-000385,DEP-0001244,8,2025-08-01,2025-08-05,2025-08-27,22,Extended,3,5,True,Remote/Difficult Terrain
P-000385,DEP-0001245,9,2025-09-01,2025-09-05,2025-09-25,20,Extended,3,4,True,Remote/Difficult Terrain
P-000386,DEP-0001246,4,2025-04-01,2025-04-02,2025-04-27,25,High Tempo,5,4,True,High Altitude/Extreme
P-000386,DEP-0001247,5,2025-05-01,2025-05-04,2025-05-26,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000386,DEP-0001248,6,2025-06-01,2025-06-02,2025-06-28,26,Extended,5,4,True,Remote/Difficult Terrain
P-000386,DEP-0001249,7,2025-07-01,2025-07-02,2025-07-25,23,Extended,5,4,True,Remote/Difficult Terrain
P-000386,DEP-0001250,8,2025-08-01,2025-08-03,2025-08-25,22,Extended,4,4,True,High Altitude/Extreme
P-000386,DEP-0001251,9,2025-09-01,2025-09-02,2025-09-24,22,Extended,4,5,True,High Altitude/Extreme
P-000386,DEP-0001252,10,2025-10-01,2025-10-05,2025-10-25,20,High Tempo,5,4,True,High Altitude/Extreme
P-000386,DEP-0001253,11,2025-11-01,2025-11-05,2025-11-28,23,Extended,4,4,True,Remote/Difficult Terrain
P-000387,DEP-0001254,4,2025-04-01,2025-04-05,2025-04-28,23,Routine,2,1,False,Urban Base
P-000387,DEP-0001255,5,2025-05-01,2025-05-03,2025-05-28,25,Routine,2,2,False,Urban Base
P-000388,DEP-0001256,4,2025-04-01,2025-04-03,2025-04-27,24,Routine,3,1,False,Urban Base
P-000389,DEP-0001257,3,2025-03-01,2025-03-02,2025-03-27,25,Extended,4,4,True,High Altitude/Extreme
P-000389,DEP-0001258,4,2025-04-01,2025-04-03,2025-04-26,23,Extended,4,5,True,High Altitude/Extreme
P-000389,DEP-0001259,5,2025-05-01,2025-05-03,2025-05-26,23,Extended,4,4,True,Remote/Difficult Terrain
P-000389,DEP-0001260,6,2025-06-01,2025-06-04,2025-06-27,23,Extended,4,4,True,Remote/Difficult Terrain
P-000389,DEP-0001261,7,2025-07-01,2025-07-05,2025-07-28,23,Extended,4,4,True,High Altitude/Extreme
P-000389,DEP-0001262,8,2025-08-01,2025-08-02,2025-08-25,23,Extended,3,4,True,High Altitude/Extreme
P-000389,DEP-0001263,9,2025-09-01,2025-09-05,2025-09-23,18,Extended,4,5,True,High Altitude/Extreme
P-000390,DEP-0001264,4,2025-04-01,2025-04-05,2025-04-25,20,Extended,4,4,True,High Altitude/Extreme
P-000390,DEP-0001265,5,2025-05-01,2025-05-05,2025-05-28,23,Extended,4,5,True,High Altitude/Extreme
P-000390,DEP-0001266,6,2025-06-01,2025-06-04,2025-06-23,19,High Tempo,5,5,True,Remote/Difficult Terrain
P-000390,DEP-0001267,7,2025-07-01,2025-07-04,2025-07-24,20,High Tempo,5,4,True,Remote/Difficult Terrain
P-000390,DEP-0001268,8,2025-08-01,2025-08-03,2025-08-26,23,High Tempo,4,4,True,High Altitude/Extreme
P-000390,DEP-0001269,9,2025-09-01,2025-09-04,2025-09-27,23,Extended,5,4,True,Remote/Difficult Terrain
P-000390,DEP-0001270,10,2025-10-01,2025-10-05,2025-10-28,23,Extended,5,4,True,Remote/Difficult Terrain
P-000390,DEP-0001271,11,2025-11-01,2025-11-05,2025-11-27,22,High Tempo,4,5,True,Remote/Difficult Terrain
P-000391,DEP-0001272,6,2025-06-01,2025-06-04,2025-06-25,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000391,DEP-0001273,7,2025-07-01,2025-07-03,2025-07-24,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000392,DEP-0001274,4,2025-04-01,2025-04-05,2025-04-23,18,Routine,2,1,False,Semi-Urban Outpost
P-000393,DEP-0001275,4,2025-04-01,2025-04-05,2025-04-25,20,Routine,3,1,False,Urban Base
P-000394,DEP-0001276,4,2025-04-01,2025-04-04,2025-04-25,21,High Tempo,5,4,True,Remote/Difficult Terrain
P-000394,DEP-0001277,5,2025-05-01,2025-05-04,2025-05-24,20,Extended,4,4,True,High Altitude/Extreme
P-000394,DEP-0001278,6,2025-06-01,2025-06-04,2025-06-27,23,Extended,5,4,True,Remote/Difficult Terrain
P-000394,DEP-0001279,7,2025-07-01,2025-07-03,2025-07-25,22,Extended,4,5,True,High Altitude/Extreme
P-000394,DEP-0001280,8,2025-08-01,2025-08-03,2025-08-23,20,Extended,4,4,True,High Altitude/Extreme
P-000394,DEP-0001281,9,2025-09-01,2025-09-04,2025-09-27,23,Extended,4,4,True,High Altitude/Extreme
P-000394,DEP-0001282,10,2025-10-01,2025-10-05,2025-10-27,22,Extended,5,5,True,High Altitude/Extreme
P-000394,DEP-0001283,11,2025-11-01,2025-11-02,2025-11-25,23,Extended,4,4,True,High Altitude/Extreme
P-000395,DEP-0001284,4,2025-04-01,2025-04-04,2025-04-26,22,Routine,3,1,False,Semi-Urban Outpost
P-000396,DEP-0001285,2,2025-02-01,2025-02-05,2025-02-25,20,High Tempo,4,4,True,Remote/Difficult Terrain
P-000396,DEP-0001286,3,2025-03-01,2025-03-03,2025-03-24,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000396,DEP-0001287,4,2025-04-01,2025-04-05,2025-04-28,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000396,DEP-0001288,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000397,DEP-0001289,4,2025-04-01,2025-04-05,2025-04-27,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000397,DEP-0001290,5,2025-05-01,2025-05-03,2025-05-28,25,High Tempo,4,5,True,Remote/Difficult Terrain
P-000397,DEP-0001291,6,2025-06-01,2025-06-03,2025-06-28,25,Extended,4,4,True,High Altitude/Extreme
P-000397,DEP-0001292,7,2025-07-01,2025-07-03,2025-07-27,24,High Tempo,4,5,True,Remote/Difficult Terrain
P-000397,DEP-0001293,8,2025-08-01,2025-08-03,2025-08-25,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000397,DEP-0001294,9,2025-09-01,2025-09-02,2025-09-23,21,High Tempo,4,5,True,High Altitude/Extreme
P-000397,DEP-0001295,10,2025-10-01,2025-10-02,2025-10-24,22,Extended,4,5,True,Remote/Difficult Terrain
P-000397,DEP-0001296,11,2025-11-01,2025-11-04,2025-11-26,22,High Tempo,5,4,True,High Altitude/Extreme
P-000398,DEP-0001297,4,2025-04-01,2025-04-02,2025-04-23,21,Routine,2,2,False,Urban Base
P-000398,DEP-0001298,5,2025-05-01,2025-05-02,2025-05-27,25,Routine,3,1,False,Semi-Urban Outpost
P-000399,DEP-0001299,3,2025-03-01,2025-03-03,2025-03-26,23,Extended,3,5,True,Remote/Difficult Terrain
P-000399,DEP-0001300,4,2025-04-01,2025-04-05,2025-04-28,23,Extended,4,4,True,High Altitude/Extreme
P-000399,DEP-0001301,5,2025-05-01,2025-05-02,2025-05-26,24,Extended,4,5,True,High Altitude/Extreme
P-000399,DEP-0001302,6,2025-06-01,2025-06-02,2025-06-27,25,Extended,4,4,True,Remote/Difficult Terrain
P-000399,DEP-0001303,7,2025-07-01,2025-07-05,2025-07-24,19,Extended,4,5,True,High Altitude/Extreme
P-000399,DEP-0001304,8,2025-08-01,2025-08-04,2025-08-24,20,Extended,3,5,True,Remote/Difficult Terrain
P-000399,DEP-0001305,9,2025-09-01,2025-09-05,2025-09-27,22,Extended,4,4,True,Remote/Difficult Terrain
P-000400,DEP-0001306,3,2025-03-01,2025-03-04,2025-03-27,23,Extended,4,4,True,Remote/Difficult Terrain
P-000400,DEP-0001307,4,2025-04-01,2025-04-05,2025-04-24,19,Extended,3,5,True,Remote/Difficult Terrain
P-000400,DEP-0001308,5,2025-05-01,2025-05-04,2025-05-25,21,Extended,4,4,True,High Altitude/Extreme
P-000400,DEP-0001309,6,2025-06-01,2025-06-02,2025-06-25,23,Extended,4,4,True,Remote/Difficult Terrain
P-000400,DEP-0001310,7,2025-07-01,2025-07-05,2025-07-25,20,Extended,3,4,True,Remote/Difficult Terrain
P-000400,DEP-0001311,8,2025-08-01,2025-08-04,2025-08-27,23,Extended,3,4,True,High Altitude/Extreme
P-000400,DEP-0001312,9,2025-09-01,2025-09-05,2025-09-27,22,Extended,3,5,True,High Altitude/Extreme
P-000402,DEP-0001313,2,2025-02-01,2025-02-05,2025-02-28,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000402,DEP-0001314,3,2025-03-01,2025-03-03,2025-03-26,23,High Tempo,4,4,True,Remote/Difficult Terrain
P-000402,DEP-0001315,4,2025-04-01,2025-04-03,2025-04-28,25,High Tempo,4,4,True,Remote/Difficult Terrain
P-000402,DEP-0001316,5,2025-05-01,2025-05-02,2025-05-28,26,High Tempo,4,4,True,Remote/Difficult Terrain
P-000403,DEP-0001317,4,2025-04-01,2025-04-05,2025-04-24,19,High Tempo,3,4,True,Remote/Difficult Terrain
P-000403,DEP-0001318,5,2025-05-01,2025-05-04,2025-05-28,24,High Tempo,4,4,True,Semi-Urban Outpost
P-000403,DEP-0001319,6,2025-06-01,2025-06-02,2025-06-24,22,High Tempo,3,4,True,Remote/Difficult Terrain
P-000403,DEP-0001320,7,2025-07-01,2025-07-04,2025-07-25,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000403,DEP-0001321,8,2025-08-01,2025-08-02,2025-08-27,25,High Tempo,3,3,False,Remote/Difficult Terrain
P-000404,DEP-0001322,4,2025-04-01,2025-04-03,2025-04-24,21,Extended,4,4,True,High Altitude/Extreme
P-000404,DEP-0001323,5,2025-05-01,2025-05-02,2025-05-23,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000404,DEP-0001324,6,2025-06-01,2025-06-03,2025-06-26,23,Extended,5,5,True,High Altitude/Extreme
P-000404,DEP-0001325,7,2025-07-01,2025-07-05,2025-07-23,18,High Tempo,5,4,True,High Altitude/Extreme
P-000404,DEP-0001326,8,2025-08-01,2025-08-02,2025-08-26,24,High Tempo,5,5,True,Remote/Difficult Terrain
