personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity
P-000188,2025-05-01,5,236.6,30.2,4,12,61.6,75.4,4,4.37
P-000188,2025-06-01,6,240.0,44.8,8,16,58.2,92.0,5,4.31
P-000188,2025-07-01,7,239.8,36.5,3,11,66.9,74.7,4,3.31
P-000188,2025-08-01,8,240.3,26.9,8,8,64.4,79.6,3,4.15
P-000188,2025-09-01,9,170.1,14.5,2,5,91.6,23.0,4,1.19
P-000188,2025-10-01,10,181.6,7.9,3,5,88.1,22.2,5,1.19
P-000188,2025-11-01,11,175.7,10.5,4,5,94.0,27.1,4,1.8
P-000188,2025-12-01,12,181.2,6.9,1,6,89.7,20.5,4,1.24
P-000189,2025-01-01,1,168.6,6.3,0,5,93.6,18.2,3,1.73
P-000189,2025-02-01,2,173.3,1.6,0,4,93.5,19.8,4,1.13
P-000189,2025-03-01,3,253.8,51.4,7,10,56.9,91.4,5,4.64
P-000189,2025-04-01,4,240.5,30.5,1,13,66.4,62.1,3,3.75
P-000189,2025-05-01,5,235.2,32.2,8,9,64.6,80.6,4,4.5
P-000189,2025-06-01,6,243.7,41.2,9,13,60.7,88.5,5,4.75
P-000189,2025-07-01,7,230.9,35.8,4,11,59.4,68.5,4,4.04
P-000189,2025-08-01,8,242.5,50.7,7,9,56.8,89.2,4,4.08
P-000189,2025-09-01,9,242.2,39.7,10,8,60.7,90.2,5,3.76
P-000189,2025-10-01,10,182.7,5.8,3,4,93.1,24.6,5,1.99
P-000189,2025-11-01,11,185.3,9.2,3,5,90.9,25.1,3,1.94
P-000189,2025-12-01,12,164.8,14.8,5,3,84.5,29.2,4,1.43
P-000190,2025-01-01,1,175.4,3.9,1,5,96.2,13.5,2,1.58
P-000190,2025-02-01,2,167.1,4.3,0,3,88.6,15.9,2,1.22
P-000190,2025-03-01,3,162.7,10.1,0,4,88.3,13.4,3,1.02
P-000190,2025-04-01,4,179.1,10.7,1,4,89.8,20.2,2,1.8
P-000190,2025-05-01,5,172.4,7.9,2,3,92.7,16.8,1,1.31
P-000190,2025-06-01,6,184.8,1.3,5,6,98.3,23.7,2,1.52
P-000190,2025-07-01,7,175.3,4.9,5,5,90.9,25.8,2,1.39
P-000190,2025-08-01,8,163.7,13.9,2,5,86.5,24.5,1,1.97
P-000190,2025-09-01,9,174.2,11.4,0,6,86.3,23.9,1,1.53
P-000190,2025-10-01,10,175.5,3.1,0,6,93.2,16.5,1,1.0
P-000190,2025-11-01,11,172.7,0.0,0,3,94.4,17.4,2,1.67
P-000190,2025-12-01,12,172.5,2.4,3,7,96.8,20.0,3,1.0
P-000191,2025-01-01,1,180.0,1.8,3,6,93.6,19.9,5,1.58
P-000191,2025-02-01,2,168.5,0.8,3,4,92.3,12.5,4,1.14
P-000191,2025-03-01,3,170.1,1.5,3,5,99.0,20.2,4,1.5
P-000191,2025-04-01,4,246.0,46.5,1,13,48.5,81.2,4,3.67
P-000191,2025-05-01,5,246.6,47.1,6,12,58.7,88.7,5,3.8
P-000191,2025-06-01,6,241.4,49.5,6,11,49.7,85.8,5,4.49
P-000191,2025-07-01,7,250.5,43.7,9,10,60.8,86.9,5,4.78
P-000191,2025-08-01,8,238.0,39.2,3,12,60.5,69.0,4,3.49
P-000191,2025-09-01,9,244.5,29.9,4,6,65.2,74.8,4,3.65
P-000191,2025-10-01,10,241.1,48.1,5,11,57.7,84.3,5,4.04
P-000191,2025-11-01,11,238.7,28.6,4,7,60.5,68.8,4,4.55
P-000191,2025-12-01,12,182.9,4.7,4,6,98.7,22.0,4,1.31
P-000192,2025-01-01,1,188.8,3.8,4,4,93.1,27.2,2,1.35
P-000192,2025-02-01,2,174.4,4.0,2,5,96.8,14.6,2,1.0
P-000192,2025-03-01,3,178.2,0.0,2,4,95.8,20.4,1,1.76
P-000192,2025-04-01,4,217.4,18.7,1,9,70.0,55.1,1,2.44
P-000192,2025-05-01,5,174.3,4.8,3,3,90.8,24.4,2,1.2
P-000192,2025-06-01,6,169.5,3.8,1,5,92.3,12.8,2,1.55
P-000192,2025-07-01,7,182.9,1.8,0,6,94.5,17.2,1,1.43
P-000192,2025-08-01,8,174.8,7.9,3,4,93.1,24.1,2,1.71
P-000192,2025-09-01,9,175.9,7.3,5,6,95.0,22.6,1,1.0
P-000192,2025-10-01,10,172.7,6.0,3,6,94.1,21.2,1,1.35
P-000192,2025-11-01,11,181.4,8.7,2,5,91.2,23.7,2,1.8
P-000192,2025-12-01,12,181.9,6.6,1,6,93.4,30.0,2,1.28
P-000193,2025-01-01,1,179.8,1.4,2,4,92.3,20.1,4,1.0
P-000193,2025-02-01,2,179.5,4.8,1,6,94.1,14.9,5,1.51
P-000193,2025-03-01,3,251.6,47.0,2,14,54.8,87.4,5,4.12
P-000193,2025-04-01,4,247.7,46.7,7,8,55.8,84.6,4,4.17
P-000193,2025-05-01,5,241.2,43.3,6,5,57.7,78.0,4,3.38
P-000193,2025-06-01,6,244.1,47.2,3,10,58.8,78.0,4,3.56
P-000193,2025-07-01,7,240.6,42.4,6,13,54.5,89.8,4,3.86
P-000193,2025-08-01,8,231.9,44.0,4,13,57.1,78.4,4,4.38
P-000193,2025-09-01,9,237.2,33.4,11,12,64.7,85.9,4,4.1
P-000193,2025-10-01,10,181.3,5.8,3,4,93.9,29.2,4,1.37
P-000193,2025-11-01,11,174.6,1.5,3,5,99.8,18.9,4,1.23
P-000193,2025-12-01,12,176.3,1.9,3,6,97.9,17.9,4,1.85
P-000194,2025-01-01,1,164.6,2.8,2,6,89.2,19.5,2,1.58
P-000194,2025-02-01,2,182.5,5.0,1,5,91.8,13.9,3,1.17
P-000194,2025-03-01,3,177.8,9.6,5,5,86.3,31.6,3,2.07
P-000194,2025-04-01,4,173.3,7.5,0,4,98.6,17.0,3,1.4
P-000194,2025-05-01,5,240.6,29.2,3,10,69.7,69.4,3,2.97
P-000194,2025-06-01,6,182.7,11.5,3,5,94.6,23.7,2,1.46
P-000194,2025-07-01,7,181.7,7.6,2,4,87.6,22.4,2,1.77
P-000194,2025-08-01,8,173.5,9.4,1,4,94.3,17.6,1,1.05
P-000194,2025-09-01,9,168.2,3.5,1,5,98.9,18.9,1,1.81
P-000194,2025-10-01,10,182.8,8.2,2,7,100.3,24.5,1,1.0
P-000194,2025-11-01,11,175.5,10.8,0,5,92.9,14.4,3,1.0
P-000194,2025-12-01,12,183.6,5.7,1,6,98.3,24.6,1,1.54
P-000195,2025-01-01,1,177.9,3.3,1,4,92.3,17.3,2,1.16
P-000195,2025-02-01,2,181.3,0.2,2,5,94.6,18.8,2,1.36
P-000195,2025-03-01,3,178.5,8.1,2,4,95.4,21.3,2,2.38
P-000195,2025-04-01,4,170.3,10.6,2,3,87.4,17.2,2,1.29
P-000195,2025-05-01,5,176.6,8.3,0,5,91.2,20.8,2,1.61
P-000195,2025-06-01,6,244.9,35.2,2,11,69.1,75.0,4,4.18
P-000195,2025-07-01,7,233.0,42.5,3,9,62.8,76.5,4,3.84
P-000195,2025-08-01,8,180.1,9.2,2,6,93.7,21.1,2,1.14
P-000195,2025-09-01,9,186.1,8.8,1,4,90.5,25.7,2,1.59
P-000195,2025-10-01,10,178.4,10.7,1,3,94.8,17.3,2,1.55
P-000195,2025-11-01,11,183.2,10.2,1,5,90.5,19.9,2,1.19
P-000195,2025-12-01,12,176.8,5.1,2,4,92.3,21.7,2,1.96
P-000196,2025-01-01,1,175.8,6.2,2,4,95.4,17.8,2,1.23
P-000196,2025-02-01,2,168.4,15.5,2,3,90.4,17.6,2,1.09
P-000196,2025-03-01,3,182.4,4.0,0,5,89.3,20.5,2,1.37
P-000196,2025-04-01,4,179.4,6.0,5,4,99.3,24.0,2,1.24
P-000196,2025-05-01,5,169.3,6.1,5,7,101.0,18.6,2,1.02
P-000196,2025-06-01,6,234.0,43.9,4,10,50.2,79.5,4,3.57
P-000196,2025-07-01,7,244.3,38.9,4,12,61.6,86.3,4,3.88
P-000196,2025-08-01,8,176.1,0.8,1,4,94.2,17.5,2,1.79
P-000196,2025-09-01,9,186.0,3.3,2,5,93.8,26.1,2,1.0
P-000196,2025-10-01,10,176.6,9.0,2,5,93.7,26.1,2,1.48
P-000196,2025-11-01,11,176.3,9.0,3,5,95.3,25.3,2,2.12
P-000196,2025-12-01,12,184.1,9.3,3,4,85.3,31.5,2,1.76
P-000197,2025-01-01,1,178.6,11.5,1,3,95.3,23.5,5,1.1
P-000197,2025-02-01,2,172.0,5.8,0,4,91.4,17.1,4,1.47
P-000197,2025-03-01,3,189.9,5.1,1,4,90.1,23.7,5,1.2
P-000197,2025-04-01,4,245.7,42.7,2,7,60.0,76.8,5,4.51
P-000197,2025-05-01,5,245.5,47.4,9,11,50.4,96.2,5,4.96
P-000197,2025-06-01,6,242.6,52.9,9,10,51.1,91.4,5,3.31
P-000197,2025-07-01,7,237.8,38.2,4,11,62.1,74.2,5,4.11
P-000197,2025-08-01,8,242.7,35.7,11,12,72.5,82.5,5,4.2
P-000197,2025-09-01,9,248.0,38.0,6,13,59.7,86.4,5,4.33
P-000197,2025-10-01,10,230.7,40.7,9,10,55.4,85.8,4,4.08
P-000197,2025-11-01,11,246.6,39.0,6,12,57.4,86.2,5,4.27
P-000197,2025-12-01,12,175.9,4.9,5,5,94.4,24.1,4,1.19
P-000198,2025-01-01,1,184.3,15.2,3,4,98.7,29.8,1,1.71
P-000198,2025-02-01,2,183.5,4.3,0,4,96.1,16.8,1,1.61
P-000198,2025-03-01,3,174.0,18.3,2,5,90.6,18.5,1,1.3
P-000198,2025-04-01,4,178.4,3.6,2,4,97.3,16.0,2,1.0
P-000198,2025-05-01,5,172.1,8.1,1,4,90.2,15.7,2,1.08
P-000198,2025-06-01,6,173.5,2.9,1,5,90.1,12.9,1,1.07
P-000198,2025-07-01,7,182.0,11.5,2,4,84.8,27.5,1,1.02
P-000198,2025-08-01,8,170.3,3.6,2,4,91.6,20.5,2,1.4
P-000198,2025-09-01,9,172.7,6.9,1,6,87.5,15.2,2,1.43
P-000198,2025-10-01,10,164.0,0.3,2,5,92.8,12.0,2,1.25
P-000198,2025-11-01,11,169.5,9.2,5,5,87.3,29.3,1,1.91
P-000198,2025-12-01,12,170.4,0.0,1,5,90.4,20.2,1,1.72
P-000199,2025-01-01,1,181.9,12.6,4,5,94.0,28.0,1,1.2
P-000199,2025-02-01,2,171.2,8.4,0,5,93.6,17.4,1,1.74
P-000199,2025-03-01,3,176.7,4.1,5,4,99.2,21.8,2,1.45
P-000199,2025-04-01,4,166.4,3.5,3,6,90.0,20.1,2,1.16
P-000199,2025-05-01,5,216.9,21.4,5,7,63.9,63.9,1,3.49
P-000199,2025-06-01,6,173.1,1.1,3,5,98.0,19.0,2,1.21
P-000199,2025-07-01,7,172.4,0.0,1,5,97.9,10.0,1,2.09
P-000199,2025-08-01,8,180.8,4.4,4,5,99.6,22.0,1,1.61
P-000199,2025-09-01,9,174.6,12.3,1,3,87.2,19.9,2,1.69
P-000199,2025-10-01,10,173.7,6.9,3,4,84.1,23.1,1,1.06
P-000199,2025-11-01,11,172.3,6.2,1,4,94.4,15.3,2,1.4
P-000199,2025-12-01,12,181.2,1.9,0,5,99.3,16.0,1,1.45
P-000200,2025-01-01,1,172.5,3.0,3,4,87.3,24.3,4,1.37
P-000200,2025-02-01,2,165.3,2.8,3,4,98.4,11.2,4,1.31
P-000200,2025-03-01,3,180.2,3.9,1,4,89.5,23.0,5,1.0
P-000200,2025-04-01,4,244.4,41.0,5,10,55.9,77.7,5,5.0
P-000200,2025-05-01,5,252.5,49.6,7,10,55.6,86.8,5,4.46
P-000200,2025-06-01,6,241.5,34.5,10,9,64.7,85.9,4,3.05
P-000200,2025-07-01,7,241.8,61.9,9,12,43.5,98.0,5,4.47
P-000200,2025-08-01,8,251.6,46.0,4,13,60.7,85.4,5,5.0
P-000200,2025-09-01,9,233.0,29.3,11,10,60.9,76.5,5,4.29
P-000200,2025-10-01,10,253.5,43.9,5,9,61.1,83.8,5,4.52
P-000200,2025-11-01,11,246.9,50.6,5,18,53.9,91.9,5,4.29
P-000200,2025-12-01,12,181.2,5.5,1,4,91.8,23.5,5,1.34
P-000201,2025-01-01,1,166.4,9.9,0,4,92.4,16.2,2,1.15
P-000201,2025-02-01,2,190.2,7.5,2,5,91.1,29.1,2,2.08
P-000201,2025-03-01,3,176.4,12.9,1,3,89.7,23.0,2,1.76
P-000201,2025-04-01,4,170.7,3.1,3,6,95.6,26.0,2,1.37
P-000201,2025-05-01,5,180.6,4.8,1,4,94.3,22.3,1,1.59
P-000201,2025-06-01,6,177.8,4.4,1,4,92.3,19.4,2,1.67
P-000201,2025-07-01,7,181.0,8.2,4,5,90.2,28.6,1,1.02
P-000201,2025-08-01,8,185.1,10.2,3,5,90.8,27.6,3,1.58
P-000201,2025-09-01,9,168.5,10.0,2,6,88.3,19.2,2,1.3
P-000201,2025-10-01,10,173.8,8.2,3,3,93.1,18.7,2,1.52
P-000201,2025-11-01,11,169.2,13.2,5,3,94.8,26.3,1,1.0
P-000201,2025-12-01,12,176.8,6.6,1,3,84.8,14.9,2,1.21
P-000202,2025-01-01,1,172.8,0.9,5,3,95.2,16.2,1,1.39
P-000202,2025-02-01,2,175.7,0.5,5,4,98.6,21.3,1,1.67
P-000202,2025-03-01,3,174.5,2.7,2,4,87.8,17.1,2,1.1
P-000202,2025-04-01,4,169.2,16.1,5,5,90.4,27.7,1,1.0
P-000202,2025-05-01,5,169.4,2.5,1,5,92.6,18.0,1,1.52
P-000202,2025-06-01,6,168.7,3.9,5,6,94.1,21.0,2,1.75
P-000202,2025-07-01,7,178.7,8.7,1,5,87.6,22.6,3,1.18
P-000202,2025-08-01,8,185.1,0.0,3,5,95.4,26.7,2,1.29
P-000202,2025-09-01,9,174.1,1.2,3,5,101.8,20.3,3,1.65
P-000202,2025-10-01,10,167.8,9.4,2,6,93.6,15.7,2,1.0
P-000202,2025-11-01,11,172.5,6.4,4,5,88.6,28.2,3,1.59
P-000202,2025-12-01,12,179.7,10.5,2,3,90.8,22.6,2,1.07
P-000203,2025-01-01,1,175.1,2.0,1,4,98.6,15.0,3,1.46
P-000203,2025-02-01,2,173.3,7.3,1,5,96.4,19.0,1,1.53
P-000203,2025-03-01,3,167.0,6.1,3,5,91.1,18.6,2,1.0
P-000203,2025-04-01,4,178.1,0.0,0,4,94.0,16.6,2,1.03
P-000203,2025-05-01,5,218.6,28.5,5,9,64.6,62.3,2,3.55
P-000203,2025-06-01,6,175.9,0.0,4,4,99.1,20.0,1,1.59
P-000203,2025-07-01,7,170.2,11.1,2,4,87.5,28.1,2,1.45
P-000203,2025-08-01,8,174.5,5.5,1,3,97.6,16.0,2,1.15
P-000203,2025-09-01,9,170.6,8.4,0,3,85.1,18.6,2,1.28
P-000203,2025-10-01,10,167.4,13.7,2,7,96.1,23.0,3,1.0
P-000203,2025-11-01,11,178.5,11.3,3,3,99.5,20.8,3,1.32
P-000203,2025-12-01,12,160.6,0.0,2,4,95.0,11.4,3,1.35
P-000204,2025-01-01,1,167.8,8.7,3,5,90.4,21.0,2,1.37
P-000204,2025-02-01,2,167.2,5.5,0,3,93.5,14.9,2,1.02
P-000204,2025-03-01,3,176.5,7.4,1,3,95.8,12.0,2,1.02
P-000204,2025-04-01,4,176.7,2.0,2,5,95.9,19.8,2,1.16
P-000204,2025-05-01,5,184.9,4.9,0,4,98.4,18.2,1,1.42
P-000204,2025-06-01,6,180.8,9.0,1,6,90.0,24.8,2,1.72
P-000204,2025-07-01,7,171.0,12.4,2,3,98.7,17.3,2,1.53
P-000204,2025-08-01,8,172.6,0.4,1,5,100.6,13.6,2,1.39
P-000204,2025-09-01,9,178.1,0.0,1,5,101.5,13.4,1,1.35
P-000204,2025-10-01,10,171.1,5.1,3,7,87.8,26.0,2,1.67
P-000204,2025-11-01,11,174.6,11.5,0,5,95.3,22.5,2,1.98
P-000204,2025-12-01,12,171.1,0.0,0,4,92.7,18.6,1,1.77
P-000205,2025-01-01,1,173.0,6.1,2,5,93.3,17.8,2,1.07
P-000205,2025-02-01,2,172.6,9.9,0,5,88.7,19.4,3,1.42
P-000205,2025-03-01,3,169.7,9.3,2,3,86.1,14.4,2,1.29
P-000205,2025-04-01,4,178.5,11.0,5,6,88.5,26.9,1,1.11
P-000205,2025-05-01,5,183.6,3.6,3,6,93.4,28.0,1,1.69
P-000205,2025-06-01,6,177.4,6.2,0,3,99.1,18.2,1,1.25
P-000205,2025-07-01,7,176.1,5.3,3,3,85.3,23.3,2,1.65
P-000205,2025-08-01,8,182.1,10.0,1,6,91.2,25.6,1,1.0
P-000205,2025-09-01,9,172.6,1.5,3,5,92.9,15.5,1,1.05
P-000205,2025-10-01,10,186.1,3.6,1,4,87.9,22.7,2,1.55
P-000205,2025-11-01,11,167.8,9.7,3,3,92.8,21.9,1,1.89
P-000205,2025-12-01,12,180.4,7.5,2,5,92.6,17.9,1,1.29
P-000206,2025-01-01,1,178.7,5.6,2,4,92.6,21.0,3,1.32
P-000206,2025-02-01,2,177.8,6.8,2,5,91.0,20.5,4,1.85
P-000206,2025-03-01,3,242.7,45.2,5,9,57.2,84.5,5,5.0
P-000206,2025-04-01,4,233.6,54.6,8,11,45.3,92.9,4,3.68
P-000206,2025-05-01,5,241.7,50.5,3,9,59.5,85.3,4,4.69
P-000206,2025-06-01,6,239.9,40.9,6,8,63.1,77.8,4,3.92
P-000206,2025-07-01,7,243.9,51.5,6,9,58.2,85.7,4,4.18
P-000206,2025-08-01,8,232.7,46.5,6,8,49.5,80.1,3,3.99
P-000206,2025-09-01,9,235.9,44.7,5,9,56.2,77.8,4,4.45
P-000206,2025-10-01,10,163.4,0.0,2,6,91.1,19.4,4,1.55
P-000206,2025-11-01,11,170.7,0.0,2,3,95.5,14.2,4,1.0
P-000206,2025-12-01,12,181.7,8.0,0,6,90.8,22.6,4,1.22
P-000207,2025-01-01,1,184.7,5.8,1,4,93.7,19.3,2,1.17
P-000207,2025-02-01,2,166.2,6.9,0,6,93.4,12.3,1,2.21
P-000207,2025-03-01,3,167.2,7.2,3,6,90.4,20.9,2,1.24
P-000207,2025-04-01,4,219.6,46.0,5,9,59.2,69.5,2,2.89
P-000207,2025-05-01,5,218.5,36.9,3,9,54.7,63.2,1,3.29
P-000207,2025-06-01,6,177.5,6.8,2,5,96.1,19.3,1,1.11
P-000207,2025-07-01,7,168.3,6.4,1,3,92.1,17.3,1,1.09
P-000207,2025-08-01,8,174.7,3.3,3,3,92.0,19.9,1,1.12
P-000207,2025-09-01,9,172.9,4.0,1,5,97.6,10.6,2,1.13
P-000207,2025-10-01,10,186.3,3.7,0,3,95.2,18.0,2,1.46
P-000207,2025-11-01,11,177.4,0.8,4,4,97.1,18.5,2,1.65
P-000207,2025-12-01,12,167.3,3.8,1,3,90.1,20.1,2,1.89
P-000208,2025-01-01,1,180.3,16.3,4,7,79.5,33.8,4,1.0
P-000208,2025-02-01,2,168.3,6.3,2,6,89.9,17.6,5,1.57
P-000208,2025-03-01,3,184.2,5.3,2,3,96.5,25.0,4,1.25
P-000208,2025-04-01,4,228.6,45.0,10,7,57.1,83.9,3,3.93
P-000208,2025-05-01,5,237.0,40.3,6,10,50.0,80.0,4,4.21
P-000208,2025-06-01,6,240.8,47.6,11,14,60.2,98.0,5,4.05
P-000208,2025-07-01,7,229.3,23.8,4,9,67.2,68.0,3,3.31
P-000208,2025-08-01,8,240.5,45.9,2,11,65.2,72.5,4,4.58
P-000208,2025-09-01,9,192.3,6.9,2,3,93.1,26.7,3,1.8
P-000208,2025-10-01,10,178.5,0.3,1,4,97.3,16.2,4,1.04
P-000208,2025-11-01,11,176.1,8.6,2,7,99.6,25.7,5,1.19
P-000208,2025-12-01,12,171.1,6.6,1,6,93.0,10.5,4,1.36
P-000209,2025-01-01,1,178.5,15.6,0,5,88.4,21.0,2,1.42
P-000209,2025-02-01,2,171.4,3.2,2,4,89.6,19.9,3,1.0
P-000209,2025-03-01,3,171.0,5.2,1,4,99.6,16.8,1,1.41
P-000209,2025-04-01,4,172.8,2.5,2,4,94.1,19.6,2,1.0
P-000209,2025-05-01,5,181.3,6.9,3,3,93.3,23.8,2,1.58
P-000209,2025-06-01,6,187.6,10.9,2,3,94.7,26.8,2,1.0
P-000209,2025-07-01,7,170.9,10.6,3,6,90.7,20.5,1,1.28
P-000209,2025-08-01,8,170.4,3.5,3,5,94.4,23.0,2,1.24
P-000209,2025-09-01,9,173.6,7.9,1,4,97.2,17.1,1,2.02
P-000209,2025-10-01,10,172.2,16.6,1,5,92.0,21.8,1,1.74
P-000209,2025-11-01,11,180.4,0.1,1,4,96.7,15.6,2,1.3
P-000209,2025-12-01,12,177.4,8.9,2,5,90.3,23.4,1,1.68
P-000210,2025-01-01,1,177.1,5.1,2,4,98.7,14.7,1,1.24
P-000210,2025-02-01,2,180.9,10.7,3,3,89.9,19.5,1,1.54
P-000210,2025-03-01,3,177.3,0.0,1,6,97.2,11.5,1,1.47
P-000210,2025-04-01,4,178.9,9.5,3,4,87.3,29.9,2,2.17
P-000210,2025-05-01,5,179.0,9.6,3,4,91.6,26.4,2,1.32
P-000210,2025-06-01,6,180.2,11.0,4,3,93.4,31.0,2,1.78
P-000210,2025-07-01,7,168.8,5.5,2,4,88.1,14.9,1,1.0
P-000210,2025-08-01,8,170.9,1.1,1,6,89.4,20.3,1,1.76
P-000210,2025-09-01,9,187.6,2.0,2,4,93.2,22.6,1,1.74
P-000210,2025-10-01,10,177.7,9.2,0,5,97.7,19.4,1,1.39
P-000210,2025-11-01,11,176.6,9.4,1,5,91.7,24.9,2,1.19
P-000210,2025-12-01,12,177.1,4.1,2,3,89.3,22.5,2,1.41
P-000211,2025-01-01,1,175.4,2.2,1,3,92.9,13.8,3,1.37
P-000211,2025-02-01,2,170.5,1.8,1,4,90.9,14.5,2,1.41
P-000211,2025-03-01,3,171.8,6.9,1,4,106.0,14.2,2,1.88
P-000211,2025-04-01,4,176.0,10.9,2,5,91.7,19.3,2,1.0
P-000211,2025-05-01,5,231.3,26.6,3,7,71.9,54.4,2,2.95
P-000211,2025-06-01,6,183.0,3.9,2,4,84.9,27.6,2,1.59
P-000211,2025-07-01,7,177.1,9.0,1,6,85.3,22.8,1,1.63
P-000211,2025-08-01,8,168.4,9.8,4,6,95.2,22.2,1,1.0
P-000211,2025-09-01,9,172.5,5.2,0,3,86.7,12.4,2,1.24
P-000211,2025-10-01,10,191.3,3.0,1,6,90.9,27.8,2,1.56
P-000211,2025-11-01,11,170.8,12.5,1,6,90.6,19.7,2,1.58
P-000211,2025-12-01,12,178.8,5.0,5,4,95.7,25.2,1,1.71
P-000212,2025-01-01,1,168.0,6.9,2,3,93.5,18.9,2,1.8
P-000212,2025-02-01,2,183.6,10.2,2,5,96.8,22.9,3,1.15
P-000212,2025-03-01,3,186.6,5.1,2,3,105.0,20.9,2,1.62
P-000212,2025-04-01,4,171.9,4.2,2,5,89.2,26.0,2,1.21
P-000212,2025-05-01,5,175.9,10.7,3,6,95.3,22.4,1,1.34
P-000212,2025-06-01,6,176.2,12.8,2,5,96.1,20.6,2,1.0
P-000212,2025-07-01,7,170.8,6.6,2,6,91.8,20.6,1,1.34
P-000212,2025-08-01,8,176.2,10.0,0,4,97.3,19.3,1,1.0
P-000212,2025-09-01,9,177.4,5.4,1,7,95.0,22.2,2,1.03
P-000212,2025-10-01,10,177.7,14.7,1,5,90.3,28.4,2,1.49
P-000212,2025-11-01,11,175.1,0.0,0,3,95.7,18.1,2,1.64
P-000212,2025-12-01,12,172.7,0.0,3,6,89.2,22.2,2,2.08
P-000213,2025-01-01,1,171.3,13.5,1,6,90.4,22.3,3,1.45
P-000213,2025-02-01,2,172.2,9.8,1,4,93.0,10.9,2,1.0
P-000213,2025-03-01,3,171.0,5.9,1,5,96.3,15.9,1,2.13
P-000213,2025-04-01,4,227.9,39.8,3,13,63.8,64.6,2,3.66
P-000213,2025-05-01,5,170.5,5.0,3,3,92.6,16.8,2,1.21
P-000213,2025-06-01,6,184.6,7.4,3,6,89.7,24.9,2,1.0
P-000213,2025-07-01,7,181.1,9.9,1,5,93.0,21.4,2,1.84
P-000213,2025-08-01,8,174.3,4.5,1,6,93.2,16.0,2,1.64
P-000213,2025-09-01,9,167.2,9.8,2,5,91.4,15.1,3,1.49
P-000213,2025-10-01,10,180.6,5.3,0,6,92.7,16.2,1,1.44
P-000213,2025-11-01,11,174.6,2.5,2,3,96.4,18.2,1,2.02
P-000213,2025-12-01,12,172.8,7.8,3,6,90.2,25.6,1,1.34
P-000214,2025-01-01,1,186.0,4.1,2,7,98.5,23.4,2,1.29
P-000214,2025-02-01,2,169.6,6.9,4,6,90.5,24.7,2,1.74
P-000214,2025-03-01,3,179.9,7.0,3,5,97.8,23.5,2,1.82
P-000214,2025-04-01,4,225.1,32.4,3,5,57.1,66.6,2,2.8
P-000214,2025-05-01,5,170.7,9.0,2,3,96.0,20.0,2,1.68
P-000214,2025-06-01,6,174.0,12.7,5,4,85.8,30.9,2,1.89
P-000214,2025-07-01,7,167.4,3.6,2,3,88.5,16.5,2,1.0
P-000214,2025-08-01,8,186.8,2.5,0,5,97.6,21.2,2,1.79
P-000214,2025-09-01,9,172.5,8.2,0,5,90.5,21.4,2,1.7
P-000214,2025-10-01,10,171.1,7.6,1,4,91.6,20.5,2,1.71
P-000214,2025-11-01,11,176.6,7.6,2,4,93.3,23.7,3,1.65
P-000214,2025-12-01,12,181.4,9.8,4,6,99.7,23.9,2,1.21
P-000215,2025-01-01,1,180.5,5.9,0,6,91.3,22.5,4,1.0
P-000215,2025-02-01,2,181.7,8.4,3,7,97.5,18.7,5,1.89
P-000215,2025-03-01,3,174.2,11.1,1,5,89.4,23.7,5,1.43
P-000215,2025-04-01,4,240.3,49.2,7,11,49.3,92.4,5,4.53
P-000215,2025-05-01,5,238.2,49.8,5,8,48.8,87.3,4,4.38
P-000215,2025-06-01,6,246.9,39.1,8,12,61.2,88.7,4,3.5
P-000215,2025-07-01,7,229.7,34.6,3,8,59.3,70.7,3,4.0
P-000215,2025-08-01,8,238.6,34.4,9,10,57.1,83.9,4,3.92
P-000215,2025-09-01,9,181.9,8.1,2,4,95.3,21.3,3,1.55
P-000215,2025-10-01,10,176.3,12.5,1,3,87.2,16.6,3,1.35
P-000215,2025-11-01,11,177.6,8.7,3,5,93.7,18.5,5,1.34
P-000215,2025-12-01,12,174.4,7.5,0,7,91.2,19.5,4,1.69
P-000216,2025-01-01,1,180.8,6.2,1,5,99.6,16.3,2,1.3
P-000216,2025-02-01,2,172.8,1.7,2,5,98.2,17.6,2,1.46
P-000216,2025-03-01,3,186.7,11.2,2,5,90.8,26.5,2,1.09
P-000216,2025-04-01,4,228.8,41.3,6,10,57.9,70.0,2,3.48
P-000216,2025-05-01,5,167.1,3.0,0,5,93.7,10.4,1,1.42
P-000216,2025-06-01,6,180.4,4.5,1,4,84.6,26.7,2,1.6
P-000216,2025-07-01,7,184.6,8.7,1,4,86.2,27.2,1,1.26
P-000216,2025-08-01,8,180.8,11.0,2,6,100.6,23.0,2,1.63
P-000216,2025-09-01,9,166.6,1.5,3,4,97.3,16.4,2,1.41
P-000216,2025-10-01,10,176.9,0.0,2,5,96.0,14.8,3,1.47
P-000216,2025-11-01,11,190.6,11.2,1,5,97.0,27.1,1,1.45
P-000216,2025-12-01,12,170.4,8.6,2,3,92.0,15.9,3,1.72
P-000217,2025-01-01,1,178.4,2.9,2,4,92.2,21.0,4,1.23
P-000217,2025-02-01,2,182.8,5.5,0,5,93.4,23.1,4,1.11
P-000217,2025-03-01,3,235.8,46.8,6,12,56.3,82.4,4,3.91
P-000217,2025-04-01,4,226.8,29.0,4,9,66.7,63.8,3,3.36
