personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity,sleep_quality,fatigue_level,work_stress,mood_wellbeing,work_life_balance,job_satisfaction,recovery_quality,self_reported_strain,checkin_completion,attendance_change,leave_frequency_change,workload_change,sleep_change,routine_deviation,performance_change,schedule_change,recovery_change,is_deployed,dep_duration_days,dep_intensity,dep_hardship,dep_recovery_required,dep_type,dep_location,took_leave,leave_duration_days,leave_type,days_since_prev_leave,original_ref_id,age,gender,department,job_role,job_level,education_level,education_field,marital_status,distance_from_home,business_travel,overtime_eligible,total_working_years,years_in_service,years_in_current_role,years_since_last_promotion,years_with_curr_supervisor,baseline_env_satisfaction,baseline_job_satisfaction,baseline_job_involvement,baseline_work_life_balance,baseline_rel_satisfaction,performance_rating,training_times_last_year,monthly_income,percent_salary_hike,num_prior_organizations,hr_attrition_historical,baseline_available,history_periods_count,duty_hours_personal_mean,duty_hours_personal_std,duty_hours_personal_median,duty_hours_delta_vs_baseline,duty_hours_pct_change_vs_baseline,duty_hours_zscore_vs_baseline,duty_hours_lag1_diff,overtime_hours_personal_mean,overtime_hours_personal_std,overtime_hours_personal_median,overtime_hours_delta_vs_baseline,overtime_hours_pct_change_vs_baseline,overtime_hours_zscore_vs_baseline,overtime_hours_lag1_diff,night_shifts_personal_mean,night_shifts_personal_std,night_shifts_personal_median,night_shifts_delta_vs_baseline,night_shifts_pct_change_vs_baseline,night_shifts_zscore_vs_baseline,night_shifts_lag1_diff,consecutive_duty_days_personal_mean,consecutive_duty_days_personal_std,consecutive_duty_days_personal_median,consecutive_duty_days_delta_vs_baseline,consecutive_duty_days_pct_change_vs_baseline,consecutive_duty_days_zscore_vs_baseline,consecutive_duty_days_lag1_diff,rest_hours_personal_mean,rest_hours_personal_std,rest_hours_personal_median,rest_hours_delta_vs_baseline,rest_hours_pct_change_vs_baseline,rest_hours_zscore_vs_baseline,rest_hours_lag1_diff,workload_score_personal_mean,workload_score_personal_std,workload_score_personal_median,workload_score_delta_vs_baseline,workload_score_pct_change_vs_baseline,workload_score_zscore_vs_baseline,workload_score_lag1_diff,sleep_quality_personal_mean,sleep_quality_personal_std,sleep_quality_personal_median,sleep_quality_delta_vs_baseline,sleep_quality_pct_change_vs_baseline,sleep_quality_zscore_vs_baseline,sleep_quality_lag1_diff,fatigue_level_personal_mean,fatigue_level_personal_std,fatigue_level_personal_median,fatigue_level_delta_vs_baseline,fatigue_level_pct_change_vs_baseline,fatigue_level_zscore_vs_baseline,fatigue_level_lag1_diff,self_reported_strain_personal_mean,self_reported_strain_personal_std,self_reported_strain_personal_median,self_reported_strain_delta_vs_baseline,self_reported_strain_pct_change_vs_baseline,self_reported_strain_zscore_vs_baseline,self_reported_strain_lag1_diff,period_latent_strain_score,period_support_priority,target_support_priority_next_month,target_support_score_next_month,data_completeness
P-000341,2025-09-01,9,169.1,7.8,2,4,92.4,18.9,2,1.51,4.3,1.7,1.7,3.7,4.8,3.0,3.3,1.8,True,-0.031,-0.1,-0.062,0.178,0.014,-0.004,0.002,0.164,0,0,1,1,False,None,Base,0,0,None,167,RM1219,41,Male,Sales,Sales Executive,3,3,Marketing,Single,6,Travel_Rarely,No,10,10,8,8,7.0,4,3,3,3,2,3,3,9241,12,1,No,True,8,170.1,3.84,170.95,-1.0,-0.59,-0.26,4.4,4.88,2.82,5.0,2.92,60.0,1.04,2.0,2.0,1.63,2.0,0.0,0.0,0.0,-2.0,4.75,0.96,4.5,-0.75,-15.79,-0.78,0.0,91.8,2.53,90.95,0.6,0.65,0.24,1.6,18.3,1.34,18.0,0.6,3.28,0.45,-1.2,4.4,0.5,4.5,-0.1,-2.27,-0.2,0.0,1.87,0.5,1.7,-0.17,-8.93,-0.33,0.0,1.97,0.57,1.8,-0.17,-8.47,-0.29,0.0,25.3,GREEN,GREEN,25.3,1.0
P-000341,2025-10-01,10,168.9,4.9,3,4,90.8,19.5,2,1.46,4.5,2.2,1.8,4.1,3.9,3.8,3.8,1.6,True,-0.0,-0.1,0.032,0.048,0.006,0.094,-0.01,0.129,0,0,1,1,False,None,Base,0,0,None,167,RM1219,41,Male,Sales,Sales Executive,3,3,Marketing,Single,6,Travel_Rarely,No,10,10,8,8,7.0,4,3,3,3,2,3,3,9241,12,1,No,True,9,168.92,2.95,170.0,-0.03,-0.01,-0.01,-0.2,6.48,1.83,6.8,-1.57,-24.32,-0.86,-2.9,2.0,1.63,2.0,1.0,50.0,0.61,1.0,4.25,0.5,4.0,-0.25,-5.88,-0.5,0.0,91.02,1.07,90.95,-0.22,-0.25,-0.21,-1.6,18.4,1.37,18.2,1.1,5.98,0.8,0.6,4.47,0.5,4.5,0.03,0.75,0.07,0.2,1.87,0.5,1.7,0.33,17.86,0.67,0.5,1.7,0.5,1.8,-0.1,-5.88,-0.2,-0.2,25.3,GREEN,GREEN,27.1,1.0
P-000341,2025-11-01,11,160.5,4.1,2,4,94.1,14.2,2,1.56,,,,,,,,,False,-0.0,-0.1,-0.272,-0.159,0.034,-0.003,0.018,0.201,0,0,1,1,False,None,Base,0,0,None,167,RM1219,41,Male,Sales,Sales Executive,3,3,Marketing,Single,6,Travel_Rarely,No,10,10,8,8,7.0,4,3,3,3,2,3,3,9241,12,1,No,True,10,168.42,2.66,169.0,-7.93,-4.71,-2.98,-8.4,6.65,1.55,6.8,-2.55,-38.35,-1.64,-0.8,2.25,1.71,2.5,-0.25,-11.11,-0.15,-1.0,4.25,0.5,4.0,-0.25,-5.88,-0.5,0.0,90.95,1.08,90.8,3.15,3.46,2.93,3.3,18.9,1.3,19.2,-4.7,-24.87,-3.63,-5.3,4.43,0.5,4.5,,,,0.0,1.8,0.5,1.7,,,,0.0,1.73,0.5,1.8,,,,0.0,27.1,GREEN,GREEN,29.4,0.62
P-000341,2025-12-01,12,170.1,4.6,3,5,91.4,20.8,2,1.65,3.6,2.6,2.4,4.0,4.3,4.1,3.7,1.7,True,-0.014,0.2,0.466,-0.047,0.051,-0.06,0.043,0.142,0,0,1,1,False,None,Base,1,11,Annual,240,RM1219,41,Male,Sales,Sales Executive,3,3,Marketing,Single,6,Travel_Rarely,No,10,10,8,8,7.0,4,3,3,3,2,3,3,9241,12,1,No,True,11,165.8,4.07,166.8,4.3,2.59,1.06,9.6,5.65,1.59,5.35,-1.05,-18.58,-0.66,0.5,2.75,0.96,2.5,0.25,9.09,0.26,1.0,4.0,0.5,4.0,1.0,25.0,2.0,1.0,92.02,1.58,91.6,-0.62,-0.68,-0.4,-2.7,18.18,2.69,19.2,2.62,14.44,0.97,6.6,4.4,0.5,4.4,-0.8,-18.18,-1.6,0.0,1.95,0.5,1.95,0.65,33.33,1.3,0.0,1.7,0.5,1.7,-0.0,-0.0,-0.0,0.0,29.4,GREEN,,,1.0
P-000342,2025-01-01,1,174.7,13.0,0,5,94.0,20.0,2,1.48,4.7,2.6,2.1,3.8,3.6,4.1,4.4,1.6,True,-0.0,0.2,-0.335,0.171,0.007,0.043,-0.007,0.199,0,0,1,1,False,None,Base,1,7,Annual,86,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,False,0,188.77,1.0,188.77,-14.07,-7.45,-4.0,0.0,14.69,1.0,14.69,-1.69,-11.51,-1.69,0.0,3.22,1.0,3.22,-3.22,-100.0,-3.22,0.0,5.72,1.0,5.72,-0.72,-12.58,-0.72,0.0,79.68,1.0,79.68,14.32,17.97,4.0,0.0,35.69,1.0,35.69,-15.69,-43.97,-4.0,0.0,3.7,1.0,3.7,1.0,26.88,1.0,0.0,2.41,1.0,2.41,0.19,7.75,0.19,0.0,2.22,1.0,2.22,-0.62,-27.83,-0.62,0.0,15.8,GREEN,GREEN,20.0,1.0
P-000342,2025-02-01,2,182.7,7.0,2,5,90.3,24.1,2,1.43,4.9,2.3,1.5,4.2,4.0,4.0,4.4,1.2,True,-0.0,-0.1,0.21,0.049,0.033,-0.016,-0.021,0.117,0,0,1,1,False,None,Base,0,0,None,86,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,False,1,174.7,1.0,174.7,8.0,4.58,4.0,8.0,13.0,1.0,13.0,-6.0,-46.15,-4.0,-6.0,0.0,1.0,0.0,2.0,300.0,2.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,94.0,1.0,94.0,-3.7,-3.94,-3.7,-3.7,20.0,1.0,20.0,4.1,20.5,4.0,4.1,4.7,1.0,4.7,0.2,4.26,0.2,0.2,2.6,1.0,2.6,-0.3,-11.54,-0.3,-0.3,1.6,1.0,1.6,-0.4,-25.0,-0.4,-0.4,20.0,GREEN,GREEN,20.0,1.0
P-000342,2025-03-01,3,179.4,5.5,3,4,93.3,23.9,2,1.86,4.6,1.7,1.9,3.4,4.7,4.1,3.7,2.5,True,-0.0,0.2,-0.011,-0.062,0.061,-0.067,0.103,0.184,0,0,1,1,False,None,Base,1,10,Annual,60,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,False,2,178.7,5.66,178.7,0.7,0.39,0.12,-3.3,10.0,4.24,10.0,-4.5,-45.0,-1.06,-1.5,1.0,1.41,1.0,2.0,199.98,1.41,1.0,5.0,0.5,5.0,-1.0,-20.0,-2.0,-1.0,92.15,2.62,92.15,1.15,1.25,0.44,3.0,22.05,2.9,22.05,1.85,8.39,0.64,-0.2,4.8,0.5,4.8,-0.2,-4.17,-0.4,-0.3,2.45,0.5,2.45,-0.75,-30.61,-1.5,-0.6,1.4,0.5,1.4,1.1,78.57,2.2,1.3,20.0,GREEN,GREEN,23.9,1.0
P-000342,2025-04-01,4,182.2,5.7,3,5,86.0,25.8,3,1.37,4.3,1.8,1.8,3.4,3.9,3.9,4.2,1.5,True,-0.073,-0.1,0.079,-0.059,0.027,-0.056,-0.038,0.022,1,21,3,2,False,Routine,Urban Base,0,0,None,60,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,3,178.93,4.02,179.4,3.27,1.83,0.81,2.8,8.5,3.97,7.0,-2.8,-32.94,-0.71,0.2,1.67,1.53,2.0,1.33,80.0,0.87,0.0,4.67,0.58,5.0,0.33,7.14,0.58,1.0,92.53,1.97,93.3,-6.53,-7.06,-3.32,-7.3,22.67,2.31,23.9,3.13,13.82,1.36,1.9,4.73,0.5,4.7,-0.43,-9.15,-0.87,-0.3,2.2,0.5,2.3,-0.4,-18.18,-0.8,0.1,1.77,0.67,1.6,-0.27,-15.09,-0.4,-1.0,23.9,GREEN,GREEN,15.8,1.0
P-000342,2025-05-01,5,183.4,8.3,1,4,89.3,22.7,2,1.39,4.3,1.9,1.9,4.1,4.6,3.3,4.2,1.8,True,-0.029,-0.1,-0.12,-0.011,0.019,-0.124,-0.031,0.096,0,0,1,1,False,None,Base,0,0,None,60,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,4,179.75,3.67,180.8,3.65,2.03,1.0,1.2,7.8,3.53,6.35,0.5,6.41,0.14,2.6,2.0,1.41,2.5,-1.0,-50.0,-0.71,-2.0,4.75,0.5,5.0,-0.75,-15.79,-1.5,-1.0,90.9,3.64,91.8,-1.6,-1.76,-0.44,3.3,23.45,2.45,24.0,-0.75,-3.2,-0.31,-3.1,4.62,0.5,4.65,-0.33,-7.03,-0.65,0.0,2.1,0.5,2.05,-0.2,-9.52,-0.4,0.1,1.7,0.56,1.55,0.1,5.88,0.18,0.3,15.8,GREEN,GREEN,15.3,1.0
P-000342,2025-06-01,6,179.2,3.3,2,4,95.8,20.6,2,1.78,4.3,2.5,2.2,4.2,4.8,3.9,4.8,1.8,True,-0.03,-0.1,-0.092,-0.003,0.052,0.152,0.081,0.239,0,0,1,1,False,None,Base,0,0,None,60,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,5,181.92,1.75,182.45,-2.72,-1.5,-1.55,-4.2,6.62,1.3,6.35,-3.32,-50.19,-2.56,-5.0,2.25,0.96,2.5,-0.25,-11.11,-0.26,1.0,4.5,0.58,4.5,-0.5,-11.11,-0.87,0.0,89.72,3.01,89.8,6.08,6.77,2.02,6.5,24.12,1.28,24.0,-3.52,-14.61,-2.76,-2.1,4.53,0.5,4.45,-0.23,-4.97,-0.45,0.0,1.92,0.5,1.85,0.57,29.87,1.15,0.6,1.75,0.56,1.65,0.05,2.86,0.09,0.0,15.3,GREEN,GREEN,15.9,1.0
P-000342,2025-07-01,7,171.5,8.0,3,3,91.5,21.6,2,1.76,4.6,1.3,2.3,4.1,5.0,4.1,3.8,1.8,True,-0.0,-0.1,0.047,0.088,0.059,0.097,0.076,0.144,0,0,1,1,False,None,Base,0,0,None,60,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,6,181.05,2.08,180.8,-9.55,-5.27,-4.0,-7.7,5.7,2.05,5.6,2.3,40.35,1.12,4.7,2.25,0.96,2.5,0.75,33.33,0.78,1.0,4.25,0.5,4.0,-1.25,-29.41,-2.5,-1.0,91.1,4.33,91.3,0.4,0.44,0.09,-4.3,23.25,2.18,23.3,-1.65,-7.1,-0.76,1.0,4.38,0.5,4.3,0.22,5.14,0.45,0.3,1.98,0.5,1.85,-0.68,-34.18,-1.35,-1.2,1.9,0.5,1.8,-0.1,-5.26,-0.2,0.0,15.9,GREEN,GREEN,31.0,1.0
P-000342,2025-08-01,8,179.2,10.2,4,5,87.5,27.1,2,1.0,4.4,2.0,1.9,4.4,4.3,4.5,3.9,2.1,True,-0.017,0.2,0.254,-0.05,0.094,0.004,-0.143,0.056,0,0,1,1,False,None,Base,1,12,Casual,150,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,7,179.08,5.35,180.7,0.12,0.07,0.02,7.7,6.32,2.33,6.85,3.87,61.26,1.67,2.2,2.25,0.96,2.5,1.75,77.77,1.83,1.0,4.0,0.82,4.0,1.0,25.0,1.22,2.0,90.65,4.11,90.4,-3.15,-3.47,-0.77,-4.0,22.68,2.25,22.15,4.43,19.51,1.96,5.5,4.38,0.5,4.3,0.03,0.57,0.05,-0.2,1.88,0.5,1.85,0.12,6.67,0.25,0.7,1.72,0.5,1.8,0.38,21.74,0.75,0.3,31.0,GREEN,GREEN,31.4,1.0
P-000342,2025-09-01,9,184.4,7.3,4,3,91.1,27.8,2,1.85,3.9,1.6,1.7,3.9,4.8,4.8,4.2,2.2,True,-0.001,-0.1,0.028,-0.109,0.065,-0.028,0.101,0.135,0,0,1,1,False,None,Base,0,0,None,150,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,8,178.32,4.96,179.2,6.08,3.41,1.22,5.2,7.45,2.93,8.15,-0.15,-2.01,-0.05,-2.9,2.5,1.29,2.5,1.5,60.0,1.16,0.0,4.0,0.82,4.0,-1.0,-25.0,-1.22,-2.0,91.02,3.58,90.4,0.07,0.08,0.02,3.6,23.0,2.86,22.15,4.8,20.87,1.68,0.7,4.4,0.5,4.35,-0.5,-11.36,-1.0,-0.5,1.92,0.5,1.95,-0.32,-16.88,-0.65,-0.4,1.88,0.5,1.8,0.33,17.33,0.65,0.1,31.4,GREEN,GREEN,23.0,1.0
P-000342,2025-10-01,10,182.8,9.6,1,6,93.8,24.0,2,1.59,4.2,2.3,2.3,3.7,4.1,4.2,5.0,1.0,True,-0.042,-0.1,-0.137,0.073,0.018,0.059,0.027,0.196,0,0,1,1,False,None,Base,0,0,None,150,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,9,178.58,5.32,179.2,4.23,2.37,0.79,-1.6,7.2,2.88,7.65,2.4,33.33,0.83,2.3,3.25,0.96,3.5,-2.25,-69.23,-2.35,-3.0,3.75,0.96,3.5,2.25,60.0,2.35,3.0,91.48,3.4,91.3,2.33,2.54,0.68,2.7,24.28,3.7,24.35,-0.28,-1.13,-0.07,-3.8,4.3,0.5,4.35,-0.1,-2.33,-0.2,0.3,1.85,0.52,1.8,0.45,24.32,0.87,0.7,1.98,0.5,1.95,-0.98,-49.36,-1.95,-1.2,23.0,GREEN,GREEN,15.0,1.0
P-000342,2025-11-01,11,183.0,4.9,0,4,98.2,17.3,2,1.16,4.1,2.4,1.6,4.3,4.0,4.0,3.9,1.0,True,-0.007,0.2,-0.282,-0.024,0.05,-0.054,-0.098,0.293,0,0,1,1,False,None,Base,1,13,Annual,90,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,10,179.48,5.74,181.0,3.53,1.96,0.61,0.2,8.77,1.35,8.8,-3.87,-44.16,-2.87,-4.7,3.0,1.41,3.5,-3.0,-100.0,-2.12,-1.0,4.25,1.5,4.0,-0.25,-5.88,-0.17,-2.0,90.98,2.6,91.3,7.23,7.94,2.77,4.4,25.12,2.87,25.55,-7.82,-31.14,-2.72,-6.7,4.28,0.5,4.3,-0.18,-4.09,-0.35,-0.1,1.8,0.5,1.8,0.6,33.33,1.2,0.1,1.78,0.54,1.95,-0.77,-43.66,-1.42,0.0,15.0,GREEN,GREEN,19.2,1.0
P-000342,2025-12-01,12,176.5,4.9,2,6,91.7,22.7,2,1.91,4.2,3.0,1.0,4.2,4.0,4.2,4.0,1.7,True,-0.022,-0.1,0.318,0.021,0.077,0.041,0.118,0.148,0,0,1,1,False,None,Base,0,0,None,90,RM122,33,Male,Sales,Sales Executive,2,2,Marketing,Married,22,Non-Travel,No,8,7,7,0,7.0,3,2,3,4,1,3,2,6146,13,0,No,True,11,182.35,2.22,182.9,-5.85,-3.21,-2.64,-6.5,8.0,2.42,8.45,-3.1,-38.75,-1.28,0.0,2.25,2.06,2.5,-0.25,-11.11,-0.12,2.0,4.5,1.29,4.5,1.5,33.33,1.16,2.0,92.65,4.51,92.45,-0.95,-1.03,-0.21,-6.5,24.05,4.79,25.55,-1.35,-5.61,-0.28,5.4,4.15,0.5,4.15,0.05,1.2,0.1,0.1,2.08,0.5,2.15,0.92,44.58,1.85,0.6,1.58,0.67,1.55,0.12,7.94,0.19,0.7,19.2,GREEN,,,1.0
P-000343,2025-01-01,1,166.0,2.7,2,3,86.4,17.1,2,1.88,4.6,1.4,2.8,4.6,4.1,4.1,4.7,1.6,True,-0.0,-0.1,-0.431,0.155,0.082,0.062,0.108,0.03,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,False,0,188.77,1.0,188.77,-22.77,-12.06,-4.0,0.0,14.69,1.0,14.69,-11.99,-81.62,-4.0,0.0,3.22,1.0,3.22,-1.22,-37.96,-1.22,0.0,5.72,1.0,5.72,-2.72,-47.54,-2.72,0.0,79.68,1.0,79.68,6.72,8.43,4.0,0.0,35.69,1.0,35.69,-18.59,-52.09,-4.0,0.0,3.7,1.0,3.7,0.9,24.18,0.9,0.0,2.41,1.0,2.41,-1.01,-41.98,-1.01,0.0,2.22,1.0,2.22,-0.62,-27.83,-0.62,0.0,25.1,GREEN,GREEN,27.7,1.0
P-000343,2025-02-01,2,174.0,6.6,2,4,92.7,20.9,2,1.85,4.8,1.7,2.0,4.0,3.7,3.7,4.2,1.5,True,-0.0,-0.1,0.225,0.032,0.075,0.063,0.101,0.17,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,False,1,166.0,1.0,166.0,8.0,4.82,4.0,8.0,2.7,1.0,2.7,3.9,144.44,3.9,3.9,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,33.33,1.0,1.0,86.4,1.0,86.4,6.3,7.29,4.0,6.3,17.1,1.0,17.1,3.8,22.22,3.8,3.8,4.6,1.0,4.6,0.2,4.35,0.2,0.2,1.4,1.0,1.4,0.3,21.43,0.3,0.3,1.6,1.0,1.6,-0.1,-6.25,-0.1,-0.1,27.7,GREEN,GREEN,27.3,1.0
P-000343,2025-03-01,3,167.6,5.7,2,4,92.1,17.1,2,1.33,4.5,2.1,2.3,3.3,4.4,3.6,4.3,2.4,True,-0.0,-0.1,-0.183,-0.06,0.043,0.018,-0.048,0.157,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,False,2,170.0,5.66,170.0,-2.4,-1.41,-0.42,-6.4,4.65,2.76,4.65,1.05,22.58,0.38,-0.9,2.0,0.5,2.0,0.0,0.0,0.0,0.0,3.5,0.71,3.5,0.5,14.29,0.71,0.0,89.55,4.45,89.55,2.55,2.85,0.57,-0.6,19.0,2.69,19.0,-1.9,-10.0,-0.71,-3.8,4.7,0.5,4.7,-0.2,-4.26,-0.4,-0.3,1.55,0.5,1.55,0.55,35.48,1.1,0.4,1.55,0.5,1.55,0.85,54.84,1.7,0.9,27.3,GREEN,GREEN,32.0,1.0
P-000343,2025-04-01,4,169.5,5.2,3,5,95.1,20.3,2,1.71,4.1,2.3,1.3,4.1,3.6,4.3,4.8,1.8,True,-0.0,-0.1,0.187,-0.091,0.036,-0.079,0.06,0.224,1,21,2,1,False,Routine,Urban Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,3,169.2,4.23,167.6,0.3,0.18,0.07,1.9,5.0,2.04,5.7,0.2,4.0,0.1,-0.5,2.0,0.5,2.0,1.0,50.0,2.0,1.0,3.67,0.58,4.0,1.33,36.36,2.31,1.0,90.4,3.48,92.1,4.7,5.2,1.35,3.0,18.37,2.19,17.1,1.93,10.53,0.88,3.2,4.63,0.5,4.6,-0.53,-11.51,-1.07,-0.4,1.73,0.5,1.7,0.57,32.69,1.13,0.2,1.83,0.5,1.6,-0.03,-1.82,-0.07,-0.6,32.0,GREEN,GREEN,21.8,1.0
P-000343,2025-05-01,5,164.5,4.4,1,4,92.2,14.3,2,1.54,4.5,1.4,1.1,4.4,4.0,4.1,4.4,1.0,True,-0.0,-0.1,-0.294,0.112,0.02,0.063,0.011,0.16,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,4,169.28,3.46,168.55,-4.78,-2.82,-1.38,-5.0,5.05,1.67,5.45,-0.65,-12.87,-0.39,-0.8,2.25,0.5,2.0,-1.25,-55.55,-2.5,-2.0,4.0,0.82,4.0,0.0,0.0,0.0,-1.0,91.58,3.69,92.4,0.62,0.68,0.17,-2.9,18.85,2.04,18.7,-4.55,-24.14,-2.24,-6.0,4.5,0.5,4.55,0.0,0.0,0.0,0.4,1.88,0.5,1.9,-0.48,-25.33,-0.95,-0.9,1.82,0.5,1.7,-0.82,-45.2,-1.65,-0.8,21.8,GREEN,GREEN,29.3,1.0
P-000343,2025-06-01,6,168.3,9.5,3,4,85.1,23.5,2,1.97,5.0,1.0,1.8,3.2,3.9,4.0,3.5,1.7,True,-0.0,-0.1,0.642,0.104,0.078,0.091,0.134,0.001,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,5,168.9,3.98,168.55,-0.6,-0.36,-0.15,3.8,5.48,0.92,5.45,4.02,73.51,4.0,5.1,2.0,0.82,2.0,1.0,50.0,1.22,2.0,4.25,0.5,4.0,-0.25,-5.88,-0.5,0.0,93.02,1.41,92.45,-7.92,-8.52,-4.0,-7.1,18.15,3.06,18.7,5.35,29.48,1.75,9.2,4.47,0.5,4.5,0.53,11.73,1.05,0.5,1.88,0.5,1.9,-0.88,-46.66,-1.75,-0.4,1.67,0.59,1.65,0.03,1.49,0.04,0.7,29.3,GREEN,GREEN,25.5,1.0
P-000343,2025-07-01,7,163.1,5.5,2,6,90.8,16.6,2,1.17,4.5,1.8,2.6,3.9,3.9,4.3,4.8,1.8,True,-0.038,0.2,-0.292,-0.106,0.062,-0.044,-0.094,0.128,0,0,1,1,False,None,Base,1,8,Casual,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,6,167.48,2.13,167.95,-4.38,-2.61,-2.05,-5.2,6.2,2.26,5.45,-0.7,-11.29,-0.31,-4.0,2.25,0.96,2.5,-0.25,-11.11,-0.26,-1.0,4.25,0.5,4.0,1.75,41.18,3.5,2.0,91.12,4.25,92.15,-0.33,-0.36,-0.08,5.7,18.8,3.98,18.7,-2.2,-11.7,-0.55,-6.9,4.52,0.5,4.5,-0.02,-0.55,-0.05,-0.5,1.7,0.61,1.75,0.1,5.88,0.17,0.8,1.72,0.57,1.75,0.08,4.35,0.13,0.1,25.5,GREEN,GREEN,24.1,1.0
P-000343,2025-08-01,8,163.7,8.4,2,4,95.2,17.7,2,1.91,4.5,1.0,1.9,3.8,4.6,4.3,4.3,1.2,True,-0.0,-0.1,0.063,0.007,0.06,-0.082,0.116,0.227,0,0,1,1,False,None,Base,0,0,None,255,RM1220,29,Female,Research & Development,Laboratory Technician,1,4,Medical,Married,9,Travel_Rarely,No,9,5,3,1,2.0,4,3,3,3,3,3,2,2974,17,9,No,True,7,166.35,3.04,166.4,-2.65,-1.59,-0.87,0.6,6.15,2.28,5.35,2.25,36.58,0.99,2.9,2.25,0.96,2.5,-0.25,-11.11,-0.26,0.0,4.75,0.96,4.5,-0.75,-15.79,-0.78,-2.0,90.8,4.2,91.5,4.4,4.85,1.05,4.4,18.68,4.06,18.45,-0.98,-5.22,-0.24,1.1,4.52,0.5,4.5,-0.02,-0.55,-0.05,0.0,1.62,0.56,1.6,-0.62,-38.46,-1.12,-0.8,1.58,0.5,1.75,-0.38,-23.81,-0.75,-0.6,24.1,GREEN,GREEN,23.1,1.0
