personnel_id,deployment_id,month_idx,date,start_date,end_date,deployment_duration_days,deployment_type,operational_intensity,hardship_level,recovery_required,location_category
P-000239,DEP-V2-0000788,9,2025-09-01,2025-09-05,2025-09-27,22,Extended,5,5,True,Remote/Difficult Terrain
P-000241,DEP-V2-0000789,5,2025-05-01,2025-05-02,2025-05-26,24,Routine,3,2,False,Urban Base
P-000242,DEP-V2-0000790,4,2025-04-01,2025-04-03,2025-04-27,24,High Tempo,4,4,True,Semi-Urban Outpost
P-000242,DEP-V2-0000791,5,2025-05-01,2025-05-03,2025-05-28,25,High Tempo,4,3,True,Remote/Difficult Terrain
P-000242,DEP-V2-0000792,6,2025-06-01,2025-06-02,2025-06-26,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000242,DEP-V2-0000793,7,2025-07-01,2025-07-04,2025-07-25,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000242,DEP-V2-0000794,8,2025-08-01,2025-08-05,2025-08-27,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000243,DEP-V2-0000795,3,2025-03-01,2025-03-03,2025-03-26,23,Extended,4,5,True,High Altitude/Extreme
P-000243,DEP-V2-0000796,4,2025-04-01,2025-04-05,2025-04-25,20,Extended,4,4,True,High Altitude/Extreme
P-000243,DEP-V2-0000797,5,2025-05-01,2025-05-03,2025-05-23,20,Extended,4,5,True,Remote/Difficult Terrain
P-000243,DEP-V2-0000798,6,2025-06-01,2025-06-05,2025-06-28,23,Extended,4,5,True,High Altitude/Extreme
P-000243,DEP-V2-0000799,7,2025-07-01,2025-07-05,2025-07-23,18,Extended,4,5,True,High Altitude/Extreme
P-000243,DEP-V2-0000800,8,2025-08-01,2025-08-03,2025-08-23,20,Extended,4,5,True,High Altitude/Extreme
P-000243,DEP-V2-0000801,9,2025-09-01,2025-09-04,2025-09-25,21,Extended,4,4,True,High Altitude/Extreme
P-000244,DEP-V2-0000802,5,2025-05-01,2025-05-04,2025-05-25,21,Routine,2,2,False,Urban Base
P-000245,DEP-V2-0000803,5,2025-05-01,2025-05-05,2025-05-26,21,Routine,1,1,False,Urban Base
P-000246,DEP-V2-0000804,4,2025-04-01,2025-04-02,2025-04-23,21,Routine,2,1,False,Urban Base
P-000247,DEP-V2-0000805,4,2025-04-01,2025-04-05,2025-04-26,21,Routine,2,2,False,Urban Base
P-000248,DEP-V2-0000806,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,1,1,False,Semi-Urban Outpost
P-000249,DEP-V2-0000807,4,2025-04-01,2025-04-05,2025-04-25,20,Routine,2,2,False,Urban Base
P-000249,DEP-V2-0000808,5,2025-05-01,2025-05-04,2025-05-26,22,Routine,3,1,False,Urban Base
P-000250,DEP-V2-0000809,4,2025-04-01,2025-04-03,2025-04-28,25,Routine,1,1,False,Urban Base
P-000250,DEP-V2-0000810,5,2025-05-01,2025-05-03,2025-05-25,22,Routine,1,2,False,Urban Base
P-000251,DEP-V2-0000811,5,2025-05-01,2025-05-04,2025-05-27,23,Routine,2,1,False,Urban Base
P-000252,DEP-V2-0000812,4,2025-04-01,2025-04-04,2025-04-27,23,High Tempo,5,3,True,Semi-Urban Outpost
P-000252,DEP-V2-0000813,5,2025-05-01,2025-05-05,2025-05-26,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000252,DEP-V2-0000814,6,2025-06-01,2025-06-05,2025-06-27,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000252,DEP-V2-0000815,7,2025-07-01,2025-07-02,2025-07-27,25,High Tempo,3,3,False,Semi-Urban Outpost
P-000252,DEP-V2-0000816,8,2025-08-01,2025-08-02,2025-08-25,23,High Tempo,3,3,False,Semi-Urban Outpost
P-000253,DEP-V2-0000817,5,2025-05-01,2025-05-03,2025-05-24,21,Routine,2,1,False,Urban Base
P-000254,DEP-V2-0000818,4,2025-04-01,2025-04-04,2025-04-25,21,Extended,5,4,True,High Altitude/Extreme
P-000254,DEP-V2-0000819,5,2025-05-01,2025-05-02,2025-05-24,22,High Tempo,5,4,True,Remote/Difficult Terrain
P-000254,DEP-V2-0000820,6,2025-06-01,2025-06-05,2025-06-25,20,High Tempo,4,4,True,High Altitude/Extreme
P-000254,DEP-V2-0000821,7,2025-07-01,2025-07-05,2025-07-26,21,Extended,4,4,True,Remote/Difficult Terrain
P-000254,DEP-V2-0000822,8,2025-08-01,2025-08-03,2025-08-23,20,Extended,4,5,True,Remote/Difficult Terrain
P-000254,DEP-V2-0000823,9,2025-09-01,2025-09-05,2025-09-25,20,Extended,5,5,True,Remote/Difficult Terrain
P-000254,DEP-V2-0000824,10,2025-10-01,2025-10-02,2025-10-27,25,Extended,5,5,True,High Altitude/Extreme
P-000254,DEP-V2-0000825,11,2025-11-01,2025-11-05,2025-11-28,23,High Tempo,5,5,True,Remote/Difficult Terrain
P-000257,DEP-V2-0000826,5,2025-05-01,2025-05-02,2025-05-23,21,Routine,2,1,False,Urban Base
P-000258,DEP-V2-0000827,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,2,1,False,Semi-Urban Outpost
P-000259,DEP-V2-0000828,3,2025-03-01,2025-03-02,2025-03-28,26,Extended,4,5,True,Remote/Difficult Terrain
P-000259,DEP-V2-0000829,4,2025-04-01,2025-04-05,2025-04-26,21,Extended,5,5,True,High Altitude/Extreme
P-000259,DEP-V2-0000830,5,2025-05-01,2025-05-03,2025-05-23,20,Extended,4,5,True,Remote/Difficult Terrain
P-000259,DEP-V2-0000831,6,2025-06-01,2025-06-05,2025-06-28,23,Extended,5,5,True,Remote/Difficult Terrain
P-000259,DEP-V2-0000832,7,2025-07-01,2025-07-04,2025-07-27,23,Extended,4,4,True,Remote/Difficult Terrain
P-000259,DEP-V2-0000833,8,2025-08-01,2025-08-02,2025-08-25,23,Extended,4,4,True,Remote/Difficult Terrain
P-000259,DEP-V2-0000834,9,2025-09-01,2025-09-04,2025-09-26,22,Extended,3,5,True,High Altitude/Extreme
P-000260,DEP-V2-0000835,6,2025-06-01,2025-06-03,2025-06-26,23,High Tempo,4,3,True,Semi-Urban Outpost
P-000260,DEP-V2-0000836,7,2025-07-01,2025-07-02,2025-07-27,25,High Tempo,4,3,True,Semi-Urban Outpost
P-000261,DEP-V2-0000837,3,2025-03-01,2025-03-05,2025-03-23,18,Extended,5,4,True,High Altitude/Extreme
P-000261,DEP-V2-0000838,4,2025-04-01,2025-04-03,2025-04-28,25,Extended,4,5,True,Remote/Difficult Terrain
P-000261,DEP-V2-0000839,5,2025-05-01,2025-05-05,2025-05-27,22,Extended,4,4,True,High Altitude/Extreme
P-000261,DEP-V2-0000840,6,2025-06-01,2025-06-04,2025-06-26,22,Extended,4,4,True,Remote/Difficult Terrain
P-000261,DEP-V2-0000841,7,2025-07-01,2025-07-04,2025-07-28,24,Extended,4,4,True,High Altitude/Extreme
P-000261,DEP-V2-0000842,8,2025-08-01,2025-08-04,2025-08-26,22,Extended,4,4,True,High Altitude/Extreme
P-000261,DEP-V2-0000843,9,2025-09-01,2025-09-03,2025-09-26,23,Extended,4,5,True,Remote/Difficult Terrain
P-000262,DEP-V2-0000844,5,2025-05-01,2025-05-03,2025-05-26,23,Routine,3,2,False,Urban Base
P-000263,DEP-V2-0000845,3,2025-03-01,2025-03-05,2025-03-27,22,Extended,4,5,True,Remote/Difficult Terrain
P-000263,DEP-V2-0000846,4,2025-04-01,2025-04-05,2025-04-24,19,Extended,4,5,True,Remote/Difficult Terrain
P-000263,DEP-V2-0000847,5,2025-05-01,2025-05-05,2025-05-26,21,Extended,3,4,True,Remote/Difficult Terrain
P-000263,DEP-V2-0000848,6,2025-06-01,2025-06-03,2025-06-23,20,Extended,4,5,True,Remote/Difficult Terrain
P-000263,DEP-V2-0000849,7,2025-07-01,2025-07-02,2025-07-23,21,Extended,5,4,True,High Altitude/Extreme
P-000263,DEP-V2-0000850,8,2025-08-01,2025-08-02,2025-08-28,26,Extended,4,4,True,High Altitude/Extreme
P-000263,DEP-V2-0000851,9,2025-09-01,2025-09-02,2025-09-24,22,Extended,5,4,True,High Altitude/Extreme
P-000264,DEP-V2-0000852,4,2025-04-01,2025-04-03,2025-04-24,21,Routine,2,2,False,Urban Base
P-000265,DEP-V2-0000853,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,2,2,False,Semi-Urban Outpost
P-000266,DEP-V2-0000854,4,2025-04-01,2025-04-02,2025-04-27,25,Routine,2,1,False,Urban Base
P-000267,DEP-V2-0000855,4,2025-04-01,2025-04-04,2025-04-27,23,High Tempo,3,4,True,Remote/Difficult Terrain
P-000267,DEP-V2-0000856,5,2025-05-01,2025-05-03,2025-05-24,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000267,DEP-V2-0000857,6,2025-06-01,2025-06-02,2025-06-23,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000267,DEP-V2-0000858,7,2025-07-01,2025-07-05,2025-07-26,21,High Tempo,5,3,True,Semi-Urban Outpost
P-000267,DEP-V2-0000859,8,2025-08-01,2025-08-02,2025-08-24,22,High Tempo,3,3,False,Semi-Urban Outpost
P-000268,DEP-V2-0000860,5,2025-05-01,2025-05-04,2025-05-27,23,Routine,2,1,False,Urban Base
P-000269,DEP-V2-0000861,4,2025-04-01,2025-04-02,2025-04-28,26,Routine,1,1,False,Urban Base
P-000270,DEP-V2-0000862,3,2025-03-01,2025-03-02,2025-03-26,24,Extended,4,5,True,High Altitude/Extreme
P-000270,DEP-V2-0000863,4,2025-04-01,2025-04-04,2025-04-24,20,Extended,3,4,True,High Altitude/Extreme
P-000270,DEP-V2-0000864,5,2025-05-01,2025-05-05,2025-05-27,22,Extended,4,5,True,High Altitude/Extreme
P-000270,DEP-V2-0000865,6,2025-06-01,2025-06-02,2025-06-25,23,Extended,4,4,True,High Altitude/Extreme
P-000270,DEP-V2-0000866,7,2025-07-01,2025-07-05,2025-07-25,20,Extended,4,5,True,Remote/Difficult Terrain
P-000270,DEP-V2-0000867,8,2025-08-01,2025-08-05,2025-08-23,18,Extended,4,4,True,High Altitude/Extreme
P-000270,DEP-V2-0000868,9,2025-09-01,2025-09-03,2025-09-23,20,Extended,5,4,True,High Altitude/Extreme
P-000271,DEP-V2-0000869,4,2025-04-01,2025-04-04,2025-04-23,19,High Tempo,5,5,True,Remote/Difficult Terrain
P-000271,DEP-V2-0000870,5,2025-05-01,2025-05-05,2025-05-27,22,Extended,5,4,True,High Altitude/Extreme
P-000271,DEP-V2-0000871,6,2025-06-01,2025-06-02,2025-06-24,22,Extended,4,5,True,High Altitude/Extreme
P-000271,DEP-V2-0000872,7,2025-07-01,2025-07-02,2025-07-28,26,High Tempo,5,5,True,Remote/Difficult Terrain
P-000271,DEP-V2-0000873,8,2025-08-01,2025-08-05,2025-08-26,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000271,DEP-V2-0000874,9,2025-09-01,2025-09-05,2025-09-26,21,High Tempo,5,5,True,High Altitude/Extreme
P-000271,DEP-V2-0000875,10,2025-10-01,2025-10-02,2025-10-26,24,High Tempo,5,5,True,High Altitude/Extreme
P-000271,DEP-V2-0000876,11,2025-11-01,2025-11-04,2025-11-24,20,Extended,5,5,True,Remote/Difficult Terrain
P-000273,DEP-V2-0000877,4,2025-04-01,2025-04-02,2025-04-24,22,Routine,1,1,False,Semi-Urban Outpost
P-000274,DEP-V2-0000878,4,2025-04-01,2025-04-02,2025-04-27,25,High Tempo,4,3,True,Remote/Difficult Terrain
P-000274,DEP-V2-0000879,5,2025-05-01,2025-05-04,2025-05-24,20,High Tempo,3,3,False,Semi-Urban Outpost
P-000274,DEP-V2-0000880,6,2025-06-01,2025-06-05,2025-06-28,23,High Tempo,5,4,True,Semi-Urban Outpost
P-000274,DEP-V2-0000881,7,2025-07-01,2025-07-04,2025-07-24,20,High Tempo,3,3,False,Remote/Difficult Terrain
P-000274,DEP-V2-0000882,8,2025-08-01,2025-08-04,2025-08-23,19,High Tempo,4,3,True,Semi-Urban Outpost
P-000275,DEP-V2-0000883,6,2025-06-01,2025-06-02,2025-06-25,23,High Tempo,4,3,True,Semi-Urban Outpost
P-000275,DEP-V2-0000884,7,2025-07-01,2025-07-04,2025-07-26,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000277,DEP-V2-0000885,6,2025-06-01,2025-06-03,2025-06-27,24,High Tempo,4,3,True,Semi-Urban Outpost
P-000277,DEP-V2-0000886,7,2025-07-01,2025-07-02,2025-07-28,26,High Tempo,4,3,True,Semi-Urban Outpost
P-000278,DEP-V2-0000887,2,2025-02-01,2025-02-02,2025-02-23,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000278,DEP-V2-0000888,3,2025-03-01,2025-03-03,2025-03-24,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000278,DEP-V2-0000889,4,2025-04-01,2025-04-02,2025-04-28,26,High Tempo,4,4,True,Remote/Difficult Terrain
P-000278,DEP-V2-0000890,5,2025-05-01,2025-05-03,2025-05-23,20,High Tempo,4,4,True,Remote/Difficult Terrain
P-000280,DEP-V2-0000891,5,2025-05-01,2025-05-04,2025-05-25,21,Routine,2,1,False,Urban Base
P-000281,DEP-V2-0000892,4,2025-04-01,2025-04-04,2025-04-28,24,Extended,4,5,True,Remote/Difficult Terrain
P-000281,DEP-V2-0000893,5,2025-05-01,2025-05-02,2025-05-24,22,Extended,4,5,True,High Altitude/Extreme
P-000281,DEP-V2-0000894,6,2025-06-01,2025-06-04,2025-06-23,19,Extended,5,4,True,Remote/Difficult Terrain
P-000281,DEP-V2-0000895,7,2025-07-01,2025-07-04,2025-07-23,19,High Tempo,4,5,True,High Altitude/Extreme
P-000281,DEP-V2-0000896,8,2025-08-01,2025-08-04,2025-08-28,24,High Tempo,5,4,True,High Altitude/Extreme
P-000281,DEP-V2-0000897,9,2025-09-01,2025-09-03,2025-09-24,21,High Tempo,5,4,True,High Altitude/Extreme
P-000281,DEP-V2-0000898,10,2025-10-01,2025-10-05,2025-10-25,20,High Tempo,5,5,True,Remote/Difficult Terrain
P-000281,DEP-V2-0000899,11,2025-11-01,2025-11-04,2025-11-25,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000282,DEP-V2-0000900,4,2025-04-01,2025-04-05,2025-04-26,21,High Tempo,5,3,True,Remote/Difficult Terrain
P-000282,DEP-V2-0000901,5,2025-05-01,2025-05-04,2025-05-23,19,High Tempo,5,3,True,Remote/Difficult Terrain
P-000282,DEP-V2-0000902,6,2025-06-01,2025-06-02,2025-06-26,24,High Tempo,3,4,True,Semi-Urban Outpost
P-000282,DEP-V2-0000903,7,2025-07-01,2025-07-05,2025-07-25,20,High Tempo,5,4,True,Remote/Difficult Terrain
P-000282,DEP-V2-0000904,8,2025-08-01,2025-08-02,2025-08-23,21,High Tempo,4,3,True,Remote/Difficult Terrain
P-000283,DEP-V2-0000905,2,2025-02-01,2025-02-03,2025-02-27,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000283,DEP-V2-0000906,3,2025-03-01,2025-03-05,2025-03-23,18,High Tempo,4,4,True,Remote/Difficult Terrain
P-000283,DEP-V2-0000907,4,2025-04-01,2025-04-05,2025-04-26,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000283,DEP-V2-0000908,5,2025-05-01,2025-05-04,2025-05-23,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000909,4,2025-04-01,2025-04-04,2025-04-28,24,Extended,5,5,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000910,5,2025-05-01,2025-05-03,2025-05-26,23,High Tempo,5,5,True,High Altitude/Extreme
P-000284,DEP-V2-0000911,6,2025-06-01,2025-06-03,2025-06-28,25,High Tempo,5,4,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000912,7,2025-07-01,2025-07-05,2025-07-25,20,Extended,5,5,True,High Altitude/Extreme
P-000284,DEP-V2-0000913,8,2025-08-01,2025-08-05,2025-08-25,20,Extended,4,4,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000914,9,2025-09-01,2025-09-03,2025-09-28,25,Extended,4,5,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000915,10,2025-10-01,2025-10-05,2025-10-24,19,High Tempo,5,4,True,Remote/Difficult Terrain
P-000284,DEP-V2-0000916,11,2025-11-01,2025-11-02,2025-11-28,26,Extended,5,5,True,Remote/Difficult Terrain
P-000285,DEP-V2-0000917,4,2025-04-01,2025-04-02,2025-04-26,24,Routine,2,1,False,Urban Base
P-000286,DEP-V2-0000918,5,2025-05-01,2025-05-04,2025-05-23,19,Routine,2,1,False,Urban Base
P-000289,DEP-V2-0000919,4,2025-04-01,2025-04-05,2025-04-26,21,Routine,1,1,False,Urban Base
P-000289,DEP-V2-0000920,5,2025-05-01,2025-05-04,2025-05-24,20,Routine,2,2,False,Urban Base
P-000290,DEP-V2-0000921,6,2025-06-01,2025-06-05,2025-06-23,18,High Tempo,4,3,True,Semi-Urban Outpost
P-000290,DEP-V2-0000922,7,2025-07-01,2025-07-02,2025-07-28,26,High Tempo,4,3,True,Semi-Urban Outpost
P-000291,DEP-V2-0000923,4,2025-04-01,2025-04-04,2025-04-25,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000291,DEP-V2-0000924,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,3,4,True,Remote/Difficult Terrain
P-000291,DEP-V2-0000925,6,2025-06-01,2025-06-02,2025-06-24,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000291,DEP-V2-0000926,7,2025-07-01,2025-07-03,2025-07-25,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000291,DEP-V2-0000927,8,2025-08-01,2025-08-03,2025-08-24,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000292,DEP-V2-0000928,6,2025-06-01,2025-06-04,2025-06-23,19,High Tempo,4,3,True,Semi-Urban Outpost
P-000292,DEP-V2-0000929,7,2025-07-01,2025-07-03,2025-07-25,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000293,DEP-V2-0000930,2,2025-02-01,2025-02-03,2025-02-25,22,High Tempo,4,4,True,Remote/Difficult Terrain
P-000293,DEP-V2-0000931,3,2025-03-01,2025-03-02,2025-03-27,25,High Tempo,4,4,True,Remote/Difficult Terrain
P-000293,DEP-V2-0000932,4,2025-04-01,2025-04-03,2025-04-24,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000293,DEP-V2-0000933,5,2025-05-01,2025-05-02,2025-05-27,25,High Tempo,4,4,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000934,4,2025-04-01,2025-04-03,2025-04-23,20,High Tempo,5,5,True,High Altitude/Extreme
P-000294,DEP-V2-0000935,5,2025-05-01,2025-05-04,2025-05-23,19,Extended,5,5,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000936,6,2025-06-01,2025-06-04,2025-06-28,24,Extended,5,5,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000937,7,2025-07-01,2025-07-02,2025-07-27,25,High Tempo,5,5,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000938,8,2025-08-01,2025-08-02,2025-08-26,24,High Tempo,5,5,True,High Altitude/Extreme
P-000294,DEP-V2-0000939,9,2025-09-01,2025-09-03,2025-09-27,24,Extended,5,5,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000940,10,2025-10-01,2025-10-04,2025-10-25,21,High Tempo,4,5,True,Remote/Difficult Terrain
P-000294,DEP-V2-0000941,11,2025-11-01,2025-11-05,2025-11-23,18,Extended,4,5,True,Remote/Difficult Terrain
P-000296,DEP-V2-0000942,5,2025-05-01,2025-05-02,2025-05-24,22,Routine,1,1,False,Urban Base
P-000298,DEP-V2-0000943,4,2025-04-01,2025-04-05,2025-04-26,21,Routine,2,1,False,Semi-Urban Outpost
P-000299,DEP-V2-0000944,3,2025-03-01,2025-03-05,2025-03-23,18,Extended,4,5,True,Remote/Difficult Terrain
P-000299,DEP-V2-0000945,4,2025-04-01,2025-04-02,2025-04-28,26,Extended,3,4,True,High Altitude/Extreme
P-000299,DEP-V2-0000946,5,2025-05-01,2025-05-05,2025-05-25,20,Extended,4,5,True,Remote/Difficult Terrain
P-000299,DEP-V2-0000947,6,2025-06-01,2025-06-03,2025-06-26,23,Extended,4,5,True,Remote/Difficult Terrain
P-000299,DEP-V2-0000948,7,2025-07-01,2025-07-03,2025-07-24,21,Extended,4,4,True,Remote/Difficult Terrain
P-000299,DEP-V2-0000949,8,2025-08-01,2025-08-04,2025-08-25,21,Extended,4,5,True,Remote/Difficult Terrain
P-000299,DEP-V2-0000950,9,2025-09-01,2025-09-03,2025-09-28,25,Extended,4,5,True,High Altitude/Extreme
P-000300,DEP-V2-0000951,5,2025-05-01,2025-05-03,2025-05-25,22,Routine,2,2,False,Urban Base
P-000301,DEP-V2-0000952,4,2025-04-01,2025-04-03,2025-04-27,24,Routine,3,1,False,Urban Base
P-000303,DEP-V2-0000953,5,2025-05-01,2025-05-04,2025-05-23,19,Routine,1,1,False,Urban Base
P-000304,DEP-V2-0000954,4,2025-04-01,2025-04-02,2025-04-24,22,High Tempo,3,4,True,Remote/Difficult Terrain
P-000304,DEP-V2-0000955,5,2025-05-01,2025-05-05,2025-05-27,22,High Tempo,5,3,True,Remote/Difficult Terrain
P-000304,DEP-V2-0000956,6,2025-06-01,2025-06-04,2025-06-28,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000304,DEP-V2-0000957,7,2025-07-01,2025-07-02,2025-07-28,26,High Tempo,4,3,True,Remote/Difficult Terrain
P-000304,DEP-V2-0000958,8,2025-08-01,2025-08-03,2025-08-25,22,High Tempo,4,3,True,Semi-Urban Outpost
P-000305,DEP-V2-0000959,4,2025-04-01,2025-04-03,2025-04-25,22,High Tempo,4,3,True,Remote/Difficult Terrain
P-000305,DEP-V2-0000960,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,4,4,True,Remote/Difficult Terrain
P-000305,DEP-V2-0000961,6,2025-06-01,2025-06-02,2025-06-24,22,High Tempo,5,3,True,Semi-Urban Outpost
P-000305,DEP-V2-0000962,7,2025-07-01,2025-07-03,2025-07-27,24,High Tempo,4,4,True,Remote/Difficult Terrain
P-000305,DEP-V2-0000963,8,2025-08-01,2025-08-02,2025-08-23,21,High Tempo,5,3,True,Remote/Difficult Terrain
P-000306,DEP-V2-0000964,4,2025-04-01,2025-04-03,2025-04-24,21,High Tempo,3,3,False,Semi-Urban Outpost
P-000306,DEP-V2-0000965,5,2025-05-01,2025-05-04,2025-05-25,21,High Tempo,4,4,True,Remote/Difficult Terrain
P-000306,DEP-V2-0000966,6,2025-06-01,2025-06-02,2025-06-27,25,High Tempo,5,3,True,Semi-Urban Outpost
P-000306,DEP-V2-0000967,7,2025-07-01,2025-07-02,2025-07-26,24,High Tempo,4,3,True,Remote/Difficult Terrain
P-000306,DEP-V2-0000968,8,2025-08-01,2025-08-02,2025-08-23,21,High Tempo,5,4,True,Semi-Urban Outpost
P-000307,DEP-V2-0000969,5,2025-05-01,2025-05-02,2025-05-27,25,Routine,2,1,False,Urban Base
P-000308,DEP-V2-0000970,4,2025-04-01,2025-04-03,2025-04-23,20,Routine,2,1,False,Urban Base
P-000309,DEP-V2-0000971,3,2025-03-01,2025-03-02,2025-03-28,26,Extended,4,4,True,High Altitude/Extreme
P-000309,DEP-V2-0000972,4,2025-04-01,2025-04-02,2025-04-23,21,Extended,4,5,True,Remote/Difficult Terrain
P-000309,DEP-V2-0000973,5,2025-05-01,2025-05-04,2025-05-28,24,Extended,4,5,True,High Altitude/Extreme
P-000309,DEP-V2-0000974,6,2025-06-01,2025-06-05,2025-06-27,22,Extended,3,4,True,Remote/Difficult Terrain
P-000309,DEP-V2-0000975,7,2025-07-01,2025-07-03,2025-07-25,22,Extended,3,4,True,High Altitude/Extreme
P-000309,DEP-V2-0000976,8,2025-08-01,2025-08-02,2025-08-24,22,Extended,5,4,True,High Altitude/Extreme
P-000309,DEP-V2-0000977,9,2025-09-01,2025-09-02,2025-09-25,23,Extended,3,4,True,Remote/Difficult Terrain
P-000310,DEP-V2-0000978,4,2025-04-01,2025-04-05,2025-04-24,19,High Tempo,5,3,True,Remote/Difficult Terrain
P-000310,DEP-V2-0000979,5,2025-05-01,2025-05-05,2025-05-26,21,High Tempo,3,4,True,Semi-Urban Outpost
P-000310,DEP-V2-0000980,6,2025-06-01,2025-06-02,2025-06-25,23,High Tempo,4,3,True,Semi-Urban Outpost
P-000310,DEP-V2-0000981,7,2025-07-01,2025-07-04,2025-07-25,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000310,DEP-V2-0000982,8,2025-08-01,2025-08-03,2025-08-26,23,High Tempo,3,4,True,Semi-Urban Outpost
P-000312,DEP-V2-0000983,4,2025-04-01,2025-04-05,2025-04-27,22,Routine,1,1,False,Semi-Urban Outpost
P-000313,DEP-V2-0000984,4,2025-04-01,2025-04-04,2025-04-28,24,Extended,4,5,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000985,5,2025-05-01,2025-05-05,2025-05-24,19,High Tempo,5,5,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000986,6,2025-06-01,2025-06-04,2025-06-25,21,High Tempo,5,4,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000987,7,2025-07-01,2025-07-02,2025-07-26,24,High Tempo,5,5,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000988,8,2025-08-01,2025-08-05,2025-08-25,20,Extended,5,4,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000989,9,2025-09-01,2025-09-02,2025-09-23,21,High Tempo,5,5,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000990,10,2025-10-01,2025-10-04,2025-10-27,23,Extended,4,4,True,Remote/Difficult Terrain
P-000313,DEP-V2-0000991,11,2025-11-01,2025-11-03,2025-11-25,22,High Tempo,5,5,True,High Altitude/Extreme
P-000314,DEP-V2-0000992,4,2025-04-01,2025-04-04,2025-04-24,20,Routine,2,1,False,Semi-Urban Outpost
P-000315,DEP-V2-0000993,3,2025-03-01,2025-03-02,2025-03-26,24,Extended,3,5,True,High Altitude/Extreme
P-000315,DEP-V2-0000994,4,2025-04-01,2025-04-03,2025-04-25,22,Extended,4,5,True,Remote/Difficult Terrain
P-000315,DEP-V2-0000995,5,2025-05-01,2025-05-05,2025-05-26,21,Extended,5,4,True,High Altitude/Extreme
P-000315,DEP-V2-0000996,6,2025-06-01,2025-06-04,2025-06-28,24,Extended,4,4,True,Remote/Difficult Terrain
P-000315,DEP-V2-0000997,7,2025-07-01,2025-07-05,2025-07-27,22,Extended,4,4,True,High Altitude/Extreme
P-000315,DEP-V2-0000998,8,2025-08-01,2025-08-04,2025-08-25,21,Extended,4,4,True,High Altitude/Extreme
P-000315,DEP-V2-0000999,9,2025-09-01,2025-09-04,2025-09-27,23,Extended,4,4,True,Remote/Difficult Terrain
P-000316,DEP-V2-0001000,5,2025-05-01,2025-05-02,2025-05-27,25,Routine,3,1,False,Urban Base
P-000317,DEP-V2-0001001,4,2025-04-01,2025-04-02,2025-04-28,26,High Tempo,4,3,True,Remote/Difficult Terrain
P-000317,DEP-V2-0001002,5,2025-05-01,2025-05-03,2025-05-26,23,High Tempo,3,4,True,Semi-Urban Outpost
P-000317,DEP-V2-0001003,6,2025-06-01,2025-06-02,2025-06-23,21,High Tempo,4,3,True,Semi-Urban Outpost
P-000317,DEP-V2-0001004,7,2025-07-01,2025-07-02,2025-07-27,25,High Tempo,5,4,True,Semi-Urban Outpost
P-000317,DEP-V2-0001005,8,2025-08-01,2025-08-04,2025-08-24,20,High Tempo,4,3,True,Semi-Urban Outpost
P-000318,DEP-V2-0001006,4,2025-04-01,2025-04-03,2025-04-27,24,High Tempo,3,4,True,Remote/Difficult Terrain
