personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity
P-000391,2025-12-01,12,180.7,9.7,2,5,88.1,26.1,2,1.86
P-000392,2025-01-01,1,172.7,9.5,1,4,87.5,20.6,2,1.7
P-000392,2025-02-01,2,173.2,5.7,2,5,93.9,19.5,2,1.37
P-000392,2025-03-01,3,172.9,4.8,1,4,93.7,16.3,2,1.21
P-000392,2025-04-01,4,186.5,7.8,2,5,93.8,25.4,2,1.51
P-000392,2025-05-01,5,179.4,4.0,2,4,96.6,20.5,2,1.68
P-000392,2025-06-01,6,171.9,5.5,2,5,89.6,18.8,2,1.0
P-000392,2025-07-01,7,177.6,6.8,4,5,91.3,24.9,2,1.18
P-000392,2025-08-01,8,175.1,4.9,4,3,94.6,21.7,2,1.37
P-000392,2025-09-01,9,176.7,5.9,1,5,96.8,19.7,2,1.83
P-000392,2025-10-01,10,180.5,3.3,1,5,92.3,20.0,2,1.49
P-000392,2025-11-01,11,177.2,4.3,2,4,90.9,19.5,2,1.1
P-000392,2025-12-01,12,175.5,4.7,4,3,91.9,22.6,2,1.5
P-000393,2025-01-01,1,181.9,3.2,2,5,96.0,21.2,2,1.4
P-000393,2025-02-01,2,183.2,8.4,2,5,91.8,23.8,2,1.08
P-000393,2025-03-01,3,184.0,5.1,3,5,91.4,25.5,2,1.51
P-000393,2025-04-01,4,182.3,6.8,4,5,94.1,27.1,3,1.63
P-000393,2025-05-01,5,176.6,7.8,1,7,90.9,20.9,2,1.04
P-000393,2025-06-01,6,179.4,5.9,1,6,100.3,21.0,2,1.93
P-000393,2025-07-01,7,168.6,7.4,1,4,94.9,17.0,2,1.75
P-000393,2025-08-01,8,181.8,2.1,3,6,92.7,24.8,2,1.87
P-000393,2025-09-01,9,181.8,6.7,2,5,92.9,22.6,2,1.16
P-000393,2025-10-01,10,178.0,3.5,0,5,85.7,17.5,2,1.02
P-000393,2025-11-01,11,183.2,9.8,1,4,96.3,21.3,2,1.15
P-000393,2025-12-01,12,175.5,5.2,1,5,92.6,18.6,2,1.34
P-000394,2025-01-01,1,199.5,16.3,2,7,75.5,39.6,3,2.05
P-000394,2025-02-01,2,187.6,15.0,3,6,76.0,37.8,3,2.85
P-000394,2025-03-01,3,190.9,5.1,4,4,80.0,33.3,3,2.41
P-000394,2025-04-01,4,238.6,53.6,10,10,42.8,96.7,5,4.61
P-000394,2025-05-01,5,246.4,51.7,5,7,38.4,89.3,5,4.69
P-000394,2025-06-01,6,235.3,45.8,7,12,38.0,90.1,5,4.88
P-000394,2025-07-01,7,246.6,50.1,10,10,36.1,98.0,5,4.66
P-000394,2025-08-01,8,254.7,58.5,14,9,40.8,98.0,5,4.53
P-000394,2025-09-01,9,257.0,47.5,8,15,37.2,98.0,5,4.2
P-000394,2025-10-01,10,258.3,53.7,11,11,39.1,98.0,5,4.43
P-000394,2025-11-01,11,260.5,52.8,12,12,34.3,98.0,5,4.45
P-000394,2025-12-01,12,260.3,48.8,12,10,38.4,98.0,5,4.38
P-000395,2025-01-01,1,177.8,4.6,2,4,90.6,20.4,2,1.29
P-000395,2025-02-01,2,171.6,0.9,4,4,91.4,20.9,2,1.68
P-000395,2025-03-01,3,179.2,5.9,1,4,94.5,19.0,2,1.28
P-000395,2025-04-01,4,174.2,9.8,4,4,91.8,25.5,3,1.73
P-000395,2025-05-01,5,178.2,3.5,1,4,93.5,18.1,2,1.39
P-000395,2025-06-01,6,178.1,11.9,4,4,93.0,28.1,2,1.95
P-000395,2025-07-01,7,181.4,4.8,2,5,92.2,22.0,2,1.24
P-000395,2025-08-01,8,179.1,2.8,0,6,96.6,17.2,2,1.38
P-000395,2025-09-01,9,173.6,7.4,1,5,94.0,19.1,2,1.53
P-000395,2025-10-01,10,171.9,4.9,1,3,95.1,14.8,2,1.09
P-000395,2025-11-01,11,173.4,6.2,3,5,89.7,23.1,2,1.73
P-000395,2025-12-01,12,177.9,3.0,2,5,96.6,20.2,2,1.64
P-000396,2025-01-01,1,167.6,4.9,0,4,96.0,12.5,1,1.27
P-000396,2025-02-01,2,210.9,33.0,8,6,48.1,68.7,4,3.54
P-000396,2025-03-01,3,212.3,33.2,8,8,48.0,70.6,4,3.5
P-000396,2025-04-01,4,206.1,34.4,4,7,47.7,63.1,4,4.09
P-000396,2025-05-01,5,217.0,31.5,10,8,48.6,74.7,4,3.52
P-000396,2025-06-01,6,113.4,0.0,0,3,120.0,5.0,1,1.0
P-000396,2025-07-01,7,165.9,4.5,2,5,96.2,15.4,1,1.14
P-000396,2025-08-01,8,169.6,2.0,0,4,97.2,12.8,1,1.68
P-000396,2025-09-01,9,166.6,6.6,1,3,95.4,13.6,1,1.09
P-000396,2025-10-01,10,163.8,10.5,0,5,93.8,14.8,1,1.34
P-000396,2025-11-01,11,172.4,6.0,1,4,95.6,16.6,1,1.34
P-000396,2025-12-01,12,170.2,6.3,0,6,95.5,15.8,1,1.41
P-000397,2025-01-01,1,181.8,16.6,4,6,75.4,35.3,3,1.71
P-000397,2025-02-01,2,181.0,12.9,3,6,76.8,32.3,3,1.98
P-000397,2025-03-01,3,183.9,16.5,3,4,75.4,37.1,3,3.32
P-000397,2025-04-01,4,231.1,43.4,6,10,48.3,81.9,5,4.52
P-000397,2025-05-01,5,235.5,37.5,9,8,48.4,84.1,5,4.33
P-000397,2025-06-01,6,235.3,52.9,9,11,40.5,92.3,5,3.67
P-000397,2025-07-01,7,249.1,57.7,6,12,48.0,96.0,5,4.71
P-000397,2025-08-01,8,249.6,50.7,7,14,43.5,96.5,5,4.46
P-000397,2025-09-01,9,250.7,49.8,12,10,38.5,98.0,5,4.49
P-000397,2025-10-01,10,250.0,52.3,10,8,37.6,98.0,5,4.79
P-000397,2025-11-01,11,257.4,56.0,14,12,35.4,98.0,5,4.73
P-000397,2025-12-01,12,260.9,52.6,7,10,33.8,98.0,5,4.98
P-000398,2025-01-01,1,169.9,6.2,0,6,94.5,15.8,2,1.36
P-000398,2025-02-01,2,175.3,8.3,1,4,90.6,19.0,2,1.15
P-000398,2025-03-01,3,163.4,5.0,4,4,85.5,20.3,2,1.5
P-000398,2025-04-01,4,167.1,4.8,4,5,89.1,21.0,2,1.3
P-000398,2025-05-01,5,169.3,4.9,1,4,90.3,16.6,3,1.57
P-000398,2025-06-01,6,164.4,4.9,1,5,90.2,16.1,2,1.76
P-000398,2025-07-01,7,171.2,5.5,2,6,97.5,17.8,2,1.0
P-000398,2025-08-01,8,169.1,1.6,2,4,96.0,15.8,2,1.59
P-000398,2025-09-01,9,170.0,5.3,2,4,89.9,17.6,2,1.09
P-000398,2025-10-01,10,168.0,5.7,4,4,89.1,20.3,2,1.0
P-000398,2025-11-01,11,168.1,2.1,2,5,94.4,15.3,2,1.04
P-000398,2025-12-01,12,165.1,7.7,4,4,93.7,19.8,2,1.21
P-000399,2025-01-01,1,167.5,10.3,4,4,87.9,24.4,2,1.84
P-000399,2025-02-01,2,167.1,11.3,2,5,87.5,21.7,2,1.72
P-000399,2025-03-01,3,207.4,44.6,5,13,41.6,72.8,3,3.36
P-000399,2025-04-01,4,210.3,34.0,5,9,44.8,68.1,4,4.16
P-000399,2025-05-01,5,214.8,33.6,5,12,44.9,70.1,4,3.6
P-000399,2025-06-01,6,222.0,36.8,9,9,43.9,79.9,4,4.04
P-000399,2025-07-01,7,210.6,36.1,10,11,44.2,77.4,4,3.58
P-000399,2025-08-01,8,217.1,42.4,4,7,42.3,71.6,3,4.2
P-000399,2025-09-01,9,210.3,41.9,6,7,42.4,72.9,4,4.44
P-000399,2025-10-01,10,169.5,7.8,3,4,88.9,22.6,2,2.02
P-000399,2025-11-01,11,166.6,7.9,1,5,88.8,18.3,2,1.74
P-000399,2025-12-01,12,161.2,6.2,3,5,89.5,18.3,2,1.5
P-000400,2025-01-01,1,180.6,5.0,2,3,90.0,21.0,2,1.31
P-000400,2025-02-01,2,169.5,3.4,2,3,90.6,18.1,2,2.02
P-000400,2025-03-01,3,221.5,37.6,10,8,43.7,80.5,4,3.8
P-000400,2025-04-01,4,222.7,40.9,8,7,42.7,80.2,3,4.49
P-000400,2025-05-01,5,226.8,42.4,9,10,42.3,84.9,4,4.04
P-000400,2025-06-01,6,218.7,33.7,5,7,44.9,69.2,4,4.02
P-000400,2025-07-01,7,223.1,33.2,4,11,45.0,72.4,3,4.37
P-000400,2025-08-01,8,214.5,38.0,7,10,43.6,76.0,3,4.39
P-000400,2025-09-01,9,220.2,29.3,5,8,46.2,69.8,3,4.58
P-000400,2025-10-01,10,178.5,13.3,4,5,86.7,30.4,2,1.85
P-000400,2025-11-01,11,181.9,8.7,4,5,88.5,29.1,2,1.78
P-000400,2025-12-01,12,171.3,7.4,2,3,89.0,18.9,2,1.28
P-000401,2025-01-01,1,182.6,6.2,4,5,89.8,26.8,2,1.25
P-000401,2025-02-01,2,178.7,2.1,1,6,94.6,18.5,2,1.27
P-000401,2025-03-01,3,176.8,4.9,1,5,93.6,19.9,2,1.82
P-000401,2025-04-01,4,182.0,7.9,2,6,90.6,24.2,2,1.14
P-000401,2025-05-01,5,176.8,1.7,2,5,91.3,20.4,2,1.69
P-000401,2025-06-01,6,180.6,6.3,2,5,91.5,23.0,2,1.45
P-000401,2025-07-01,7,179.7,8.4,1,3,91.4,21.6,2,1.86
P-000401,2025-08-01,8,174.9,6.9,3,5,94.7,22.7,2,1.63
P-000401,2025-09-01,9,178.2,0.4,1,3,89.8,16.6,2,1.3
P-000401,2025-10-01,10,177.8,5.9,4,4,91.4,23.4,2,1.0
P-000401,2025-11-01,11,168.7,2.9,1,4,88.1,15.6,2,1.4
P-000401,2025-12-01,12,180.7,6.5,0,4,96.4,17.1,2,1.04
P-000402,2025-01-01,1,165.7,4.8,1,5,96.1,14.8,1,1.53
P-000402,2025-02-01,2,213.4,38.4,6,13,46.5,75.2,4,4.24
P-000402,2025-03-01,3,213.1,35.4,5,10,47.4,68.9,4,3.79
P-000402,2025-04-01,4,213.9,34.1,4,6,47.8,64.6,4,3.93
P-000402,2025-05-01,5,211.8,33.2,10,7,48.0,75.3,4,4.42
P-000402,2025-06-01,6,114.5,0.0,0,3,120.0,5.0,1,1.0
P-000402,2025-07-01,7,166.9,0.3,1,6,97.9,13.5,1,1.44
P-000402,2025-08-01,8,167.3,3.0,3,4,96.8,15.9,1,1.02
P-000402,2025-09-01,9,167.3,7.8,1,4,94.9,14.8,1,1.0
P-000402,2025-10-01,10,167.0,2.8,1,3,96.9,12.5,1,1.35
P-000402,2025-11-01,11,168.6,3.8,0,4,96.5,12.0,1,1.15
P-000402,2025-12-01,12,171.2,7.8,1,5,94.9,18.3,1,1.59
P-000403,2025-01-01,1,189.4,6.9,1,4,87.2,24.4,2,1.32
P-000403,2025-02-01,2,193.6,11.7,1,6,85.3,30.3,2,1.59
P-000403,2025-03-01,3,189.1,11.1,1,5,85.6,28.8,2,2.02
P-000403,2025-04-01,4,218.5,32.0,5,8,46.3,68.3,3,3.81
P-000403,2025-05-01,5,220.1,20.1,4,7,43.1,62.3,4,3.84
P-000403,2025-06-01,6,219.1,33.0,4,9,42.5,67.0,3,3.17
P-000403,2025-07-01,7,235.8,25.9,4,7,48.5,68.7,3,3.67
P-000403,2025-08-01,8,228.5,26.2,9,8,51.4,73.8,3,3.27
P-000403,2025-09-01,9,187.8,18.9,3,7,82.4,37.1,2,2.08
P-000403,2025-10-01,10,188.0,13.0,1,7,84.8,29.6,2,1.58
P-000403,2025-11-01,11,188.2,8.8,4,5,86.5,31.2,2,1.54
P-000403,2025-12-01,12,187.5,13.6,1,5,84.6,28.9,2,1.78
P-000404,2025-01-01,1,179.9,8.6,3,6,78.5,30.1,3,2.11
P-000404,2025-02-01,2,181.8,8.9,5,5,78.4,36.0,3,3.07
P-000404,2025-03-01,3,182.6,25.0,4,7,72.0,42.9,3,2.7
P-000404,2025-04-01,4,229.0,47.1,11,11,47.7,91.5,5,4.38
P-000404,2025-05-01,5,232.1,53.1,5,11,45.0,85.8,5,4.5
P-000404,2025-06-01,6,229.5,42.3,9,12,41.8,88.3,5,4.46
P-000404,2025-07-01,7,231.1,47.7,6,12,39.2,87.7,5,4.91
P-000404,2025-08-01,8,242.5,52.3,12,9,40.6,98.0,5,4.2
P-000404,2025-09-01,9,246.9,55.0,12,10,33.0,98.0,5,4.56
P-000404,2025-10-01,10,252.6,47.1,8,11,39.6,96.6,5,4.52
P-000404,2025-11-01,11,248.0,57.5,12,11,37.5,98.0,5,4.16
P-000404,2025-12-01,12,247.7,55.1,5,14,35.1,95.3,5,4.25
P-000405,2025-01-01,1,174.3,9.5,1,4,91.7,18.6,2,1.0
P-000405,2025-02-01,2,166.4,5.3,4,5,95.3,19.8,2,1.29
P-000405,2025-03-01,3,176.0,4.9,1,3,93.7,19.1,2,2.15
P-000405,2025-04-01,4,172.9,0.4,1,4,99.2,13.4,2,1.17
P-000405,2025-05-01,5,173.2,7.3,1,4,88.8,20.7,2,2.15
P-000405,2025-06-01,6,172.5,7.9,0,4,92.9,16.0,2,1.22
P-000405,2025-07-01,7,170.8,0.0,2,4,98.1,15.6,2,1.7
P-000405,2025-08-01,8,174.7,10.3,1,5,88.9,20.3,2,1.0
P-000405,2025-09-01,9,176.0,7.0,1,4,87.6,18.9,2,1.0
P-000405,2025-10-01,10,171.4,5.9,0,3,91.0,15.8,2,1.74
P-000405,2025-11-01,11,171.8,2.6,4,7,94.3,23.3,2,1.76
P-000405,2025-12-01,12,175.2,7.6,1,5,94.7,18.6,2,1.15
P-000406,2025-01-01,1,158.6,7.7,1,3,94.9,11.3,1,1.09
P-000406,2025-02-01,2,214.7,31.8,4,10,48.5,65.0,4,3.34
P-000406,2025-03-01,3,215.8,32.1,4,7,48.4,64.1,4,3.58
P-000406,2025-04-01,4,208.7,25.9,10,7,50.2,69.7,4,3.96
P-000406,2025-05-01,5,209.3,30.1,7,11,49.0,67.4,4,3.11
P-000406,2025-06-01,6,111.3,0.0,0,3,120.0,5.0,1,1.0
P-000406,2025-07-01,7,163.4,4.8,1,4,96.1,13.1,1,1.43
P-000406,2025-08-01,8,168.1,3.2,2,4,96.7,14.5,1,1.0
P-000406,2025-09-01,9,162.2,5.5,1,4,95.8,12.5,1,1.23
P-000406,2025-10-01,10,160.6,7.4,1,5,95.0,14.2,1,1.48
P-000406,2025-11-01,11,167.9,4.3,3,3,96.3,16.3,1,1.14
P-000406,2025-12-01,12,155.5,6.4,1,3,95.4,10.3,1,1.38
P-000407,2025-01-01,1,167.4,15.5,3,6,89.9,25.1,2,1.55
P-000407,2025-02-01,2,170.0,8.7,1,3,94.6,16.1,2,1.22
P-000407,2025-03-01,3,179.7,9.4,2,3,92.6,21.5,2,1.07
P-000407,2025-04-01,4,171.6,4.8,0,6,92.5,16.0,2,1.33
P-000407,2025-05-01,5,168.6,9.5,3,5,84.8,23.2,2,1.54
P-000407,2025-06-01,6,176.1,7.3,2,3,93.6,19.8,2,1.34
P-000407,2025-07-01,7,170.5,0.0,1,4,94.8,14.1,2,1.56
P-000407,2025-08-01,8,171.2,4.5,4,4,94.5,20.1,2,1.06
P-000407,2025-09-01,9,171.8,11.6,0,6,89.7,19.7,2,1.41
P-000407,2025-10-01,10,169.5,0.4,3,6,93.2,19.0,2,1.58
P-000407,2025-11-01,11,162.5,4.4,2,3,90.7,14.4,2,1.35
P-000407,2025-12-01,12,168.6,5.1,3,5,93.2,20.2,2,1.67
P-000408,2025-01-01,1,167.5,5.8,4,4,93.0,20.1,2,1.25
P-000408,2025-02-01,2,164.6,12.6,2,4,86.1,21.0,2,1.71
P-000408,2025-03-01,3,169.0,8.2,2,5,93.1,19.1,2,1.35
P-000408,2025-04-01,4,172.7,8.2,3,6,87.4,25.6,2,2.05
P-000408,2025-05-01,5,168.2,4.9,3,5,93.3,19.7,3,1.57
P-000408,2025-06-01,6,175.6,5.3,2,5,88.4,21.3,2,1.43
P-000408,2025-07-01,7,165.8,4.4,3,5,93.5,18.0,2,1.32
P-000408,2025-08-01,8,176.2,5.2,1,6,91.0,19.1,2,1.05
P-000408,2025-09-01,9,176.5,5.8,4,5,92.8,24.1,2,1.36
P-000408,2025-10-01,10,168.4,3.5,2,6,92.9,17.5,2,1.29
P-000408,2025-11-01,11,166.4,10.4,0,4,86.4,16.2,2,1.25
P-000408,2025-12-01,12,170.8,11.5,0,4,93.8,18.2,2,1.82
P-000409,2025-01-01,1,161.0,5.1,2,3,96.0,13.0,1,1.3
P-000409,2025-02-01,2,207.8,38.1,4,7,46.6,64.7,4,3.8
P-000409,2025-03-01,3,203.5,33.1,4,6,48.1,59.1,4,3.39
P-000409,2025-04-01,4,200.7,30.3,6,6,48.9,61.9,4,4.06
P-000409,2025-05-01,5,205.7,32.1,4,9,48.4,62.8,4,3.95
P-000409,2025-06-01,6,108.3,0.0,0,3,120.0,5.0,1,1.0
P-000409,2025-07-01,7,164.9,3.0,2,4,96.8,13.8,1,1.19
P-000409,2025-08-01,8,162.9,4.5,0,3,96.2,10.6,1,1.48
P-000409,2025-09-01,9,157.6,6.3,1,5,95.5,11.7,1,1.14
P-000409,2025-10-01,10,158.6,6.6,1,6,95.4,12.6,1,1.01
P-000409,2025-11-01,11,154.0,8.3,2,6,94.7,13.4,1,1.0
P-000409,2025-12-01,12,157.3,5.7,1,4,95.7,11.1,1,1.3
P-000410,2025-01-01,1,170.5,4.8,0,5,91.8,14.8,2,1.21
P-000410,2025-02-01,2,172.0,5.3,0,5,92.0,17.7,2,2.08
P-000410,2025-03-01,3,166.7,6.0,1,4,92.7,14.7,2,1.18
P-000410,2025-04-01,4,174.1,5.3,2,6,88.2,21.7,2,1.48
P-000410,2025-05-01,5,171.1,8.6,3,5,89.2,23.5,2,1.75
P-000410,2025-06-01,6,169.7,9.9,4,3,95.8,21.3,2,1.22
P-000410,2025-07-01,7,172.2,7.6,3,3,93.8,22.2,2,2.15
P-000410,2025-08-01,8,174.4,3.4,2,5,90.7,19.4,2,1.33
P-000410,2025-09-01,9,168.6,5.0,3,3,91.7,18.6,2,1.47
P-000410,2025-10-01,10,169.4,5.3,1,3,92.9,16.5,2,1.89
P-000410,2025-11-01,11,171.7,12.2,2,5,86.1,23.0,2,1.34
P-000410,2025-12-01,12,159.4,3.3,1,5,94.9,10.9,2,1.0
P-000411,2025-01-01,1,165.7,7.4,1,3,88.2,14.8,2,1.02
P-000411,2025-02-01,2,167.1,8.6,3,3,92.4,19.0,2,1.3
P-000411,2025-03-01,3,160.6,8.5,2,4,94.1,16.1,2,1.59
P-000411,2025-04-01,4,172.8,7.8,3,3,89.1,20.7,2,1.08
P-000411,2025-05-01,5,165.3,6.6,1,5,90.7,16.1,2,1.42
P-000411,2025-06-01,6,163.7,8.9,0,3,90.1,12.9,2,1.11
P-000411,2025-07-01,7,162.0,4.4,2,5,90.9,16.3,2,1.66
P-000411,2025-08-01,8,161.7,2.8,1,4,93.3,12.0,2,1.34
P-000411,2025-09-01,9,162.6,4.6,3,5,95.4,17.4,2,1.66
P-000411,2025-10-01,10,169.8,9.9,2,6,91.8,21.7,2,1.61
P-000411,2025-11-01,11,163.1,5.1,1,4,94.0,13.2,2,1.32
P-000411,2025-12-01,12,169.3,5.9,4,5,84.0,22.5,2,1.03
P-000412,2025-01-01,1,164.9,6.3,2,4,89.5,17.0,2,1.37
P-000412,2025-02-01,2,168.6,0.8,1,3,91.7,13.7,2,1.55
P-000412,2025-03-01,3,177.2,9.3,4,4,88.3,25.8,2,1.25
P-000412,2025-04-01,4,171.6,11.5,1,5,87.4,20.0,2,1.0
P-000412,2025-05-01,5,175.3,6.8,3,5,89.3,23.4,2,1.46
P-000412,2025-06-01,6,213.9,27.7,4,8,61.7,60.0,4,3.67
P-000412,2025-07-01,7,203.0,29.9,4,7,61.0,56.1,4,3.49
P-000412,2025-08-01,8,164.0,2.4,2,5,91.0,14.5,2,1.0
P-000412,2025-09-01,9,171.6,4.5,1,5,90.2,17.7,2,1.49
P-000412,2025-10-01,10,173.7,8.5,0,3,88.6,17.5,2,1.53
P-000412,2025-11-01,11,167.5,1.9,1,4,91.3,13.1,2,1.0
P-000412,2025-12-01,12,166.0,6.7,3,6,89.3,19.6,2,1.0
P-000413,2025-01-01,1,176.5,3.9,1,3,90.5,17.5,2,1.36
P-000413,2025-02-01,2,182.7,5.4,1,5,89.9,21.3,2,1.2
P-000413,2025-03-01,3,179.7,7.1,0,4,89.1,19.5,2,1.46
P-000413,2025-04-01,4,183.7,0.0,0,6,92.0,19.3,2,1.71
P-000413,2025-05-01,5,176.0,13.3,2,6,86.7,25.4,2,1.29
P-000413,2025-06-01,6,199.3,29.9,3,7,61.0,53.1,4,3.44
P-000413,2025-07-01,7,216.1,21.4,3,7,63.6,54.3,4,3.2
P-000413,2025-08-01,8,182.2,2.7,1,3,90.9,18.8,2,1.3
P-000413,2025-09-01,9,177.1,4.9,2,4,90.0,21.3,2,1.65
P-000413,2025-10-01,10,176.6,6.6,4,4,89.4,25.5,2,1.76
P-000413,2025-11-01,11,173.2,2.0,1,6,91.2,17.9,2,1.55
P-000413,2025-12-01,12,186.6,2.3,1,4,91.1,21.0,2,1.4
P-000414,2025-01-01,1,180.9,13.0,1,4,84.8,25.4,2,1.71
P-000414,2025-02-01,2,181.6,12.3,2,5,85.1,28.1,2,1.89
P-000414,2025-03-01,3,188.1,8.8,1,4,86.5,25.8,2,1.69
P-000414,2025-04-01,4,209.2,34.0,10,7,49.6,73.0,4,3.82
P-000414,2025-05-01,5,212.2,35.2,6,10,46.2,70.2,4,3.71
P-000414,2025-06-01,6,227.8,25.6,8,7,47.8,74.0,4,4.2
P-000414,2025-07-01,7,206.2,32.2,8,6,45.9,68.3,3,3.99
P-000414,2025-08-01,8,223.9,23.4,6,7,51.8,67.1,4,4.01
P-000414,2025-09-01,9,174.5,13.3,1,6,84.7,25.0,2,1.85
P-000414,2025-10-01,10,185.4,6.5,1,6,87.4,25.6,2,1.89
P-000414,2025-11-01,11,189.3,6.0,1,3,87.6,24.5,2,1.79
P-000414,2025-12-01,12,182.4,7.1,3,5,87.1,26.6,2,1.52
P-000415,2025-01-01,1,190.6,8.7,1,4,86.5,27.3,2,1.94
P-000415,2025-02-01,2,189.4,14.7,4,3,84.1,33.8,2,1.79
P-000415,2025-03-01,3,191.9,13.1,2,6,84.8,33.5,2,2.17
P-000415,2025-04-01,4,213.6,32.8,6,6,50.7,65.4,4,3.38
P-000415,2025-05-01,5,234.4,36.0,4,8,44.8,73.6,4,3.57
P-000415,2025-06-01,6,232.8,35.6,6,7,52.2,74.4,4,3.67
P-000415,2025-07-01,7,229.3,29.1,7,11,46.3,76.4,3,3.86
P-000415,2025-08-01,8,208.1,29.9,10,7,55.9,69.4,4,3.71
P-000415,2025-09-01,9,180.6,8.0,1,3,86.8,21.5,2,1.43
P-000415,2025-10-01,10,188.5,7.2,3,5,87.1,29.3,2,1.72
P-000415,2025-11-01,11,185.4,9.3,1,5,86.3,26.4,2,1.95
P-000415,2025-12-01,12,187.4,9.1,2,4,86.3,27.2,2,1.59
P-000416,2025-01-01,1,186.5,7.0,2,4,93.4,24.4,2,1.47
P-000416,2025-02-01,2,185.3,6.5,2,4,95.5,23.8,2,1.65
P-000416,2025-03-01,3,183.7,3.1,0,5,94.7,18.7,2,1.43
P-000416,2025-04-01,4,189.8,3.5,3,3,90.6,24.5,3,1.03
P-000416,2025-05-01,5,179.8,11.3,2,4,89.8,24.1,2,1.31
P-000416,2025-06-01,6,186.4,4.1,1,4,91.0,22.4,2,1.7
P-000416,2025-07-01,7,182.7,4.8,2,4,91.4,21.8,2,1.19
P-000416,2025-08-01,8,172.2,0.8,3,4,94.7,17.8,2,1.33
P-000416,2025-09-01,9,180.6,5.2,3,4,91.1,22.9,2,1.19
P-000416,2025-10-01,10,177.1,6.9,1,4,91.3,22.4,2,2.54
P-000416,2025-11-01,11,183.4,8.5,2,5,87.9,26.7,2,1.94
P-000416,2025-12-01,12,179.9,9.0,4,5,94.4,27.2,2,1.69
P-000417,2025-01-01,1,174.5,1.9,3,7,92.1,22.1,2,1.55
P-000417,2025-02-01,2,167.5,3.6,3,4,91.5,17.2,2,1.0
P-000417,2025-03-01,3,170.5,9.3,1,4,93.7,18.8,2,1.81
P-000417,2025-04-01,4,172.8,4.5,3,3,84.6,20.7,2,1.28
P-000417,2025-05-01,5,171.4,3.8,2,5,91.9,19.3,2,1.71
P-000417,2025-06-01,6,171.5,6.7,4,4,87.3,23.2,2,1.39
P-000417,2025-07-01,7,167.5,9.3,2,4,91.9,19.2,2,1.58
P-000417,2025-08-01,8,174.5,7.3,0,6,98.3,17.1,2,1.37
P-000417,2025-09-01,9,176.2,4.5,1,4,95.3,18.9,2,1.97
P-000417,2025-10-01,10,169.6,10.4,1,5,89.3,19.4,2,1.38
P-000417,2025-11-01,11,176.3,4.4,4,4,94.2,23.1,2,1.55
P-000417,2025-12-01,12,164.9,7.4,4,3,89.7,20.5,2,1.52
P-000418,2025-01-01,1,171.6,7.9,1,5,91.2,18.2,2,1.2
P-000418,2025-02-01,2,171.2,0.0,0,5,93.0,13.1,2,1.33
P-000418,2025-03-01,3,175.8,9.1,1,4,91.6,21.0,2,1.78
P-000418,2025-04-01,4,168.8,4.8,3,6,91.1,21.5,2,1.81
P-000418,2025-05-01,5,168.3,14.4,3,4,89.6,23.9,2,1.65
P-000418,2025-06-01,6,171.8,11.2,2,3,88.4,21.4,2,1.54
P-000418,2025-07-01,7,164.5,0.7,4,6,98.9,18.5,2,1.79
P-000418,2025-08-01,8,172.7,7.3,2,4,93.3,19.3,2,1.33
P-000418,2025-09-01,9,166.9,7.1,2,4,94.1,18.5,2,1.9
P-000418,2025-10-01,10,171.6,7.2,2,6,93.2,21.2,2,1.72
P-000418,2025-11-01,11,167.5,6.8,1,5,89.7,16.2,2,1.04
P-000418,2025-12-01,12,167.7,7.3,1,5,92.5,18.6,2,2.06
P-000419,2025-01-01,1,175.7,12.7,3,5,86.9,27.3,2,1.79
P-000419,2025-02-01,2,173.3,0.8,2,4,91.7,17.0,2,1.28
P-000419,2025-03-01,3,223.7,42.7,6,10,42.2,78.0,3,3.67
P-000419,2025-04-01,4,223.0,43.6,5,9,41.9,77.8,3,4.43
P-000419,2025-05-01,5,226.3,30.4,7,7,45.9,73.8,4,4.1
P-000419,2025-06-01,6,224.7,34.6,5,11,44.6,72.8,3,3.38
P-000419,2025-07-01,7,237.5,25.4,11,8,47.4,82.3,4,3.92
P-000419,2025-08-01,8,212.2,46.4,4,11,41.1,73.3,4,3.73
P-000419,2025-09-01,9,220.2,43.3,7,12,42.0,80.2,3,3.71
P-000419,2025-10-01,10,173.1,8.8,1,3,88.5,20.7,2,2.14
P-000419,2025-11-01,11,182.7,9.3,4,5,88.3,28.6,2,1.34
P-000419,2025-12-01,12,172.6,9.6,0,4,88.2,18.8,2,1.69
P-000420,2025-01-01,1,180.3,10.4,1,4,87.9,24.8,2,2.22
P-000420,2025-02-01,2,176.5,5.6,3,6,89.8,24.4,2,1.66
P-000420,2025-03-01,3,227.1,37.4,6,8,43.8,76.8,3,4.22
P-000420,2025-04-01,4,223.6,30.0,5,9,46.0,69.8,3,3.74
P-000420,2025-05-01,5,222.3,34.1,11,11,44.8,81.5,3,3.29
P-000420,2025-06-01,6,226.9,43.0,8,9,42.1,82.8,4,3.99
P-000420,2025-07-01,7,223.4,45.7,8,9,41.3,83.4,4,4.21
P-000420,2025-08-01,8,223.6,39.1,5,11,43.3,76.1,3,3.98
P-000420,2025-09-01,9,228.6,43.9,8,8,41.8,82.6,3,3.79
P-000420,2025-10-01,10,179.5,8.1,4,4,88.7,28.1,2,2.08
P-000420,2025-11-01,11,184.2,3.7,4,7,90.5,27.4,2,1.22
